ID, Data Source, Description, Device/site, Event Tags, Sensor, Rate (Hz), Event Date, Time (UTC), Wave Start, Wave End, Duration (s)
1015, Provider 9,"Number of measuring PMUs: 9; Oscillation frequency: 0.55Hz", , Events::System Event/Condition::Oscillation, PMU, 30.0, 2016-03-01, 19:00:00.000000, 19:00:00.000000, 19:04:59.967000, 299.967
