Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m,P004.df,P004.f,P004.ip_a,P004.ip_m,P004.vp_a,P004.vp_m,P005.df,P005.f,P005.ip_a,P005.ip_m,P005.vp_a,P005.vp_m,P006.df,P006.f,P006.ip_a,P006.ip_m,P006.vp_a,P006.vp_m,P007.df,P007.f,P007.ip_a,P007.ip_m,P007.vp_a,P007.vp_m,P008.df,P008.f,P008.ip_a,P008.ip_m,P008.vp_a,P008.vp_m,P009.df,P009.f,P009.ip_a,P009.ip_m,P009.vp_a,P009.vp_m
35.5,5.877472e-39,59.98,-32.96436,1.2087939284753,-37.6096,1.0691512,5.877472e-39,59.98,149.0855,8.72332805364265,-37.82314,1.01792130434783,0.01,59.98,-20.66496,2.94200780816146,-34.95123,1.0713786,5.877472e-39,59.98,-55.5251,1.92060792065865,-37.82706,1.0686816,5.877472e-39,59.98,-179.8965,1.72049480706789,-20.85857,1.0462947826087,5.877472e-39,59.98,152.8218,8.53278375866135,-38.40717,1.0521038,5.877472e-39,59.98,-12.70541,3.08307237389608,-21.04581,1.04672753623188,5.877472e-39,59.98,-0.2062378,0.911922152108802,-39.62297,1.0620448,5.877472e-39,59.98,-41.3712,3.631254910373,-38.27971,1.058528
35.533,-0.09999999,59.978,-34.61613,1.20404551118635,-37.88863,1.0702248,-0.12,59.978,148.9099,8.73476132102341,-38.10783,1.01847652173913,-0.08,59.979,-20.56665,2.95334061659538,-35.22099,1.0719252,-0.09999999,59.978,-56.72016,1.94013159736157,-38.11145,1.0696596,0.01,59.98,179.7238,1.71982793286596,-21.09158,1.04582869565217,-0.11,59.978,152.6368,8.54145613705485,-38.68729,1.0527502,0.01,59.981,-13.0646,3.08513334981226,-21.27881,1.04627536231884,-0.09,59.978,-0.5608368,0.902346509219158,-39.90408,1.062623,-0.09999999,59.978,-41.67566,3.63650648842155,-38.55821,1.0591628
35.567,0.07,59.979,-35.6646,1.21215324101658,-38.11568,1.070966,0.02,59.978,148.7161,8.73017606292054,-38.33824,1.01906739130435,0.01,59.979,-20.55193,2.96115303176292,-35.45418,1.0725024,0.06,59.979,-57.55989,1.95537624254439,-38.33502,1.0704428,-0.01,59.981,179.6078,1.72078223223915,-21.32847,1.04627594202899,0.03,59.978,152.4445,8.54511076425882,-38.91911,1.0532434,5.877472e-39,59.981,-13.18281,3.08853703749523,-21.51495,1.04666869565217,0.04,59.979,-1.53022,0.898561112179216,-40.13536,1.0631182,0.03,59.979,-41.95218,3.63658269865708,-38.79005,1.0597108
35.6,5.877472e-39,59.98,-36.35567,1.21778154011578,-38.35959,1.0712252,5.877472e-39,59.98,148.4767,8.7277380282038,-38.58073,1.01929173913043,5.877472e-39,59.98,-20.63495,2.95762917439492,-35.69296,1.0726694,5.877472e-39,59.98,-57.88492,1.95493543561386,-38.57901,1.0707194,0.01,59.981,179.4502,1.72396721386665,-21.55062,1.04636260869565,5.877472e-39,59.98,152.2027,8.53981242083847,-39.16074,1.0534622,0.01,59.981,-13.42329,3.08731443479169,-21.737,1.0467684057971,5.877472e-39,59.98,-2.180908,0.896181274369616,-40.38017,1.06332,5.877472e-39,59.98,-42.22868,3.63674291335678,-39.03021,1.0599196
35.633,5.877472e-39,59.98,-36.93848,1.21847695851501,-38.591,1.0716688,5.877472e-39,59.98,148.2814,8.72908054078475,-38.81229,1.01960913043478,5.877472e-39,59.98,-20.8696,2.95490465847462,-35.92979,1.072946,5.877472e-39,59.98,-58.21516,1.96010474124905,-38.8091,1.0711152,0.01,59.981,179.2607,1.72368875205832,-21.78074,1.04651333333333,5.877472e-39,59.98,151.9817,8.53662458132714,-39.39172,1.0537728,0.01,59.981,-13.58642,3.09003630933451,-21.97128,1.0469915942029,5.877472e-39,59.98,-2.706825,0.897028247214518,-40.61438,1.0636098,5.877472e-39,59.98,-42.50514,3.63698886457145,-39.26465,1.0602606
35.667,5.877472e-39,59.981,-37.04028,1.22358564237194,-38.82797,1.0716444,5.877472e-39,59.981,148.0193,8.72797705121525,-39.04538,1.01963652173913,5.877472e-39,59.98,-21.08853,2.96003412694123,-36.16878,1.072996,5.877472e-39,59.981,-58.37271,1.95439157166028,-39.04965,1.071083,5.877472e-39,59.981,179.0381,1.71995879796473,-22.00602,1.04655420289855,5.877472e-39,59.981,151.7394,8.53161722244246,-39.63139,1.0537458,5.877472e-39,59.981,-13.82693,3.08890513293285,-22.19218,1.04698695652174,5.877472e-39,59.98,-3.163223,0.892829756056971,-40.8506,1.0636116,5.877472e-39,59.981,-42.67207,3.63366765714794,-39.50285,1.0602236
35.7,5.877472e-39,59.98,-37.14124,1.22869779033048,-39.06152,1.0716628,-0.01,59.98,147.7874,8.72372642532839,-39.28345,1.01972086956522,5.877472e-39,59.98,-21.40744,2.9539399061748,-36.40142,1.0729656,5.877472e-39,59.98,-58.54364,1.96533813276412,-39.27985,1.0711428,5.877472e-39,59.981,178.7326,1.72072964717664,-22.22973,1.04640608695652,5.877472e-39,59.98,151.4838,8.52991721457483,-39.86534,1.0538494,-0.01,59.981,-14.08061,3.09028369815136,-22.41957,1.0468431884058,5.877472e-39,59.98,-3.558952,0.89689834340395,-41.08329,1.0636536,5.877472e-39,59.98,-43.03244,3.63242577671891,-39.73888,1.0602936
35.733,5.877472e-39,59.981,-36.80141,1.22576109818625,-39.29366,1.0710452,5.877472e-39,59.98,147.5101,8.72178237150198,-39.51563,1.01934652173913,5.877472e-39,59.981,-21.8609,2.95666095799349,-36.63498,1.0726452,5.877472e-39,59.981,-58.37271,1.95439157166028,-39.51222,1.0705418,0.01,59.981,178.5084,1.71706064395096,-22.45549,1.04654724637681,0.01,59.98,151.1984,8.52138859639836,-40.10214,1.0535108,0.01,59.981,-14.41249,3.08788928513422,-22.64521,1.04699797101449,0.01,59.98,-3.428741,0.899983991917634,-41.32057,1.0633204,0.01,59.98,-43.09073,3.62549930553944,-39.97421,1.0599456
35.767,-0.08,59.979,-36.35567,1.21778154011578,-39.55327,1.0706236,-0.06,59.979,147.2097,8.72685762677832,-39.77246,1.0189752173913,-0.04,59.98,-22.37907,2.96395982009659,-36.88513,1.072361,-0.08,59.979,-58.36808,1.94884381292364,-39.77077,1.070074,5.877472e-39,59.981,178.2834,1.71341853081408,-22.67225,1.04651710144928,-0.06,59.979,150.9211,8.51814706331199,-40.35451,1.0531626,5.877472e-39,59.981,-14.60776,3.08762217691893,-22.86141,1.04691246376812,-0.06,59.98,-2.905243,0.899033096024279,-41.57329,1.0629836,-0.06,59.979,-43.36795,3.62600939450227,-40.22977,1.0596284
35.8,5.877472e-39,59.979,-37.28,1.22143097116732,-39.78644,1.0710688,5.877472e-39,59.979,147.0147,8.72885745264074,-40.01324,1.01924260869565,0.01,59.98,-22.37907,2.96395982009659,-37.11881,1.0726028,5.877472e-39,59.979,-58.70174,1.95965700611529,-40.00743,1.070512,5.877472e-39,59.982,178.2082,1.71221026949122,-22.90634,1.04681014492754,5.877472e-39,59.979,150.6864,8.51887885477819,-40.59451,1.0534276,5.877472e-39,59.981,-14.75734,3.08806138170246,-23.09535,1.04721942028986,5.877472e-39,59.979,-3.558952,0.89689834340395,-41.81192,1.0631896,5.877472e-39,59.979,-43.6451,3.62660348792927,-40.46481,1.059907
35.833,0.03,59.981,-37.61986,1.22442828508982,-40.0213,1.071225,0.03,59.981,146.7749,8.72750697262607,-40.24634,1.01935695652174,0.01,59.98,-22.54942,2.95719702771843,-37.35292,1.0727084,0.01,59.98,-59.02623,1.95943616963733,-40.24239,1.0706854,5.877472e-39,59.982,177.9818,1.70860341224853,-23.13009,1.04672608695652,0.02,59.98,150.4643,8.51656396887388,-40.82715,1.0535384,5.877472e-39,59.981,-14.99838,3.0871955208435,-23.31903,1.04714927536232,0.02,59.98,-3.822083,0.890741768808446,-42.0493,1.0633486,0.02,59.98,-43.92215,3.62728331787124,-40.69957,1.0599852
35.867,0.03,59.981,-36.93848,1.21847695851501,-40.23865,1.0704904,0.03,59.981,146.4825,8.71946384829097,-40.46771,1.01890304347826,0.02,59.981,-23.06575,2.96481718524633,-37.57576,1.0723218,0.03,59.981,-58.5312,1.94869399052878,-40.45874,1.0699014,5.877472e-39,59.981,177.5627,1.70491409206688,-23.35213,1.04638434782609,0.02,59.981,150.156,8.50693376638379,-41.05,1.0531446,0.01,59.981,-15.27333,3.08326598253535,-23.54062,1.04675217391304,0.02,59.981,-3.755478,0.898949091560111,-42.26822,1.0629108,0.02,59.981,-44.09076,3.62422451614507,-40.92455,1.0595596
35.9,5.877472e-39,59.981,-35.40588,1.22685315622042,-40.47324,1.06922,5.877472e-39,59.981,146.1676,8.72423235736928,-40.70483,1.01800260869565,5.877472e-39,59.982,-23.71144,2.95386716004088,-37.79924,1.0714264,5.877472e-39,59.981,-57.87285,1.94384251621678,-40.69023,1.0686704,-0.01,59.981,177.5263,1.70146917291444,-23.58604,1.04672811594203,5.877472e-39,59.981,149.8222,8.50396849540124,-41.2859,1.0521766,-0.01,59.981,-15.42303,3.08379900385087,-23.77478,1.04717855072464,5.877472e-39,59.981,-3.043419,0.909268650271607,-42.50656,1.0620144,5.877472e-39,59.981,-44.28345,3.62653940204939,-41.15659,1.0586696
35.933,5.877472e-39,59.981,-37.71834,1.22956208368346,-40.70247,1.070783,5.877472e-39,59.981,146.0702,8.72549121189623,-40.93497,1.01906130434783,-0.02,59.981,-23.32382,2.95484230464555,-38.03299,1.0724808,5.877472e-39,59.981,-59.35445,1.97037840061414,-40.91927,1.0702498,-0.01,59.981,177.1811,1.69904488202086,-23.81197,1.04641101449275,5.877472e-39,59.981,149.6985,8.50625826656884,-41.5164,1.0532988,-0.01,59.981,-15.69881,3.07997881857046,-24.00442,1.04686811594203,5.877472e-39,59.981,-4.472214,0.902111816334732,-42.73491,1.0630742,5.877472e-39,59.981,-44.64488,3.62594097849537,-41.38933,1.05976
35.967,0.04,59.981,-37.71834,1.22956208368346,-40.91953,1.0706862,0.04,59.981,145.8224,8.72133221149709,-41.15686,1.01909086956522,0.04,59.981,-23.77505,2.95834277932764,-38.2547,1.0724512,0.03,59.981,-59.34894,1.95372992825179,-41.14113,1.0702112,5.877472e-39,59.981,177.1438,1.69560773111629,-24.04156,1.04672753623188,0.05,59.981,149.4419,8.50591618653435,-41.73355,1.0532812,5.877472e-39,59.981,-15.84859,3.08057159563884,-24.22972,1.0471368115942,0.04,59.981,-4.605675,0.899063406913411,-42.95604,1.063035,0.05,59.981,-44.81416,3.6230172767322,-41.60869,1.0597118
36,-0.01,59.981,-37.71834,1.22956208368346,-41.1517,1.0703624,5.877472e-39,59.982,145.5527,8.72424430851986,-41.38237,1.01889565217391,5.877472e-39,59.982,-23.9884,2.96403776238293,-38.48059,1.0722588,5.877472e-39,59.981,-59.34894,1.95372992825179,-41.36879,1.069861,5.877472e-39,59.981,177.1832,1.69333641495004,-24.2665,1.04693043478261,5.877472e-39,59.982,149.1853,8.50574298145359,-41.96381,1.0531276,5.877472e-39,59.981,-16.07904,3.07747565008311,-24.45454,1.04735333333333,5.877472e-39,59.981,-4.934006,0.89813416165515,-43.18214,1.0628398,5.877472e-39,59.982,-45.00644,3.62548631515839,-41.83398,1.0595704
36.033,-0.05,59.98,-37.86043,1.22232557540943,-41.39569,1.0700556,-0.05,59.98,145.2537,8.73087719708744,-41.62392,1.0186947826087,-0.04,59.981,-24.20093,2.9697743146576,-38.71819,1.0720722,-0.05,59.98,-59.34521,1.94263008065149,-41.61647,1.0695496,5.877472e-39,59.981,176.9522,1.68985086188565,-24.4899,1.04687507246377,-0.04,59.98,148.8926,8.51545892045865,-42.2037,1.0528622,5.877472e-39,59.981,-16.26373,3.07503462757873,-24.68161,1.04730492753623,-0.04,59.98,-4.605675,0.899063406913411,-43.42366,1.0626482,-0.05,59.98,-45.28322,3.62658270331958,-42.07709,1.0593394
36.067,0.05,59.981,-38.29456,1.23055108469458,-41.5954,1.0705528,0.03,59.981,145.0959,8.72803282325125,-41.82863,1.0189447826087,0.04,59.981,-24.46233,2.96006530385577,-38.922,1.0723698,0.05,59.981,-59.83723,1.95361128277147,-41.81265,1.0700828,5.877472e-39,59.981,176.565,1.68410355357547,-24.7143,1.04628,0.04,59.981,148.6919,8.51595428698961,-42.41002,1.053173,5.877472e-39,59.981,-16.58764,3.07083977372788,-24.90226,1.04672956521739,0.03,59.981,-5.455475,0.899376042084177,-43.63019,1.0629542,0.04,59.981,-45.55983,3.62776309594494,-42.27863,1.0596628
36.1,5.877472e-39,59.983,-38.19859,1.22539650149125,-41.80449,1.0700604,5.877472e-39,59.983,144.8255,8.72576210464253,-42.03226,1.01870652173913,5.877472e-39,59.983,-24.78758,2.95495142384642,-39.13718,1.0720822,5.877472e-39,59.983,-59.51169,1.95367450262595,-42.02193,1.0696052,5.877472e-39,59.981,176.3315,1.68069209764462,-24.9529,1.04623217391304,5.877472e-39,59.983,148.4375,8.5080119680115,-42.61798,1.052909,5.877472e-39,59.981,-16.78402,3.07097243149923,-25.14044,1.04662753623188,5.877472e-39,59.983,-5.319199,0.902392408565558,-43.83902,1.062686,5.877472e-39,59.983,-45.64474,3.62638265145131,-42.48885,1.0593692
36.133,-0.12,59.981,-39.01842,1.2244915049443,-42.04594,1.0707648,-0.13,59.981,144.6464,8.73006053513167,-42.276,1.01912173913043,-0.09,59.981,-24.76178,2.96268676275302,-39.37366,1.0724714,-0.12,59.981,-60.4897,1.9481250118385,-42.26462,1.0701744,5.877472e-39,59.981,176.0954,1.6716002598468,-25.16295,1.04576231884058,-0.09,59.981,148.2468,8.513754582464,-42.85727,1.0533482,5.877472e-39,59.981,-17.00538,3.06559142595409,-25.34704,1.04624434782609,-0.09999999,59.981,-5.730774,0.893358031553279,-44.07248,1.0630196,-0.11,59.981,-45.94252,3.63305710923827,-42.72673,1.0597984
36.167,0.02,59.981,-39.50494,1.22056061563652,-42.2594,1.0710022,5.877472e-39,59.981,144.4204,8.72556690251652,-42.48901,1.01943739130435,5.877472e-39,59.981,-24.99918,2.96084039659216,-39.591,1.0727162,0.02,59.981,-60.81381,1.9538009423349,-42.47925,1.0704926,5.877472e-39,59.981,175.938,1.66936061422957,-25.39822,1.04582289855072,5.877472e-39,59.981,148.0242,8.51284871989164,-43.06937,1.053596,-0.01,59.981,-17.13431,3.06138940141289,-25.58566,1.04624463768116,5.877472e-39,59.981,-6.202591,0.889542323624205,-44.28589,1.0633316,5.877472e-39,59.981,-46.19753,3.62904914366956,-42.94113,1.060017
36.2,0.02,59.983,-39.83929,1.22383678973904,-42.46703,1.0711436,0.02,59.982,144.2025,8.72459089188645,-42.6973,1.01950391304348,0.02,59.982,-25.17551,2.9544881002554,-39.80443,1.0727824,0.02,59.982,-61.13925,1.95398973587293,-42.69046,1.0706282,-0.01,59.98,175.821,1.67054318057869,-25.63431,1.04610724637681,0.02,59.982,147.8015,8.51206929702823,-43.27812,1.0536602,-0.01,59.98,-17.33126,3.06162244884905,-25.82132,1.04647449275362,0.02,59.983,-6.535957,0.888756838582972,-44.49419,1.0633256,0.02,59.983,-46.4736,3.63050839647493,-43.1497,1.0601386
36.233,5.877472e-39,59.983,-40.57445,1.2181989643604,-42.67789,1.0714964,-0.01,59.982,144.0204,8.71777873606028,-42.91008,1.01984739130435,-0.01,59.982,-25.23688,2.95904599195552,-40.02036,1.0729932,5.877472e-39,59.983,-61.46048,1.95979037402747,-42.89781,1.071017,-0.01,59.981,175.7802,1.66713351732043,-25.85815,1.04621826086957,-0.01,59.982,147.6239,8.50657609789203,-43.4911,1.054003,-0.01,59.981,-17.50752,3.05690652483325,-26.04884,1.04659391304348,5.877472e-39,59.983,-7.013618,0.885044187676949,-44.7074,1.0636666,-0.01,59.982,-46.66426,3.63332817518966,-43.36037,1.0604064
36.267,5.877472e-39,59.982,-40.32864,1.22005572282611,-42.8932,1.0709714,5.877472e-39,59.982,143.7495,8.71627687480504,-43.1226,1.0194852173913,0.01,59.982,-25.74149,2.94789678090719,-40.23315,1.072653,5.877472e-39,59.982,-61.30567,1.9485597565912,-43.11226,1.0704412,0.01,59.981,175.6631,1.66832564459001,-26.08923,1.04626666666667,5.877472e-39,59.982,147.3453,8.50591272243273,-43.70784,1.0536208,0.01,59.981,-17.68432,3.05221928357882,-26.27605,1.04666086956522,5.877472e-39,59.982,-6.821869,0.882821966490838,-44.92157,1.0633024,5.877472e-39,59.982,-46.8347,3.63078379255334,-43.5768,1.0600812
36.3,-0.01,59.982,-40.15166,1.20960972440567,-43.12009,1.0706854,-0.04,59.982,143.5006,8.71364762167915,-43.35347,1.01925652173913,-0.01,59.982,-25.95164,2.95396675296232,-40.45674,1.0724766,-0.01,59.982,-61.30567,1.9485597565912,-43.33931,1.0701714,-0.01,59.981,175.3086,1.66623598591246,-26.31602,1.04619913043478,-0.02,59.982,147.1559,8.50392086400403,-43.92783,1.0534524,5.877472e-39,59.981,-17.89186,3.05504991359185,-26.50277,1.04660666666667,-0.02,59.982,-6.678437,0.885786371447992,-45.14234,1.0631354,-0.02,59.982,-47.00539,3.62827231888236,-43.8026,1.0598652
36.333,5.877472e-39,59.981,-40.73475,1.21112353681148,-43.34103,1.0712418,5.877472e-39,59.981,143.322,8.71857547943176,-43.5746,1.01967043478261,5.877472e-39,59.981,-25.95164,2.95396675296232,-40.67848,1.0728406,5.877472e-39,59.981,-61.95251,1.9547379818218,-43.56026,1.0707438,0.01,59.981,175.1123,1.66637103391393,-26.54639,1.0460747826087,5.877472e-39,59.981,146.9439,8.50861905181956,-44.15146,1.053783,0.01,59.981,-18.08915,3.05542219193218,-26.73683,1.04649246376812,5.877472e-39,59.981,-7.111649,0.876909611059201,-45.36162,1.0634194,5.877472e-39,59.981,-47.30042,3.63539191372687,-44.02132,1.0602056
36.367,0.08,59.983,-41.3163,1.21276292290084,-43.53926,1.0713632,0.07,59.983,143.1302,8.70883927543226,-43.77791,1.01976,0.06,59.983,-26.01183,2.95856707990722,-40.88362,1.0729626,0.07,59.983,-62.27116,1.96069363852362,-43.75854,1.0708794,0.01,59.981,175.0751,1.66868298399212,-26.76343,1.04653391304348,0.07,59.983,146.7547,8.49855150650056,-44.35544,1.0538718,0.01,59.982,-18.27666,3.05333074058204,-26.94993,1.04696811594203,0.05,59.983,-7.642167,0.878461528582783,-45.56267,1.0635206,0.06,59.983,-47.55667,3.63176846343744,-44.2251,1.0603524
36.4,-0.01,59.983,-41.81453,1.20925292193931,-43.75262,1.0714862,5.877472e-39,59.983,142.9273,8.70960414906888,-43.9897,1.01989086956522,5.877472e-39,59.983,-26.22069,2.96468728143577,-41.09447,1.0729884,-0.01,59.983,-62.4332,1.96092140320482,-43.97096,1.0709514,5.877472e-39,59.982,174.7263,1.67240516983784,-26.97491,1.04646057971014,5.877472e-39,59.983,146.5427,8.4951956580609,-44.56662,1.0539372,0.01,59.982,-18.49311,3.0587768798978,-27.16133,1.04690753623188,-0.01,59.983,-7.790039,0.875534362717992,-45.77541,1.0636508,5.877472e-39,59.983,-47.72778,3.62939295575486,-44.43958,1.060457
36.433,5.877472e-39,59.982,-41.81453,1.20925292193931,-43.96745,1.0714726,5.877472e-39,59.982,142.6935,8.70850065949938,-44.20677,1.01986565217391,5.877472e-39,59.982,-26.39937,2.95852984081486,-41.31229,1.0729844,5.877472e-39,59.982,-62.74937,1.96696799257404,-44.18945,1.0709344,5.877472e-39,59.982,174.4512,1.67153990653641,-27.19414,1.04646405797101,-0.01,59.982,146.3419,8.49691471848741,-44.78139,1.0539988,5.877472e-39,59.982,-18.72761,3.05625578468459,-27.38407,1.04685188405797,5.877472e-39,59.982,-8.130005,0.874893503919191,-45.9935,1.0636286,5.877472e-39,59.982,-47.91747,3.63247687221774,-44.65564,1.060425
36.467,5.877472e-39,59.982,-42.31561,1.20583471967057,-44.18732,1.071806,5.877472e-39,59.982,142.5126,8.70811822268107,-44.42323,1.02007260869565,5.877472e-39,59.982,-26.63802,2.95703594699333,-41.52546,1.0731706,5.877472e-39,59.982,-63.07225,1.9675317751119,-44.40579,1.071302,0.01,59.982,174.1839,1.67641717108494,-27.40155,1.0462852173913,5.877472e-39,59.982,146.1745,8.49704722037419,-44.99806,1.0542086,0.01,59.983,-19.00816,3.06631686079382,-27.58766,1.0466884057971,5.877472e-39,59.982,-8.470459,0.874282956009523,-46.20703,1.0638554,5.877472e-39,59.982,-48.19246,3.6344600703924,-44.87103,1.0606258
36.5,0.04,59.983,-43.30075,1.21682025191757,-44.38728,1.0721148,0.04,59.983,142.3289,8.70212671252752,-44.62468,1.02036695652174,0.02,59.983,-26.5483,2.96009128461788,-41.73155,1.0734148,0.05,59.983,-63.38538,1.97369787598685,-44.60481,1.0715588,0.01,59.982,173.9273,1.68703278058072,-27.61672,1.0461831884058,0.03,59.983,145.9623,8.49401093530852,-45.20284,1.0544196,0.01,59.983,-19.21347,3.06940145275651,-27.80276,1.04659942028985,0.04,59.983,-9.15274,0.873154524908392,-46.41238,1.0640626,0.04,59.983,-48.36385,3.63220494024095,-45.07555,1.060895
36.533,5.877472e-39,59.983,-43.30075,1.21682025191757,-44.59389,1.0721158,5.877472e-39,59.983,142.1197,8.70568417168119,-44.8257,1.02039,5.877472e-39,59.983,-26.7869,2.9586294337363,-41.93999,1.0733678,5.877472e-39,59.983,-63.71738,1.96884640167485,-44.81152,1.0715744,0.01,59.983,173.8571,1.69170149755176,-27.82177,1.04665507246377,5.877472e-39,59.983,145.7949,8.49430884804742,-45.4083,1.0544262,5.877472e-39,59.983,-19.38034,3.07550490535375,-28.01128,1.04701188405797,5.877472e-39,59.983,-9.527283,0.877845784520692,-46.61507,1.064082,5.877472e-39,59.983,-48.53545,3.62998271905484,-45.27975,1.0608934
36.567,-0.06,59.982,-42.8195,1.20250918212004,-44.81961,1.0716048,-0.06,59.982,141.8701,8.70413450582366,-45.05261,1.02001652173913,-0.03,59.982,-27.17438,2.95886326059532,-42.15907,1.0730536,-0.06,59.982,-63.74907,1.95223170430324,-45.04102,1.0710616,-0.01,59.983,173.5948,1.69665883480912,-28.04106,1.04678637681159,-0.04,59.982,145.5609,8.49815573289103,-45.63091,1.0540096,-0.01,59.983,-19.63139,3.07820048736531,-28.23047,1.04715652173913,-0.05,59.982,-8.999954,0.876027131172745,-46.83969,1.063736,-0.04,59.982,-48.79324,3.62671000905394,-45.50189,1.0605344
36.6,5.877472e-39,59.982,-42.97437,1.2131179933164,-45.03699,1.0715816,5.877472e-39,59.982,141.6767,8.7088910637514,-45.26294,1.01988043478261,5.877472e-39,59.982,-27.38075,2.96520170052561,-42.3746,1.0729938,5.877472e-39,59.982,-63.9005,1.95813886358246,-45.25493,1.0710716,5.877472e-39,59.982,173.2551,1.70064155573731,-28.24886,1.04687014492754,-0.01,59.982,145.3604,8.50038315022957,-45.8437,1.054011,5.877472e-39,59.982,-19.82689,3.07889245898344,-28.43829,1.04732202898551,5.877472e-39,59.982,-9.221878,0.883565882312689,-47.05608,1.0636544,-0.01,59.982,-48.98213,3.63001649404558,-45.71608,1.0604428
36.633,0.03,59.983,-44.05461,1.21214025063552,-45.23692,1.0722302,5.877472e-39,59.982,141.5175,8.70755253488731,-45.46985,1.02034347826087,0.01,59.982,-27.32286,2.96052862744679,-42.57811,1.0733818,0.02,59.983,-64.50977,1.97637216243374,-45.45841,1.0717174,5.877472e-39,59.982,172.8712,1.70133950293073,-28.45602,1.04655449275362,0.01,59.982,145.1932,8.50094173661501,-46.05103,1.0544784,5.877472e-39,59.983,-20.13216,3.08376912597444,-28.64532,1.04694985507246,0.01,59.982,-10.23636,0.882123950015388,-47.26372,1.0641198,0.01,59.982,-49.15421,3.62791118628898,-45.9222,1.0609018
36.667,5.877472e-39,59.983,-43.47697,1.2099145653478,-45.45747,1.0716506,5.877472e-39,59.983,141.287,8.71301421069882,-45.68382,1.01993347826087,5.877472e-39,59.983,-27.71002,2.96094951579303,-42.79518,1.0729814,5.877472e-39,59.983,-64.38626,1.95934177286831,-45.67827,1.0710866,5.877472e-39,59.982,172.6923,1.707412480094,-28.67137,1.04666289855072,5.877472e-39,59.983,144.9492,8.50850733454247,-46.26479,1.0540064,5.877472e-39,59.982,-20.39766,3.0916754096355,-28.86057,1.04707101449275,5.877472e-39,59.983,-9.897827,0.882573417199952,-47.47885,1.063649,5.877472e-39,59.983,-49.32648,3.62583878749773,-46.1346,1.060421
36.7,5.877472e-39,59.982,-43.5514,1.21523715747946,-45.66588,1.071573,0.01,59.982,141.0785,8.71714930879681,-45.89424,1.01983826086957,5.877472e-39,59.982,-27.94907,2.95973794625314,-43.00615,1.0729206,5.877472e-39,59.982,-64.70975,1.96022252070396,-45.88678,1.071024,5.877472e-39,59.982,172.5148,1.71350159131055,-28.87558,1.04699652173913,5.877472e-39,59.982,144.7717,8.51260276867696,-46.47583,1.0539168,5.877472e-39,59.982,-20.59211,3.09250720971532,-29.06464,1.04741710144928,5.877472e-39,59.982,-9.927872,0.88778602410533,-47.69244,1.0636944,5.877472e-39,59.982,-49.60109,3.62825066824727,-46.34886,1.0603732
36.733,5.877472e-39,59.982,-42.39537,1.21112353681148,-45.89571,1.0705554,-0.01,59.982,140.8052,8.72583381154596,-46.11136,1.01908826086957,5.877472e-39,59.982,-28.42772,2.95746809366982,-43.22626,1.0722468,5.877472e-39,59.982,-64.27278,1.93678700725215,-46.11336,1.0700398,0.01,59.982,172.2131,1.71530980039213,-29.08666,1.04672115942029,5.877472e-39,59.982,144.4954,8.52226588013239,-46.69737,1.053158,0.01,59.982,-20.74738,3.09630409025212,-29.27563,1.04708550724638,5.877472e-39,59.982,-9.472458,0.896325900612049,-47.91278,1.063022,5.877472e-39,59.982,-49.70299,3.63271329715297,-46.56621,1.0596884
36.767,5.877472e-39,59.982,-43.80267,1.21367657970184,-46.1132,1.0711772,-0.01,59.982,140.6502,8.73054256487142,-46.33215,1.01947391304348,-0.01,59.982,-28.44861,2.96983147233425,-43.44264,1.0725466,5.877472e-39,59.982,-65.06155,1.95010821001316,-46.32996,1.07061,5.877472e-39,59.982,171.9593,1.72048703882002,-29.29803,1.04673565217391,-0.01,59.982,144.3513,8.52472366022833,-46.91821,1.0535526,5.877472e-39,59.982,-20.99547,3.09931996309902,-29.48696,1.04718173913043,5.877472e-39,59.982,-9.775101,0.890626587429743,-48.13316,1.0633532,-0.02,59.982,-49.96156,3.62977400693253,-46.78937,1.0600578
36.8,0.05,59.983,-43.80267,1.21367657970184,-46.31998,1.0710104,0.07,59.983,140.4365,8.73742244388416,-46.53336,1.01931913043478,0.03,59.982,-28.72316,2.96115303176292,-43.65622,1.0724448,0.05,59.983,-65.23883,1.94507833446798,-46.54132,1.0705086,5.877472e-39,59.982,171.6595,1.72238249130077,-29.50562,1.0467652173913,0.06,59.983,144.119,8.52944263265355,-47.12123,1.0534708,5.877472e-39,59.982,-21.2359,3.09987150869793,-29.69445,1.04722347826087,0.05,59.983,-10.29214,0.892553493953163,-48.33723,1.063269,0.06,59.983,-50.22057,3.62690919489681,-46.99393,1.0598848
36.833,-0.03,59.982,-42.97437,1.2131179933164,-46.5396,1.0703746,-0.02,59.983,140.1976,8.7402628340035,-46.75371,1.01881391304348,-0.01,59.982,-29.25703,2.9639858008587,-43.87383,1.072121,-0.04,59.982,-64.94124,1.93303711725377,-46.76117,1.0698888,0.01,59.983,171.5014,1.72050436798835,-29.7094,1.04673971014493,-0.02,59.982,143.8868,8.53430190119419,-47.33847,1.0529902,5.877472e-39,59.983,-21.46923,3.09795215391603,-29.89814,1.04714144927536,-0.02,59.982,-9.986893,0.898210371890683,-48.55661,1.0628594,-0.01,59.982,-50.32175,3.63144197186021,-47.21062,1.0594626
