Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m,P004.df,P004.f,P004.ip_a,P004.ip_m,P004.vp_a,P004.vp_m
295,6.279442e-05,60.00311,-122.0675,9.19935632394339,-122.5236,1.01309826086957,5.877472e-39,60.00353,-119.6792,5.62171546149219,-113.6917,1.03865971014493,2.793968e-08,60.00352,-120,5.67149977187339,-113.7204,1.03852173913043,5.877472e-39,60.00266,-129.6543,5.31803314010678,-129.832,1.02431884057971
295.033,0.00676393,60.00327,-122.0193,9.20163899370268,-122.4804,1.01320289855072,0.0008860929,60.00355,-119.576,5.62171605904972,-113.6516,1.03865971014493,0.0008463766,60.00354,-119.9255,5.67532951807426,-113.6803,1.03852144927536,0.002579684,60.00317,-129.6314,5.32058650342654,-129.7919,1.02438782608696
295.067,0.002640481,60.00341,-121.9716,9.20137009281481,-122.4335,1.01323623188406,0.001049037,60.00359,-119.4958,5.62171665660725,-113.6058,1.03865971014493,0.001513953,60.0036,-119.8797,5.67532951807426,-113.6344,1.03852144927536,0.005067182,60.00363,-129.5799,5.32058650342654,-129.746,1.02438782608696
295.1,0.002536769,60.0035,-121.9245,9.19855559685505,-122.3866,1.01327043478261,0.001648273,60.00362,-119.4672,5.62171546149219,-113.5542,1.0387284057971,0.002538362,60.00367,-119.8396,5.67532951807426,-113.5886,1.03859072463768,0.002430263,60.00385,-129.5054,5.32058650342654,-129.7002,1.02431884057971
295.133,0.005707727,60.00365,-121.8779,9.19320148139869,-122.3397,1.0133052173913,-0.000301986,60.00363,-119.4672,5.61788631284885,-113.5141,1.0387284057971,-0.001058578,60.00365,-119.7766,5.67149977187339,-113.5428,1.03859072463768,0.004445734,60.00385,-129.4481,5.31803373766431,-129.6543,1.02431884057971
295.167,1.396984e-08,60.00371,-121.8297,9.19550805345913,-122.3007,1.01327739130435,5.877472e-39,60.00363,-119.4442,5.61788631284885,-113.474,1.03872869565217,5.877472e-39,60.00364,-119.725,5.67532951807426,-113.5027,1.03852173913043,0.003420515,60.00355,-129.4194,5.31803373766431,-129.62,1.02431884057971
295.2,-0.002223649,60.00367,-121.781,9.20036619616674,-122.2618,1.01324956521739,-0.002139411,60.00358,-119.3755,5.61788631284885,-113.4339,1.03865971014493,-0.003310838,60.00357,-119.6792,5.6791586667176,-113.4683,1.03852173913043,-1.396984e-08,60.00363,-129.3851,5.31548037434455,-129.5799,1.02431884057971
295.233,-0.003215857,60.00354,-121.7492,9.2002108312093,-122.2189,1.01322,-0.003600125,60.00348,-119.3239,5.61788631284885,-113.3938,1.03865971014493,-0.003768587,60.00344,-119.6276,5.67532951807426,-113.4282,1.03852173913043,-0.004633251,60.0038,-129.3392,5.31803314010678,-129.5398,1.02431884057971
295.267,-0.001657396,60.00348,-121.7174,9.20005546625186,-122.1762,1.01312202898551,-0.001506004,60.0034,-119.3067,5.61788631284885,-113.3537,1.03865971014493,-0.001558503,60.00339,-119.6047,5.67532951807426,-113.3823,1.03852173913043,-0.001071305,60.00376,-129.2991,5.31803314010678,-129.4939,1.02425014492754
295.3,-0.0004216097,60.00345,-121.6852,9.20245764751688,-122.1334,1.01309362318841,-0.002114,60.00333,-119.2723,5.61788631284885,-113.3136,1.03865971014493,-0.003716145,60.00327,-119.5703,5.67532951807426,-113.348,1.03852173913043,-0.002328549,60.00356,-129.259,5.31803314010678,-129.4538,1.02424985507246
295.333,5.877472e-39,60.00343,-121.637,9.20478812187846,-122.0983,1.01307072463768,2.793968e-08,60.00332,-119.2437,5.61788631284885,-113.2735,1.03865971014493,-4.291534e-05,60.00324,-119.5302,5.67532951807426,-113.3079,1.03845275362319,-0.00138761,60.00333,-129.2132,5.31803314010678,-129.4194,1.02425014492754
295.367,-0.004422655,60.00336,-121.6053,9.2046447080716,-122.0712,1.01298434782609,-0.003159028,60.00327,-119.2036,5.61788631284885,-113.2448,1.03859072463768,-0.002725935,60.00319,-119.5015,5.67532951807426,-113.2735,1.03838376811594,5.877472e-39,60.00295,-129.1845,5.31803373766431,-129.3908,1.02418086956522
295.4,-0.01010617,60.00301,-121.5894,9.20456702559288,-122.0401,1.01289565217391,-0.004904266,60.00307,-119.1807,5.61788691040638,-113.2105,1.03845275362319,-0.005015521,60.00301,-119.4729,5.67532951807426,-113.2391,1.0383147826087,-0.00940321,60.00266,-129.1501,5.31548037434455,-129.3621,1.02411217391304
295.433,-0.00563025,60.0028,-121.5572,9.20698115800847,-122.0091,1.01280724637681,-0.00283719,60.00297,-119.152,5.61788631284885,-113.1761,1.03845275362319,-0.002040085,60.00293,-119.4385,5.6791586667176,-113.2047,1.03824579710145,-0.00634193,60.00275,-129.11,5.31548037434455,-129.3278,1.02397420289855
295.467,5.877472e-39,60.00275,-121.5095,9.20677798844874,-121.9702,1.01271449275362,5.877472e-39,60.00293,-119.1119,5.62171605904972,-113.136,1.03845275362319,5.877472e-39,60.00291,-119.3984,5.68298901047599,-113.1703,1.03824579710145,-0.002654395,60.00325,-129.0871,5.31548037434455,-129.2934,1.0240431884058
295.5,0.004315171,60.00282,-121.4627,9.20147167759467,-121.9232,1.01282405797101,0.0002106093,60.00293,-119.0718,5.62171605904972,-113.0959,1.03845275362319,0.0006620027,60.00292,-119.3468,5.6791586667176,-113.1302,1.0383147826087,5.877472e-39,60.00345,-129.0699,5.31548037434455,-129.2475,1.02411217391304
295.533,0.01502276,60.00329,-121.4158,9.19617731789118,-121.8762,1.01293449275362,0.005649738,60.0031,-119.0202,5.61405776176304,-113.0558,1.03859072463768,0.006182184,60.00309,-119.301,5.67532951807426,-113.0844,1.03838376811594,0.01081625,60.0033,-129.0298,5.31548037434455,-129.2017,1.02418086956522
295.567,0.005909004,60.00356,-121.3677,9.19854364570448,-121.8291,1.01304550724638,0.003148732,60.00325,-118.9744,5.61405716420551,-113.0156,1.03859072463768,0.003695483,60.00325,-119.2723,5.67532951807426,-113.0443,1.03845275362319,0.009050374,60.00285,-128.9782,5.31548037434455,-129.1616,1.02418086956522
295.6,1.396984e-08,60.00357,-121.3359,9.19842413419875,-121.7942,1.01295710144928,5.877472e-39,60.00326,-118.9458,5.61788631284885,-112.9755,1.03859072463768,-1.396984e-08,60.00327,-119.2437,5.67532951807426,-113.0099,1.03845275362319,0.001870785,60.0029,-128.9439,5.31548037434455,-129.1215,1.02411217391304
295.633,-0.00173965,60.00354,-121.3204,9.19581280779872,-121.7591,1.01293768115942,0.001700702,60.00328,-118.94,5.62171546149219,-112.9412,1.03859072463768,0.002606716,60.00331,-119.1979,5.6791586667176,-112.9755,1.03845275362319,5.877472e-39,60.00306,-128.9038,5.31803314010678,-129.0871,1.02411217391304
295.667,6.476417e-05,60.00357,-121.273,9.19308794546825,-121.7083,1.01297942028986,0.00169436,60.00338,-118.8942,5.61788631284885,-112.8953,1.03865971014493,0.001324033,60.0034,-119.1692,5.67532951807426,-112.9297,1.03845275362319,0.00387033,60.00335,-128.8579,5.31803314010678,-129.0356,1.02418115942029
295.7,0.002606926,60.00362,-121.2412,9.19297440953782,-121.6575,1.01302202898551,0.004205704,60.00346,-118.8197,5.61405716420551,-112.8438,1.03872869565217,0.003812327,60.00346,-119.152,5.67149977187339,-112.8781,1.03852173913043,1.396984e-08,60.00335,-128.8178,5.31548037434455,-128.984,1.02418086956522
295.733,0.001001162,60.00364,-121.1938,9.19026149835792,-121.6106,1.01306753623188,0.003200364,60.00356,-118.7853,5.61405716420551,-112.8037,1.03879739130435,0.004219213,60.00359,-119.1062,5.67149977187339,-112.8323,1.03859072463768,0.0016117,60.00366,-128.772,5.31547977678702,-128.9382,1.02424985507246
295.767,0.007262821,60.00385,-121.1623,9.1876023673556,-121.5677,1.01311536231884,0.007661995,60.0038,-118.7395,5.61405716420551,-112.7578,1.03886608695652,0.006949115,60.00383,-119.0374,5.67532951807426,-112.7865,1.03865971014493,0.005089436,60.00392,-128.7147,5.3129270110248,-128.898,1.02431884057971
295.8,0.005309377,60.00402,-121.0987,9.18739919779587,-121.5169,1.01316028985507,0.004611821,60.00394,-118.6879,5.61405716420551,-112.7063,1.03886637681159,0.003303657,60.00394,-118.9801,5.67532951807426,-112.7349,1.03872869565217,0.004641227,60.0039,-128.6803,5.31037424526257,-128.8465,1.02438782608696
295.833,5.877472e-39,60.0041,-121.035,9.18720797938672,-121.4621,1.01327304347826,0.001463899,60.00405,-118.6306,5.61022801556217,-112.6547,1.03893536231884,0.001432942,60.00402,-118.9171,5.67149977187339,-112.6833,1.03879739130435,0.005299263,60.00406,-128.6402,5.31037424526257,-128.7949,1.0244568115942
295.867,0.003078589,60.00415,-120.9875,9.18452494608325,-121.4074,1.01331768115942,0.00315506,60.00412,-118.5963,5.61022801556217,-112.6031,1.03900434782609,0.002656784,60.00408,-118.8656,5.67149977187339,-112.6318,1.03886637681159,5.877472e-39,60.00418,-128.5829,5.31292760858233,-128.7376,1.0244568115942
295.9,0.001594629,60.00427,-120.9559,9.18188374180679,-121.3568,1.01329623188406,0.00495756,60.00431,-118.5733,5.61405716420551,-112.5458,1.03893536231884,0.00535883,60.00426,-118.8312,5.67149977187339,-112.5802,1.03879739130435,0.006364211,60.00415,-128.5256,5.31292760858233,-128.6803,1.0244568115942
295.933,5.877472e-39,60.00427,-120.9235,9.18690322504713,-121.31,1.0132768115942,0.00222126,60.00439,-118.5275,5.61788631284885,-112.4943,1.03893536231884,0.004056254,60.00441,-118.7911,5.67149977187339,-112.5229,1.0387284057971,0.0003671553,60.00416,-128.4626,5.3129270110248,-128.6345,1.02438782608696
295.967,0.003849305,60.00438,-120.8917,9.18682554256841,-121.2555,1.01318637681159,0.001404276,60.00446,-118.4645,5.61405716420551,-112.437,1.03893536231884,0.002257023,60.0045,-118.728,5.67532951807426,-112.4713,1.0387284057971,0.002113972,60.00436,-128.411,5.3129270110248,-128.5829,1.02438782608696
296,-0.0002230983,60.00442,-120.8282,9.1841186069638,-121.201,1.01316550724638,0.002048006,60.0045,-118.4072,5.61405716420551,-112.3797,1.03886637681159,0.001592645,60.00455,-118.6593,5.6791586667176,-112.414,1.03865971014493,0.00270051,60.00428,-128.3537,5.31292760858233,-128.5256,1.02431884057971
296.033,-0.003035422,60.00433,-120.7805,9.18401104660865,-121.1503,1.01314724637681,0.002149707,60.00459,-118.3556,5.61788631284885,-112.3224,1.03886637681159,0.0009441376,60.00459,-118.6077,5.67532951807426,-112.3568,1.03865971014493,-0.001978884,60.00414,-128.3022,5.3103748428201,-128.4741,1.02431884057971
296.067,0.0051447,60.00441,-120.7323,9.18901260312312,-121.0957,1.0131284057971,0.003466615,60.00468,-118.3098,5.61788631284885,-112.2651,1.03886637681159,0.001215097,60.00463,-118.5562,5.6791586667176,-112.2995,1.03865971014493,-0.0009711552,60.00441,-128.2506,5.3103748428201,-128.4167,1.02431884057971
296.1,0.003236728,60.00452,-120.6688,9.18633554539495,-121.0333,1.01310782608696,0.001750784,60.00476,-118.2181,5.61788631284885,-112.2078,1.03879739130435,0.002425499,60.00469,-118.4931,5.68298841291847,-112.2364,1.03865971014493,0.003763838,60.00464,-128.1761,5.3129270110248,-128.3595,1.02431884057971
296.133,0.004051588,60.00469,-120.6212,9.18370031669377,-120.9749,1.01308956521739,0.004955912,60.00491,-118.1551,5.62171605904972,-112.139,1.03879739130435,0.005972385,60.00487,-118.4301,5.68298841291847,-112.1734,1.03865971014493,0.004105568,60.00459,-128.1016,5.3129270110248,-128.3022,1.02431884057971
296.167,0.002797013,60.00476,-120.5573,9.18614432698579,-120.9163,1.01314144927536,-0.0008678064,60.00492,-118.1207,5.62171665660725,-112.0817,1.03879739130435,0.001703091,60.00496,-118.3613,5.68298841291847,-112.1161,1.03865971014493,-0.0008678343,60.00432,-128.05,5.3103748428201,-128.2449,1.02431884057971
296.2,0.005542031,60.00497,-120.4934,9.19115783465084,-120.8539,1.01319362318841,0.002922993,60.00496,-118.0634,5.62171546149219,-112.0244,1.03879768115942,0.002817297,60.00504,-118.2926,5.68298841291847,-112.0531,1.03865971014493,0.003431607,60.00426,-128.0157,5.3103748428201,-128.1876,1.02431884057971
296.233,0.002529519,60.00507,-120.4297,9.19107417659683,-120.7915,1.01317768115942,0.005257912,60.00513,-117.9832,5.61788631284885,-111.9614,1.03879768115942,0.002876949,60.00515,-118.241,5.68681815911934,-111.9901,1.03865971014493,0.004264517,60.00436,-127.9584,5.3129270110248,-128.1303,1.02431884057971
296.267,0.000113463,60.0051,-120.3662,9.18845089904623,-120.7291,1.01316289855072,-3.732741e-05,60.00517,-117.9144,5.61788691040638,-111.8984,1.03879768115942,-0.0005722046,60.00515,-118.1837,5.68681815911934,-111.927,1.03865971014493,0.002376242,60.00457,-127.8896,5.3129270110248,-128.0672,1.02431884057971
296.3,0.0001757964,60.0051,-120.3024,9.19094271394054,-120.6706,1.01315043478261,-0.002196645,60.0051,-117.8629,5.62171605904972,-111.8354,1.0387284057971,-0.001674481,60.0051,-118.1035,5.6906479053202,-111.8697,1.03865971014493,0.0006691832,60.00464,-127.8381,5.31037424526257,-128.0042,1.02431884057971
296.333,5.877472e-39,60.0051,-120.2386,9.19600402620788,-120.6122,1.01306985507246,5.877472e-39,60.0051,-117.8056,5.62171605904972,-111.7781,1.03865971014493,5.877472e-39,60.0051,-118.029,5.6906479053202,-111.8067,1.03859072463768,5.877472e-39,60.00479,-127.7808,5.3129270110248,-127.9469,1.02418086956522
296.367,-0.003738496,60.005,-120.1749,9.19851974340333,-120.5538,1.01299043478261,-0.001575155,60.00508,-117.7254,5.62554580525059,-111.7208,1.03865971014493,-0.001812726,60.00507,-117.9832,5.68298901047599,-111.7494,1.03852173913043,-0.0006198976,60.00495,-127.7063,5.3129270110248,-127.8954,1.02418086956522
296.4,-0.003370363,60.00488,-120.1113,9.20104741174936,-120.4991,1.01305043478261,-0.004968653,60.00492,-117.6681,5.62171605904972,-111.6635,1.03865971014493,-0.003706617,60.00496,-117.9144,5.68298901047599,-111.6921,1.03845275362319,-0.00372489,60.00459,-127.6375,5.3129270110248,-127.8381,1.02411217391304
296.433,-0.002027415,60.0048,-120.0636,9.20358703124595,-120.4407,1.01297304347826,-0.00187397,60.00484,-117.628,5.62171605904972,-111.6062,1.03859072463768,-0.003002482,60.00485,-117.8342,5.69064730776268,-111.6405,1.03845275362319,-0.00531354,60.00406,-127.5745,5.31548037434455,-127.7865,1.02411217391304
296.467,-0.002306029,60.00472,-120,9.20869017254029,-120.3861,1.01282811594203,-0.00217122,60.00478,-117.5879,5.62554580525059,-111.5546,1.03852144927536,-0.0025733,60.00476,-117.7999,5.69447645640602,-111.5833,1.03838376811594,-0.002225228,60.00396,-127.5287,5.31548037434455,-127.7349,1.0240431884058
296.5,-0.003572199,60.00462,-119.9524,9.20869017254029,-120.3354,1.01275362318841,-0.002722749,60.00469,-117.5306,5.62554580525059,-111.4973,1.03845275362319,-0.00276248,60.00467,-117.7827,5.69064730776268,-111.5317,1.0383147826087,-0.002537593,60.00404,-127.4828,5.31548037434455,-127.6834,1.02397420289855
296.533,-0.004251245,60.00449,-119.9047,9.2061505530437,-120.2887,1.01274898550725,-0.002997704,60.00459,-117.4847,5.62171665660725,-111.4457,1.03845275362319,-0.002900753,60.00458,-117.7254,5.69447705396355,-111.4744,1.0383147826087,-0.002091732,60.00406,-127.4198,5.31548037434455,-127.6261,1.0239052173913
296.567,-0.004975554,60.00431,-119.8412,9.20872602599201,-120.2379,1.01274492753623,-0.002845125,60.00449,-117.4503,5.62171605904972,-111.3942,1.03845275362319,-0.003523808,60.00446,-117.6566,5.6906479053202,-111.4286,1.0383147826087,-0.002362719,60.00386,-127.3625,5.31548037434455,-127.5802,1.0239052173913
296.6,-0.0007514935,60.00426,-119.7935,9.20874992829316,-120.1872,1.01281043478261,-0.003743162,60.00438,-117.3988,5.62171665660725,-111.3483,1.03845275362319,-0.00339509,60.00435,-117.5936,5.69064730776268,-111.377,1.0383147826087,-0.001055393,60.00385,-127.3281,5.31548037434455,-127.5287,1.0239052173913
296.633,5.877472e-39,60.00426,-119.7458,9.20622823552242,-120.1326,1.01280782608696,-0.002293568,60.00427,-117.3415,5.62554580525059,-111.2968,1.03852173913043,-0.0002415944,60.0043,-117.5248,5.69447645640602,-111.3254,1.0383147826087,-0.0004681014,60.00426,-127.2938,5.31803314010678,-127.4771,1.02397420289855
296.667,-0.001742402,60.00424,-119.7138,9.20114302095393,-120.0819,1.01273710144928,-0.0008296967,60.00425,-117.2956,5.62554580525059,-111.2452,1.03852173913043,-0.00031312,60.00429,-117.4962,5.69064730776268,-111.2739,1.0383147826087,0.0004124455,60.00419,-127.2365,5.31547977678702,-127.4255,1.0239052173913
296.7,5.877472e-39,60.00424,-119.6661,9.19863327933377,-120.0351,1.01273623188406,-0.002876921,60.00417,-117.2384,5.62554580525059,-111.1936,1.03845275362319,-0.002646446,60.0042,-117.4847,5.6906479053202,-111.2223,1.03824579710145,-0.002544718,60.00415,-127.1849,5.31548037434455,-127.3797,1.02383623188406
296.733,0.001446018,60.00431,-119.6183,9.19612951328889,-119.9805,1.01273623188406,-0.001074476,60.0041,-117.1868,5.62554580525059,-111.1478,1.03845275362319,-0.002703667,60.00411,-117.4446,5.69064730776268,-111.1765,1.0383147826087,-0.001452751,60.00414,-127.1391,5.31803314010678,-127.3281,1.0239052173913
296.767,-0.002318658,60.0043,-119.6021,9.19103832314512,-119.9298,1.0127368115942,2.793968e-08,60.00411,-117.1524,5.62171605904972,-111.0962,1.03852173913043,-0.00055952,60.0041,-117.3988,5.69064730776268,-111.1306,1.0383147826087,0.004626922,60.0036,-127.0818,5.32058650342654,-127.2766,1.02383623188406
296.8,-0.007049097,60.00411,-119.5703,9.19107417659683,-119.8908,1.01273797101449,-0.002829256,60.00406,-117.1008,5.62554580525059,-111.0561,1.03852173913043,-0.00597476,60.00394,-117.3644,5.69064730776268,-111.0848,1.03838376811594,-0.004630079,60.00332,-127.0474,5.31548037434455,-127.2365,1.0239052173913
296.833,-0.01015676,60.00377,-119.5385,9.19111600562384,-119.8557,1.01273942028985,-0.006837873,60.00387,-117.0607,5.62554580525059,-111.016,1.03852173913043,-0.005701371,60.00378,-117.3358,5.68681815911934,-111.0447,1.03838376811594,-0.009264126,60.00328,-127.013,5.31292760858233,-127.1964,1.0239052173913
296.867,-0.008089249,60.00352,-119.5066,9.19115783465084,-119.8206,1.01274115942029,-0.007384624,60.00362,-117.0493,5.62554580525059,-110.9759,1.03852173913043,-0.004795399,60.0036,-117.3014,5.6906479053202,-111.0103,1.0383147826087,-0.005339789,60.0032,-126.9729,5.3129270110248,-127.1563,1.0239052173913
296.9,-0.006186655,60.00324,-119.4745,9.1860965223835,-119.7777,1.01274376811594,-0.006445237,60.00339,-117.0206,5.62554580525059,-110.9358,1.03859072463768,-0.006222711,60.00341,-117.2785,5.69064730776268,-110.9702,1.0383147826087,-0.005808673,60.00315,-126.9271,5.3129270110248,-127.1161,1.02383623188406
296.933,5.877472e-39,60.00324,-119.4427,9.18614432698579,-119.7309,1.01274724637681,-6.039161e-05,60.00334,-116.9805,5.62554580525059,-110.8957,1.03859072463768,1.396984e-08,60.00335,-117.2441,5.68681815911934,-110.9301,1.03838376811594,-6.91507e-05,60.00338,-126.8755,5.3129270110248,-127.0703,1.02383652173913
296.967,0.008441121,60.00343,-119.3792,9.18880345798811,-119.6841,1.0127515942029,5.877472e-39,60.00334,-116.9347,5.62171605904972,-110.8556,1.03859072463768,0.0001716474,60.00335,-117.204,5.68298841291847,-110.8842,1.03845275362319,0.001633968,60.00356,-126.8354,5.31292760858233,-127.0245,1.0239052173913
297,0.005913964,60.00367,-119.3312,9.18633554539495,-119.6373,1.01282550724638,0.001562443,60.0034,-116.9003,5.61788691040638,-110.8098,1.03865942028985,0.001406665,60.00341,-117.1581,5.68681815911934,-110.8441,1.03852173913043,0.005742679,60.00358,-126.801,5.3129270110248,-126.9786,1.0239052173913
297.033,5.877472e-39,60.00371,-119.2994,9.18639530114781,-119.5944,1.01289942028985,5.877472e-39,60.0034,-116.8946,5.61788691040638,-110.7697,1.0387284057971,1.396984e-08,60.00342,-117.1238,5.68298841291847,-110.804,1.03859072463768,0.001291428,60.00379,-126.7781,5.3129270110248,-126.9385,1.02397420289855
297.067,0.004064259,60.00378,-119.2516,9.18649688592767,-119.5515,1.01297391304348,0.001697531,60.00343,-116.8717,5.61405716420551,-110.7295,1.03879768115942,0.002094917,60.00346,-117.0779,5.68298841291847,-110.7639,1.03865971014493,5.877472e-39,60.00411,-126.7437,5.3129270110248,-126.8927,1.02411217391304
297.1,0.002358458,60.00388,-119.2036,9.18404690006037,-119.4931,1.01312057971014,0.001420956,60.00348,-116.8144,5.61405776176304,-110.6837,1.03893536231884,0.001492482,60.00352,-117.0378,5.6791586667176,-110.7124,1.0387284057971,0.002133837,60.00434,-126.6979,5.3129270110248,-126.8354,1.02418086956522
297.133,0.008409843,60.00412,-119.1397,9.18163874322006,-119.4307,1.01313101449275,0.007282896,60.00368,-116.7571,5.61405776176304,-110.6264,1.03900434782609,0.006926847,60.00369,-116.992,5.67915926427512,-110.6608,1.03879768115942,0.006293468,60.00412,-126.6463,5.31292760858233,-126.7724,1.02418086956522
297.167,-0.002831714,60.0041,-119.1078,9.18171642569878,-119.3878,1.01313884057971,0.0005531497,60.00375,-116.7112,5.61405716420551,-110.5863,1.03907333333333,0.0002543069,60.00375,-116.9519,5.67915926427512,-110.615,1.03886608695652,0.002647256,60.0038,-126.6005,5.3129270110248,-126.7323,1.02411217391304
297.2,-0.0005053449,60.00407,-119.0608,9.1894966247213,-119.3528,1.01314550724638,5.877472e-39,60.00374,-116.6826,5.61405716420551,-110.5462,1.03907333333333,4.925765e-05,60.00374,-116.9175,5.68298841291847,-110.5749,1.03886608695652,-0.001331968,60.00351,-126.5604,5.3103748428201,-126.6979,1.02411217391304
297.233,-0.00828044,60.00381,-118.9977,9.19477903327422,-119.3177,1.01315275362319,-0.000629425,60.00374,-116.6425,5.61788631284885,-110.5061,1.03900434782609,-0.0001637125,60.00375,-116.8717,5.68681815911934,-110.5347,1.03886637681159,-0.007704115,60.00335,-126.526,5.3129270110248,-126.6635,1.02418086956522
297.267,-0.01083283,60.00343,-118.9341,9.19495830053281,-119.2748,1.01316202898551,-0.004693656,60.0036,-116.5852,5.61788691040638,-110.4603,1.03900434782609,-0.004531536,60.00363,-116.8258,5.68298901047599,-110.4889,1.03886637681159,-0.009446125,60.00371,-126.4859,5.3129270110248,-126.6177,1.02425014492754
297.3,5.877472e-39,60.00343,-118.8864,9.19510768991496,-119.2203,1.01324347826087,5.877472e-39,60.0036,-116.5393,5.61405716420551,-110.4087,1.03914202898551,5.877472e-39,60.00363,-116.78,5.68298841291847,-110.4373,1.03893536231884,1.396984e-08,60.00415,-126.4229,5.31292760858233,-126.5604,1.02431884057971
297.333,0.01302073,60.00368,-118.8383,9.19270550864994,-119.1618,1.01325826086957,0.008861208,60.00379,-116.4992,5.61405716420551,-110.3571,1.03914231884058,0.0095717,60.00383,-116.7227,5.67915926427512,-110.3858,1.03893536231884,0.003240891,60.00399,-126.3656,5.31037424526257,-126.5088,1.02425014492754
297.367,0.002883011,60.00393,-118.7909,9.19541841982984,-119.1188,1.01320057971015,0.002810159,60.00395,-116.4477,5.61788631284885,-110.3056,1.03907333333333,0.001646653,60.00397,-116.6654,5.68298901047599,-110.3399,1.03886637681159,0.009885631,60.00384,-126.3197,5.3103748428201,-126.463,1.02418115942029
297.4,5.877472e-39,60.00393,-118.7432,9.19557976036256,-119.0837,1.01314144927536,0.0003051851,60.00396,-116.4076,5.62171605904972,-110.2655,1.03900434782609,5.877472e-39,60.00397,-116.6253,5.68298841291847,-110.2941,1.03879739130435,5.877472e-39,60.00378,-126.2739,5.3103748428201,-126.4229,1.02411217391304
297.433,-0.007724371,60.00374,-118.6959,9.19830462269303,-119.0446,1.01308376811594,-0.001516342,60.00394,-116.3445,5.62171605904972,-110.2196,1.03893536231884,-0.002268171,60.00392,-116.5909,5.69064730776268,-110.254,1.0387284057971,-0.002924642,60.00353,-126.2281,5.3103748428201,-126.3885,1.02411217391304
297.467,-0.01647921,60.00325,-118.6648,9.20352727549309,-119.0095,1.01302550724638,-0.007235217,60.00375,-116.2815,5.62937555145146,-110.1795,1.03886637681159,-0.008564,60.00369,-116.5393,5.69064730776268,-110.2082,1.03872869565217,-0.01151643,60.00345,-126.1994,5.3103748428201,-126.3484,1.02411217391304
297.5,5.877472e-39,60.00311,-118.6489,9.20358703124595,-118.9704,1.01296869565217,-0.0009600213,60.00366,-116.2357,5.62937555145146,-110.1337,1.03879739130435,-0.0002193544,60.00361,-116.4878,5.69064730776268,-110.1681,1.03859072463768,-0.0054145,60.00353,-126.165,5.30782147950034,-126.3083,1.0240431884058
297.533,0.0004238868,60.00311,-118.6013,9.20377227407982,-118.9275,1.01291362318841,5.877472e-39,60.00366,-116.1898,5.62554580525059,-110.0878,1.03872869565217,-2.793968e-08,60.00361,-116.4534,5.6906479053202,-110.1222,1.03859072463768,-1.396984e-08,60.00341,-126.1135,5.30782147950034,-126.2624,1.0240431884058
297.567,0.0001130719,60.00315,-118.5536,9.20396349248898,-118.8923,1.01285652173913,-0.001254086,60.00363,-116.1268,5.62937495389393,-110.0477,1.0387284057971,5.877472e-39,60.00362,-116.4076,5.6906479053202,-110.0764,1.03859072463768,0.0004832027,60.00322,-126.0619,5.30782147950034,-126.2281,1.02397420289855
297.6,NaN,NaN,NaN,NaN,NaN,NaN,-0.002603531,60.00356,-116.0924,5.62937495389393,-110.0076,1.03865971014493,-0.0008694269,60.0036,-116.356,5.69447705396355,-110.0363,1.03852173913043,-0.001939125,60.00326,-126.0218,5.3103748428201,-126.1937,1.02397420289855
297.633,0.004819427,60.00332,-118.4583,9.20436385603315,-118.8104,1.01288550724638,-0.0003035925,60.0035,-116.081,5.62554520769306,-109.9675,1.0387284057971,-0.001441631,60.00355,-116.3044,5.69447705396355,-109.9962,1.03852173913043,0.001788922,60.00339,-125.9931,5.3129270110248,-126.1478,1.02397420289855
297.667,0.00333291,60.00346,-118.4097,9.19946388429854,-118.7636,1.0129031884058,0.0003162911,60.00353,-116.0351,5.62554580525059,-109.9217,1.03872869565217,-0.001222291,60.00352,-116.2586,5.69064730776268,-109.9561,1.03859072463768,0.003114548,60.00355,-125.953,5.3129270110248,-126.102,1.02397420289855
297.7,0.0007537846,60.0035,-118.3621,9.19967900500884,-118.7207,1.01291971014493,-0.003627143,60.00345,-115.9893,5.62554580525059,-109.8816,1.0387284057971,-0.001873984,60.00346,-116.2299,5.6906479053202,-109.9159,1.03859072463768,0.001168256,60.00358,-125.9072,5.31037424526257,-126.0619,1.02397420289855
297.733,1.396984e-08,60.00351,-118.3144,9.19990607686971,-118.6818,1.01300434782609,-0.00250658,60.00335,-115.9607,5.62171665660725,-109.8472,1.03879739130435,-0.00227767,60.00339,-116.2013,5.69064730776268,-109.8816,1.03859072463768,0.0002129702,60.00351,-125.8728,5.3129270110248,-126.0218,1.02397420289855
297.767,0.001439843,60.00354,-118.2821,9.19750389560469,-118.6428,1.01302028985507,-0.000802693,60.0033,-115.9263,5.61788631284885,-109.8128,1.03879768115942,-0.002441411,60.00328,-116.1383,5.6906479053202,-109.8415,1.03865971014493,1.396984e-08,60.00333,-125.8384,5.31292760858233,-125.9874,1.02411217391304
297.8,-0.00264843,60.00349,-118.2339,9.19518537239368,-118.6001,1.01310753623188,-0.004237513,60.0032,-115.8919,5.61788691040638,-109.7727,1.03886637681159,-0.004180279,60.00317,-116.0982,5.69064730776268,-109.8071,1.0387284057971,0.001053801,60.00355,-125.8041,5.31548037434455,-125.9473,1.02418115942029
