Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m,P004.df,P004.f,P004.ip_a,P004.ip_m,P004.vp_a,P004.vp_m
20.067,5.877472e-39,59.98314,-111.3863,9.15364914857991,-111.5643,1.01280028985507,0.008239858,59.98207,-109.1253,5.57576268998446,-102.7998,1.03921130434783,0.008977354,59.98206,-109.4232,5.6332047000948,-102.8285,1.03900434782609,0.007079691,59.98309,-119.026,5.36654166516439,-118.8656,1.02321594202899
20.1,-0.006486699,59.98304,-111.6035,9.16136361627428,-111.7905,1.01298173913043,5.877472e-39,59.98209,-109.3373,5.58342098727114,-103.0233,1.03928,5.877472e-39,59.9821,-109.6295,5.63703444629567,-103.0519,1.03914231884058,5.877472e-39,59.98248,-119.2666,5.36398830184463,-119.089,1.02335362318841
20.133,-0.01511179,59.98251,-111.8045,9.16958003229269,-112.0122,1.01312028985507,0.005699806,59.98225,-109.5321,5.58725073347201,-103.2353,1.03941797101449,0.006100237,59.98225,-109.8014,5.64469334113988,-103.2639,1.03921101449275,-0.01262639,59.98221,-119.4958,5.36398889940216,-119.3125,1.0234915942029
20.167,-0.01752455,59.98196,-112.0209,9.17754547414908,-112.2327,1.01313768115942,0.0002702326,59.98232,-109.7211,5.59490962831622,-103.4473,1.03941797101449,-0.001233481,59.98229,-109.9732,5.65235283354162,-103.4759,1.03921101449275,-0.01387943,59.98212,-119.7193,5.36654106760686,-119.5359,1.0234915942029
20.2,-1.117587e-07,59.98176,-112.2234,9.18852260594966,-112.4494,1.01317884057971,-1.117587e-07,59.98232,-109.9045,5.59873937451709,-103.6535,1.03934898550725,5.877472e-39,59.98229,-110.1566,5.66001113082831,-103.6822,1.03914231884058,-0.009582415,59.98202,-119.9427,5.36654166516439,-119.7479,1.02356057971015
20.233,0.0002425164,59.98176,-112.4253,9.1996072981054,-112.654,1.01319275362319,0.009899139,59.98253,-110.0878,5.60639767180377,-103.854,1.03934898550725,0.008433647,59.98245,-110.3629,5.66767002567252,-103.8827,1.03914231884058,5.877472e-39,59.98251,-120.149,5.36909502848414,-119.9542,1.02356057971015
20.267,0.01490839,59.98223,-112.6207,9.20321654557821,-112.8513,1.01330492753623,0.01176205,59.98294,-110.2425,5.61022741800464,-104.0431,1.03934898550725,0.01248032,59.98288,-110.5347,5.67149977187339,-104.0718,1.03921130434783,0.01320742,59.98305,-120.3495,5.36909502848414,-120.149,1.02369855072464
20.3,0.01549792,59.98278,-112.8139,9.20439970948487,-113.0486,1.01342927536232,0.01062557,59.98334,-110.38,5.61022801556217,-104.2379,1.03934898550725,0.01154736,59.98331,-110.6837,5.66767002567252,-104.2666,1.03921130434783,0.01786541,59.98252,-120.55,5.36909502848414,-120.3495,1.02369855072464
20.333,0.003487878,59.983,-112.9951,9.21106247592888,-113.2569,1.01347275362319,0.002455786,59.98349,-110.5749,5.61405716420551,-104.4385,1.03934898550725,0.004665032,59.98352,-110.8671,5.67149977187339,-104.4671,1.03921101449275,0.008372739,59.98248,-120.7449,5.36654166516439,-120.5615,1.02376724637681
20.367,5.877472e-39,59.983,-113.1919,9.21751609723788,-113.4653,1.01352956521739,0.001125298,59.98351,-110.7926,5.61788631284885,-104.639,1.03934898550725,0.0008901581,59.98355,-111.0676,5.67532951807426,-104.6677,1.03914202898551,5.877472e-39,59.98248,-120.9397,5.36654166516439,-120.7678,1.02376724637681
20.4,-0.0001272932,59.983,-113.3829,9.21647037156281,-113.6736,1.0136,-0.0002766028,59.98354,-110.9874,5.62171605904972,-104.8338,1.03934898550725,-0.001403578,59.98356,-111.2624,5.6791586667176,-104.8682,1.03907333333333,0.002441928,59.98229,-121.1345,5.36909443092661,-120.974,1.02383623188406
20.433,-0.0004354119,59.98296,-113.5739,9.21552623066761,-113.8737,1.01362985507246,-0.004216768,59.98339,-111.1765,5.61788631284885,-105.0343,1.03934898550725,-0.004475936,59.98338,-111.4629,5.67915926427512,-105.0687,1.03914202898551,-0.000869371,59.98243,-121.3465,5.36909502848414,-121.1746,1.02383652173913
20.467,-0.0004521757,59.98295,-113.7667,9.21722329404886,-114.0738,1.01367217391304,-0.0007995218,59.98335,-111.3713,5.61788691040638,-105.2349,1.03934898550725,-0.0001604855,59.98336,-111.6749,5.67532951807426,-105.2635,1.03914231884058,-0.001212023,59.98293,-121.5584,5.36398889940216,-121.3751,1.02376724637681
20.5,0.002896674,59.98303,-113.9735,9.2162193974008,-114.2774,1.01365130434783,-1.117587e-07,59.98334,-111.589,5.61405716420551,-105.4354,1.03934898550725,5.877472e-39,59.98335,-111.8869,5.67149977187339,-105.4641,1.03914202898551,0.004704371,59.98311,-121.7647,5.3614355360824,-121.5756,1.02376724637681
20.533,5.877472e-39,59.98303,-114.1772,9.21025577326526,-114.4884,1.01356115942029,-0.001107752,59.98332,-111.8296,5.61022801556217,-105.6474,1.03928,-0.001141168,59.98333,-112.0989,5.67149977187339,-105.6761,1.03907333333333,5.877472e-39,59.98296,-121.9767,5.36398830184463,-121.7876,1.02369855072464
20.567,-0.002046302,59.98301,-114.3842,9.20948492405335,-114.692,1.01356637681159,-0.008298643,59.98308,-112.0416,5.61022801556217,-105.8594,1.03921130434783,-0.008013994,59.98312,-112.3052,5.67149977187339,-105.8881,1.03907333333333,-0.0005422533,59.98292,-122.1773,5.36654166516439,-121.9939,1.02369855072464
20.6,-0.006211661,59.98283,-114.5755,9.20908456050918,-114.9033,1.01357217391304,-0.01059048,59.98275,-112.225,5.61022801556217,-106.0714,1.03921130434783,-0.0110897,59.98276,-112.5057,5.67149977187339,-106.1001,1.03907333333333,-0.005217344,59.98262,-122.372,5.36654166516439,-122.2002,1.02369855072464
20.633,-0.004560985,59.98265,-114.7811,9.20600116366154,-115.1189,1.01365449275362,-0.0121228,59.98235,-112.4427,5.61022801556217,-106.2891,1.03928,-0.01320038,59.98233,-112.712,5.66767002567252,-106.3235,1.03914202898551,-0.005368106,59.98246,-122.5783,5.3614355360824,-122.4179,1.02376724637681
20.667,-0.01050074,59.98234,-115.0041,9.20536177710593,-115.3457,1.01366550724638,-0.00877697,59.98203,-112.649,5.61022801556217,-106.5183,1.03934898550725,-0.009098053,59.98199,-112.9469,5.66767062323004,-106.547,1.03914231884058,-0.004819706,59.98227,-122.8018,5.35888217276265,-122.6413,1.02376753623188
20.7,-0.01234129,59.98191,-115.2126,9.20762054456408,-115.572,1.01355536231884,-0.01041736,59.9817,-112.861,5.61022801556217,-106.7418,1.03928,-0.009999163,59.98167,-113.1875,5.66767002567252,-106.7761,1.03907333333333,-0.01132384,59.98166,-123.031,5.35888277032017,-122.8648,1.02376753623188
20.733,-0.006496869,59.98163,-115.4356,9.20725603447163,-115.7908,1.01353942028985,-0.009123534,59.98138,-113.0901,5.61022801556217,-106.9709,1.03921101449275,-0.009272844,59.98135,-113.3995,5.66767002567252,-107.0053,1.03907333333333,-0.01212325,59.98119,-123.2659,5.3614355360824,-123.0882,1.02376753623188
20.767,-0.008130111,59.98135,-115.6744,9.20683176862631,-116.021,1.01345536231884,-0.007961579,59.98111,-113.3365,5.61022801556217,-107.2059,1.03914202898551,-0.0082222,59.98107,-113.6173,5.66767062323004,-107.2402,1.03900434782609,-0.01165856,59.98067,-123.5065,5.3614355360824,-123.3232,1.02362956521739
20.8,-0.01345675,59.981,-115.8997,9.21184527629136,-116.2666,1.01330086956522,-0.01124058,59.98077,-113.5771,5.61405716420551,-107.4522,1.03900434782609,-0.01009617,59.98076,-113.8751,5.66767002567252,-107.4809,1.03886637681159,-0.005048476,59.98048,-123.7414,5.35888217276265,-123.5638,1.0234915942029
20.833,-0.0150739,59.98048,-116.1405,9.21682890607998,-116.5159,1.01309188405797,-0.012137,59.98035,-113.8178,5.61788631284885,-107.6929,1.03879768115942,-0.01089424,59.9804,-114.1444,5.67149977187339,-107.7215,1.03865971014493,-0.0158247,59.97993,-123.9649,5.3614355360824,-123.8102,1.02335362318841
20.867,-0.01923077,59.9799,-116.397,9.22180656029331,-116.7654,1.01297101449275,-0.01188129,59.97996,-114.0412,5.61788631284885,-107.9392,1.0387284057971,-0.01250748,59.98,-114.4022,5.67149977187339,-107.9736,1.03852173913043,-0.01434892,59.97945,-124.1941,5.35888217276265,-124.0565,1.02321594202899
20.9,-0.0123043,59.97936,-116.6345,9.21948206150701,-117.019,1.01286579710145,-0.009536706,59.97961,-114.2704,5.62171605904972,-108.1913,1.03859072463768,-0.01043167,59.97962,-114.6429,5.67149977187339,-108.2257,1.03845275362319,-0.01737669,59.97914,-124.4462,5.35888217276265,-124.3087,1.02321594202899
20.933,1.117587e-07,59.97932,-116.8721,9.21731292767815,-117.2646,1.01271826086957,-0.003819466,59.97947,-114.5225,5.62171605904972,-108.4377,1.03845275362319,-0.004577525,59.97943,-114.8835,5.66767002567252,-108.4721,1.0383147826087,-0.002229586,59.97873,-124.6925,5.35888277032017,-124.555,1.02307797101449
20.967,-0.0003624335,59.97932,-117.1115,9.22040230010108,-117.5103,1.01258898550725,-0.004442632,59.97932,-114.7861,5.61788631284885,-108.6898,1.0383147826087,-0.003625564,59.97931,-115.1356,5.67149977187339,-108.7185,1.0381768115942,-0.00171259,59.97852,-124.9332,5.3614355360824,-124.8014,1.02294
21,-0.003827512,59.97921,-117.3816,9.22086839497339,-117.7637,1.01240405797101,-0.003517382,59.97921,-115.0611,5.61788691040638,-108.9419,1.0381768115942,-0.003210828,59.97921,-115.3934,5.67149977187339,-108.9706,1.03803913043478,-0.00464011,59.97841,-125.1738,5.3614355360824,-125.0535,1.02280202898551
21.033,-0.002604984,59.97912,-117.6669,9.2188845039784,-118.0249,1.01223449275362,-0.004094392,59.97908,-115.3247,5.62171665660725,-109.1997,1.03803913043478,-0.00353191,59.9791,-115.6513,5.67149977187339,-109.2284,1.03790115942029,-0.002537817,59.97835,-125.4202,5.3614355360824,-125.317,1.02266434782609
21.067,-0.01083143,59.97884,-117.9376,9.22232045976792,-118.2862,1.0120168115942,-0.00552658,59.97891,-115.5653,5.62171605904972,-109.4576,1.03790115942029,-0.005332567,59.97893,-115.9148,5.67532951807426,-109.4862,1.03769420289855,-0.00812687,59.97845,-125.6837,5.3614355360824,-125.5749,1.02252637681159
21.1,-0.01375236,59.97837,-118.1764,9.22612690122517,-118.5554,1.01188579710145,-0.006865002,59.97868,-115.8174,5.62171605904972,-109.7154,1.03783217391304,-0.006942675,59.97869,-116.1784,5.67532951807426,-109.7441,1.03755652173913,-0.01213074,59.97839,-125.9473,5.3614355360824,-125.8384,1.02245739130435
21.133,-0.0008101389,59.97817,-118.4617,9.22477642121051,-118.8131,1.01185014492754,-0.0002574921,59.97859,-116.1039,5.62171665660725,-109.9732,1.03769420289855,-0.0004560873,59.9786,-116.4763,5.6791586667176,-110.0019,1.03755652173913,-0.00813961,59.97816,-126.1994,5.3614355360824,-126.0963,1.02245739130435
21.167,5.877472e-39,59.97817,-118.7457,9.21344673046804,-119.055,1.01170173913043,5.877472e-39,59.97859,-116.4076,5.62171605904972,-110.2196,1.0376252173913,5.877472e-39,59.9786,-116.7341,5.67532951807426,-110.2483,1.03748753623188,5.877472e-39,59.97895,-126.4343,5.36398830184463,-126.3426,1.0223884057971
21.2,0.02233453,59.97873,-118.9824,9.19992997917085,-119.2738,1.0117831884058,0.01339763,59.97892,-116.6539,5.61405716420551,-110.4488,1.03783217391304,0.01180027,59.97889,-116.9576,5.66767002567252,-110.4774,1.0376252173913,0.01004297,59.98025,-126.6807,5.36654166516439,-126.5661,1.02252637681159
21.233,0.0428674,59.97999,-119.2041,9.18915004135471,-119.4809,1.01201942028986,0.02700638,59.97971,-116.8659,5.60639886691883,-110.6608,1.03803913043478,0.02602257,59.97964,-117.1753,5.66001172838583,-110.6952,1.03790115942029,0.02689116,59.98095,-126.9099,5.36654166516439,-126.7724,1.02266434782609
21.267,0.04094101,59.98144,-119.4422,9.17848961504428,-119.6878,1.01226869565217,0.03253307,59.98079,-117.0779,5.59873937451709,-110.8785,1.03824579710145,0.03192902,59.9807,-117.4102,5.65235223598409,-110.9129,1.03810782608696,0.04277721,59.98176,-127.1276,5.36654166516439,-126.9844,1.02280231884058
21.3,0.02490588,59.98241,-119.6648,9.16289336354753,-119.8869,1.01246231884058,0.02224121,59.98162,-117.3128,5.59490962831622,-111.0848,1.03845275362319,0.02370514,59.98156,-117.6451,5.64086419249654,-111.1192,1.0383147826087,0.03355656,59.98315,-127.3339,5.36654166516439,-127.1792,1.02294
21.333,0.0191189,59.98304,-119.8721,9.14744052585764,-120.0585,1.01259884057971,0.01861408,59.98224,-117.542,5.58725073347201,-111.2739,1.03865971014493,0.0199876,59.98223,-117.8743,5.63320529765233,-111.3025,1.03852173913043,0.02100147,59.98413,-127.5115,5.36909443092661,-127.3568,1.02307797101449
21.367,0.02163514,59.98386,-120.08,9.13976788719027,-120.2341,1.01267565217391,0.02625301,59.98307,-117.7024,5.58342098727114,-111.4515,1.03879739130435,0.02704002,59.98309,-118.0634,5.62937495389393,-111.4859,1.03859072463768,0.02400722,59.98391,-127.6948,5.36654166516439,-127.5401,1.02307797101449
21.4,0.002141073,59.98407,-120.288,9.14242701819259,-120.433,1.0127652173913,0.01201786,59.98358,-117.8571,5.58342158482867,-111.652,1.03893536231884,0.01245506,59.98362,-118.2238,5.63320529765233,-111.6807,1.0387284057971,0.01154423,59.9839,-127.9125,5.36654166516439,-127.7407,1.02307797101449
21.433,5.877472e-39,59.98407,-120.4796,9.15029087526912,-120.6396,1.01293710144928,0.001014099,59.9837,-118.0405,5.59108047967288,-111.8525,1.03900434782609,0.0009186566,59.98374,-118.39,5.64469334113988,-111.8812,1.03886637681159,5.877472e-39,59.98376,-128.1245,5.36654106760686,-127.9469,1.02321594202899
21.467,-0.00616204,59.98394,-120.6547,9.16077800989624,-120.8422,1.01312144927536,0.00938829,59.98392,-118.2238,5.59490962831622,-112.0473,1.03907333333333,0.008669794,59.98395,-118.5676,5.64852248978323,-112.076,1.03893536231884,-0.001730137,59.98368,-128.3136,5.36909502848414,-128.1475,1.02342260869565
21.5,-0.01022045,59.98353,-120.8292,9.17390634879983,-121.0333,1.0131768115942,-0.0002733618,59.98399,-118.3957,5.60256912071796,-112.2307,1.03907333333333,-0.0004053488,59.98399,-118.7338,5.65235283354162,-112.2651,1.03893536231884,-0.01036875,59.9836,-128.5027,5.36654166516439,-128.3423,1.02356057971015
21.533,-0.00271149,59.98346,-121.0193,9.18461457971255,-121.2282,1.01324492753623,-0.001810491,59.98393,-118.5733,5.61022801556217,-112.4198,1.03914231884058,-0.001547411,59.98396,-118.8885,5.66001172838583,-112.4484,1.03893536231884,-0.001769029,59.9833,-128.6975,5.36654166516439,-128.5371,1.02356057971015
21.567,0.007526167,59.98355,-121.2091,9.19541841982984,-121.4269,1.01332608695652,0.01027185,59.98417,-118.7452,5.61788631284885,-112.6088,1.03914231884058,0.00923954,59.98417,-119.0546,5.66767002567252,-112.6375,1.03893536231884,-0.005086362,59.98316,-128.8866,5.36398889940216,-128.7376,1.02356057971015
21.6,1.117587e-07,59.98363,-121.3662,9.20875590386844,-121.6259,1.01328202898551,0.0005832687,59.98431,-118.8942,5.62171605904972,-112.7979,1.03907333333333,0.0002963841,59.98429,-119.2322,5.67532951807426,-112.8266,1.03886637681159,0.002235621,59.98361,-129.0814,5.36398830184463,-128.9439,1.0234915942029
21.633,-0.005898178,59.98354,-121.5546,9.22229655746677,-121.8403,1.01332782608696,5.877472e-39,59.98431,-119.0546,5.62937495389393,-112.9927,1.03900434782609,-1.117587e-07,59.98429,-119.4099,5.67915926427512,-113.0271,1.03879739130435,5.877472e-39,59.98376,-129.2934,5.3614355360824,-129.1501,1.0234915942029
21.667,-0.01332376,59.98308,-121.7434,9.23082967897534,-122.0547,1.01338753623188,-0.007739067,59.98407,-119.2494,5.62937555145146,-113.1933,1.03893536231884,-0.00812687,59.98404,-119.5932,5.68298841291847,-113.2219,1.03879739130435,-0.01300178,59.9835,-129.4996,5.35888217276265,-129.3621,1.0234915942029
21.7,-0.004046783,59.98287,-121.9329,9.23436721954472,-122.2577,1.01331594202899,-0.009271279,59.98377,-119.4729,5.6332047000948,-113.3938,1.03886637681159,-0.00823807,59.98376,-119.7823,5.68298841291847,-113.4224,1.03865971014493,-0.004247054,59.98316,-129.6887,5.35888217276265,-129.5684,1.0234915942029
21.733,-0.0002702326,59.98285,-122.1223,9.23800036931868,-122.4569,1.01325391304348,-0.008003712,59.98348,-119.6792,5.63320529765233,-113.5943,1.03886637681159,-0.00731539,59.9835,-119.9828,5.68298841291847,-113.623,1.03865971014493,5.877472e-39,59.98299,-129.8835,5.36143493852487,-129.7689,1.02342260869565
21.767,-0.001364797,59.98279,-122.2969,9.23653037779829,-122.6596,1.01334492753623,-0.004088916,59.98333,-119.8625,5.63320529765233,-113.8006,1.03893536231884,-0.004498959,59.98335,-120.1948,5.68298901047599,-113.8292,1.03872869565217,0.0005976856,59.98321,-130.1013,5.3614355360824,-129.9695,1.0234915942029
21.8,-1.117587e-07,59.98281,-122.4889,9.2301604145433,-122.8739,1.01345913043478,-0.005439073,59.98317,-120.0688,5.62937495389393,-114.0069,1.03900434782609,-0.007587299,59.98312,-120.4183,5.68298841291847,-114.0412,1.03872869565217,0.002676509,59.98288,-130.3132,5.35888217276265,-130.1757,1.02356057971015
21.833,-0.00262823,59.98277,-122.6962,9.22656311822106,-123.0886,1.01344985507246,-0.01035053,59.98287,-120.2979,5.62937495389393,-114.2303,1.03900434782609,-0.01038071,59.98281,-120.6417,5.6791586667176,-114.259,1.03879768115942,5.877472e-39,59.98211,-130.5195,5.35888217276265,-130.3935,1.02356057971015
21.867,-0.01212403,59.98244,-122.9028,9.22563092847642,-123.307,1.01352753623188,-0.01474857,59.9824,-120.5214,5.62554580525059,-114.4538,1.03907333333333,-0.0126712,59.98238,-120.8766,5.67532951807426,-114.4824,1.03886637681159,-0.006233789,59.98167,-130.7372,5.35888217276265,-130.6112,1.02362956521739
21.9,-0.009540059,59.98207,-123.1112,9.21972706009374,-123.5255,1.01355101449275,-0.01556631,59.98188,-120.7449,5.62171605904972,-114.6772,1.03914202898551,-0.01284052,59.98196,-121.1115,5.67149977187339,-114.7059,1.03893536231884,-0.01215622,59.98143,-130.9664,5.35632940700042,-130.8289,1.02369855072464
21.933,-0.005796701,59.98184,-123.3534,9.20913834068675,-123.7477,1.01366289855072,-0.01225468,59.98143,-120.9855,5.61788691040638,-114.9064,1.03921101449275,-0.01288097,59.98152,-121.3465,5.66767002567252,-114.9351,1.03900434782609,-0.00819996,59.98119,-131.1841,5.35632940700042,-131.0466,1.02376724637681
21.967,-0.006013736,59.98166,-123.5773,9.20620433322127,-123.9823,1.01359768115942,-0.007498227,59.98116,-121.2433,5.61405716420551,-115.1413,1.03921101449275,-0.009877682,59.98118,-121.5642,5.66384087702918,-115.17,1.03907333333333,-0.004180335,59.98103,-131.4133,5.35632940700042,-131.2758,1.02369855072464
22,-0.0151832,59.98124,-123.7993,9.20849895413114,-124.225,1.01349101449275,-0.01118414,59.98083,-121.4954,5.61788691040638,-115.3877,1.03921101449275,-0.01345474,59.98077,-121.8048,5.66384087702918,-115.4221,1.03900434782609,-0.008304901,59.98075,-131.654,5.35377604368066,-131.5164,1.02362956521739
22.033,-0.02078801,59.98059,-124.0381,9.20857066103457,-124.4717,1.01340782608696,-0.01825813,59.98028,-121.7361,5.61788691040638,-115.6398,1.03914231884058,-0.017565,59.98021,-122.0741,5.66767002567252,-115.6684,1.03900434782609,-0.01960427,59.98035,-131.9061,5.35377664123819,-131.7628,1.02356057971015
22.067,-0.008128546,59.98018,-124.2963,9.20135216608895,-124.7102,1.01340086956522,-0.01195338,59.97979,-121.9882,5.61405776176304,-115.8862,1.03914202898551,-0.0105954,59.97979,-122.3434,5.66767002567252,-115.9148,1.03900405797101,-0.01731388,59.98038,-132.1524,5.35377604368066,-131.9977,1.02362956521739
22.1,5.877472e-39,59.98018,-124.539,9.19412171999275,-124.9375,1.01332492753623,-0.0013173,59.97967,-122.246,5.61022801556217,-116.1268,1.03907333333333,-0.00137642,59.97967,-122.5955,5.66384087702918,-116.1555,1.03893536231884,-0.002096593,59.98059,-132.3816,5.35632940700042,-132.2269,1.02356057971015
22.133,-0.009653047,59.97994,-124.7927,9.19744413985183,-125.1768,1.01321507246377,-0.00860218,59.97947,-122.4924,5.6063982693613,-116.3732,1.03914202898551,-0.006426126,59.9795,-122.8476,5.66384087702918,-116.4018,1.03893536231884,-0.0057045,59.97976,-132.628,5.35632940700042,-132.4676,1.0234915942029
22.167,-0.002182983,59.97982,-125.049,9.19586061240101,-125.4355,1.01315507246377,-0.002263337,59.97933,-122.7674,5.60639886691883,-116.631,1.03907333333333,-0.002261437,59.97939,-123.0882,5.66384087702918,-116.6597,1.03886637681159,-0.004982986,59.97912,-132.8744,5.35377604368066,-132.7254,1.02342260869565
22.2,-0.007685088,59.97958,-125.3039,9.19700194728066,-125.6955,1.01291014492754,-0.002512559,59.97923,-123.0539,5.61022801556217,-116.8831,1.03886637681159,-0.004648715,59.97923,-123.3518,5.6638414745867,-116.9175,1.0387284057971,-0.007028617,59.97898,-133.115,5.35377604368066,-132.9832,1.02328492753623
22.233,-0.02149913,59.97899,-125.5556,9.20341373956266,-125.9512,1.01274753623188,-0.01060288,59.97896,-123.2888,5.61405716420551,-117.1409,1.03872869565217,-0.01154702,59.9789,-123.6154,5.66384087702918,-117.1696,1.03859072463768,-0.0139904,59.97881,-133.3671,5.35377604368066,-133.2411,1.02321594202899
22.267,-0.006259382,59.97858,-125.807,9.20999882352795,-126.2066,1.01267391304348,-0.00293646,59.97875,-123.5122,5.61788691040638,-117.393,1.03865971014493,-0.001495667,59.97874,-123.8617,5.66384087702918,-117.4274,1.03845275362319,-0.01650967,59.97855,-133.6249,5.35122327791843,-133.4932,1.02314695652174
22.3,5.877472e-39,59.97857,-126.0805,9.20687359765332,-126.4626,1.0125515942029,-1.117587e-07,59.97875,-123.7815,5.61788691040638,-117.6451,1.03852173913043,5.877472e-39,59.97874,-124.1138,5.66767002567252,-117.6795,1.0383147826087,-9.700656e-05,59.97846,-133.8713,5.35122387547596,-133.7453,1.02307797101449
22.333,0.004086457,59.97868,-126.3525,9.20649713641029,-126.7112,1.01236492753623,0.002654605,59.97883,-124.0737,5.61788691040638,-117.8972,1.03838376811594,0.003791973,59.97886,-124.3831,5.67149977187339,-117.9259,1.03824579710145,0.00150986,59.97866,-134.1177,5.35632940700042,-133.9974,1.02300898550725
22.367,-0.000324212,59.97878,-126.5892,9.21081150176686,-126.9643,1.01213710144928,NaN,NaN,NaN,NaN,NaN,NaN,0.003172159,59.97899,-124.6696,5.67149977187339,-118.1723,1.03803913043478,0.003301352,59.97849,-134.3583,5.35888277032017,-134.2552,1.02273304347826
22.4,1.117587e-07,59.97878,-126.8396,9.21812560591707,-127.233,1.01196405797101,5.877472e-39,59.97894,-124.5378,5.62171605904972,-118.4015,1.03803913043478,5.877472e-39,59.97899,-124.9217,5.67149977187339,-118.4301,1.03790115942029,-0.001082383,59.97799,-134.6276,5.35632940700042,-134.5188,1.02259536231884
22.433,-0.001009293,59.97865,-127.1132,9.21579513155548,-127.4935,1.01186347826087,0.001844913,59.97897,-124.7957,5.62171546149219,-118.6536,1.03790115942029,0.0008552894,59.979,-125.1566,5.67149977187339,-118.6879,1.0377631884058,-0.004639663,59.97802,-134.8855,5.35632940700042,-134.7766,1.02259536231884
22.467,0.00506267,59.97879,-127.3869,9.21367380232891,-127.7386,1.01174666666667,0.003121309,59.97908,-125.0764,5.61788631284885,-118.8999,1.0377631884058,0.003309511,59.97912,-125.4202,5.67532951807426,-118.9286,1.0376252173913,0.003065877,59.97871,-135.1146,5.35632940700042,-135.0172,1.02245739130435
22.5,0.00755243,59.97897,-127.6471,9.20889334210002,-127.9639,1.01166869565217,0.006303526,59.97924,-125.3342,5.61788631284885,-119.1291,1.03776347826087,0.005406998,59.97925,-125.6895,5.67149977187339,-119.1635,1.03755623188406,0.004121549,59.97955,-135.3381,5.35888217276265,-135.2522,1.02238869565217
22.533,0.02919741,59.97974,-127.8941,9.20142387299238,-128.1842,1.01173304347826,0.01877524,59.97975,-125.552,5.61405716420551,-119.3526,1.03783217391304,0.01877099,59.97974,-125.9129,5.66767002567252,-119.3869,1.0376252173913,0.01441464,59.98016,-135.5845,5.3614355360824,-135.4756,1.0223884057971
22.567,0.02700806,59.98076,-128.1143,9.18834931426637,-128.4078,1.01189101449275,0.02394877,59.98057,-125.7525,5.61405716420551,-119.576,1.03797014492754,0.02418268,59.98058,-126.1077,5.6638414745867,-119.6047,1.03783217391304,0.03047314,59.98082,-135.8251,5.36398889940216,-135.6991,1.02252637681159
22.6,0.01622915,59.98138,-128.3464,9.18083204055644,-128.6198,1.01203304347826,0.0168578,59.98119,-125.9817,5.61022801556217,-119.7937,1.03810782608696,0.01660533,59.98119,-126.3369,5.65618198218496,-119.8224,1.03797014492754,0.0177845,59.98206,-136.0485,5.36398830184463,-135.911,1.02266434782609
22.633,0.01298424,59.98177,-128.5631,9.17308171941035,-128.8073,1.01226173913043,0.01486436,59.98168,-126.2109,5.60256912071796,-119.9885,1.0383147826087,0.01387719,59.98166,-126.5546,5.65235223598409,-120.0172,1.0381768115942,0.01317356,59.98324,-136.2319,5.36398889940216,-136.1059,1.02280202898551
22.667,0.0358256,59.98277,-128.7717,9.15750937021474,-128.9755,1.01244753623188,0.02669111,59.98245,-126.4229,5.59490962831622,-120.1662,1.03852173913043,0.02622765,59.9824,-126.7552,5.64852308734075,-120.2005,1.0383147826087,0.02332538,59.9841,-136.3981,5.36398830184463,-136.2777,1.02287101449275
22.7,0.02678555,59.98381,-128.976,9.14709991806633,-129.157,1.01247072463768,0.02767626,59.98347,-126.6062,5.59490962831622,-120.3495,1.03865971014493,0.02769459,59.98343,-126.95,5.64852248978323,-120.3839,1.03845275362319,0.03927704,59.98355,-136.5871,5.36143493852487,-136.4611,1.02287101449275
22.733,5.877472e-39,59.98402,-129.1761,9.15737790755844,-129.3693,1.01259362318841,0.002191812,59.98376,-126.7896,5.59873877695956,-120.5558,1.0387284057971,0.003236756,59.98374,-127.1161,5.64852308734075,-120.5844,1.03852173913043,0.009762347,59.98283,-136.8049,5.3614355360824,-136.6731,1.02294
22.767,-0.0049337,59.98394,-129.3497,9.17742596264335,-129.5854,1.01274202898551,5.877472e-39,59.98376,-126.9614,5.60256852316043,-120.7678,1.03879739130435,-1.117587e-07,59.98374,-127.288,5.66001172838583,-120.7964,1.03859072463768,5.877472e-39,59.98261,-137.034,5.3614355360824,-136.8965,1.02307797101449
22.8,-0.0191322,59.98339,-129.5513,9.18539140449974,-129.7931,1.01294927536232,-0.005147383,59.98363,-127.1276,5.61022801556217,-120.9683,1.03886637681159,-0.004584566,59.98365,-127.4542,5.66767062323004,-120.997,1.03872869565217,-0.01201317,59.98296,-137.246,5.3614355360824,-137.1028,1.02328492753623
22.833,-0.001449622,59.98311,-129.7424,9.18800870647506,-129.9861,1.01305391304348,-0.0008938462,59.9835,-127.288,5.61788691040638,-121.1574,1.03893536231884,-0.002395883,59.98346,-127.6146,5.67149977187339,-121.186,1.03879739130435,-0.01349766,59.98306,-137.4351,5.3614355360824,-137.2919,1.02335362318841
22.867,-0.0007676706,59.9831,-129.9251,9.1982747448166,-130.1751,1.01315797101449,-0.001628436,59.98346,-127.4427,5.62171665660725,-121.3465,1.03900434782609,-0.001159608,59.98344,-127.7922,5.67532951807426,-121.3808,1.03886637681159,-0.001901016,59.98273,-137.6242,5.3614355360824,-137.4867,1.0234915942029
