Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m,P004.df,P004.f,P004.ip_a,P004.ip_m,P004.vp_a,P004.vp_m,P005.df,P005.f,P005.ip_a,P005.ip_m,P005.vp_a,P005.vp_m,P006.df,P006.f,P006.ip_a,P006.ip_m,P006.vp_a,P006.vp_m,P007.df,P007.f,P007.ip_a,P007.ip_m,P007.vp_a,P007.vp_m,P008.df,P008.f,P008.ip_a,P008.ip_m,P008.vp_a,P008.vp_m,P009.df,P009.f,P009.ip_a,P009.ip_m,P009.vp_a,P009.vp_m
0.333,5.877472e-39,60.007,25.24282,4.29972995160181,168.2602,1.00080470588235,5.877472e-39,60.006,49.52102,1.86813350154645,-171.9443,1.00799411764706,5.877472e-39,60.007,-21.9929,2.14436745952806,155.1755,1.02262782608696,0.01,60.007,-1.44861,3.0677804090852,169.0417,1.02132104575163,5.877472e-39,60.007,0.02057727,21.2325660940737,175.7716,1.00416653594771,5.877472e-39,60.007,177.4649,1.0181947274834,136.6295,1.0530794,0.01,60.007,-28.46925,4.02641565970499,168.9974,1.01824026143791,-0.01,60.007,-178.7764,1.44794105002042,155.2133,1.02282753623188,0.01,60.007,177.9341,3.91851456685984,168.5392,1.03064434782609
0.367,5.877472e-39,60.007,25.34778,4.30116097197902,168.3376,1.00084248366013,5.877472e-39,60.006,49.4981,1.86813350154645,-171.8756,1.00812379084967,-0.01,60.007,-21.9494,2.14653121533916,155.2525,1.02275304347826,5.877472e-39,60.007,-1.305094,3.06552390195335,169.1266,1.02150222222222,5.877472e-39,60.006,0.09728029,21.2343018687906,175.8461,1.00429411764706,5.877472e-39,60.007,177.4649,1.0181947274834,136.7126,1.0530326,0.01,60.007,-28.30583,4.02107583366779,169.0826,1.01842013071895,-0.01,60.007,-178.7239,1.44575817236841,155.2902,1.02295391304348,5.877472e-39,60.007,177.998,3.92661684939028,168.624,1.03086608695652
0.4,5.877472e-39,60.006,25.34778,4.30116097197902,168.4126,1.00080013071895,5.877472e-39,60.007,49.58405,1.87237886199885,-171.7954,1.00812379084967,5.877472e-39,60.007,-21.8337,2.14327990482599,155.3301,1.02274289855072,0.02,60.007,-1.161373,3.06328462006679,169.2243,1.02142222222222,5.877472e-39,60.006,0.1599268,21.2281405310553,175.9287,1.00427699346405,5.877472e-39,60.007,177.4649,1.0181947274834,136.8053,1.0531136,0.01,60.008,-28.3819,4.00959454517839,169.1841,1.01836026143791,5.877472e-39,60.007,-178.532,1.44272795814082,155.3717,1.02295101449275,0.02,60.007,178.0134,3.9300695367906,168.727,1.03076492753623
0.433,5.877472e-39,60.006,25.45265,4.30260656756378,168.4901,1.00084156862745,5.877472e-39,60.007,49.58405,1.86813350154645,-171.7209,1.00818849673203,5.877472e-39,60.007,-21.79764,2.14734269846302,155.4116,1.02274115942029,0.01,60.008,-1.161373,3.06328462006679,169.3139,1.02156849673203,5.877472e-39,60.006,0.2580902,21.2247484827538,176.0064,1.00429163398693,5.877472e-39,60.008,177.3391,1.02841555929887,136.8966,1.0530452,5.877472e-39,60.008,-28.37732,3.99827623400973,169.2716,1.01842274509804,5.877472e-39,60.007,-178.8104,1.44443458244253,155.4496,1.02287507246377,0.01,60.007,178.1271,3.93712788631855,168.8179,1.03088347826087
0.467,5.877472e-39,60.006,25.60003,4.30873610484618,168.5686,1.00082326797386,5.877472e-39,60.007,49.68717,1.86813350154645,-171.6407,1.00818849673203,5.877472e-39,60.007,-21.79764,2.14734269846302,155.4892,1.02273507246377,5.877472e-39,60.008,-1.017434,3.06106653848211,169.407,1.0215337254902,5.877472e-39,60.006,0.3249168,21.2244569786029,176.0874,1.0043368627451,-0.03,60.007,177.2275,1.02530219797226,136.9775,1.0531374,-0.01,60.008,-28.29382,3.99278270578387,169.3604,1.01842653594771,5.877472e-39,60.007,-178.4985,1.44623860862141,155.5273,1.02286985507246,5.877472e-39,60.008,178.2429,3.93849509794402,168.9124,1.03080927536232
0.5,5.877472e-39,60.007,25.61966,4.30086681779037,168.6495,1.00088901960784,5.877472e-39,60.007,49.79604,1.86813350154645,-171.5547,1.00818849673203,5.877472e-39,60.007,-21.58801,2.14655452008278,155.5788,1.02268202898551,5.877472e-39,60.008,-0.8323904,3.06656934184004,169.5047,1.02146235294118,5.877472e-39,60.006,0.4132311,21.2190244012449,176.17,1.00432588235294,-0.01,60.007,177.4017,1.02330427736573,137.0569,1.0530794,0.01,60.008,-28.36808,3.97564226171014,169.4618,1.01837529411765,5.877472e-39,60.007,-178.6375,1.44708534763945,155.6164,1.02288637681159,5.877472e-39,60.008,178.2756,3.93970335926687,169.0142,1.03078231884058
0.533,5.877472e-39,60.007,25.6622,4.30554015933707,168.7281,1.00087464052288,5.877472e-39,60.007,49.87052,1.86388814109405,-171.4745,1.00818849673203,5.877472e-39,60.007,-21.48692,2.14711861438979,155.656,1.0227484057971,0.01,60.008,-0.7401145,3.06933200617938,169.5978,1.02143333333333,5.877472e-39,60.007,0.4957808,21.2172886265281,176.2527,1.0043168627451,-0.01,60.006,177.5766,1.02131588303864,137.1317,1.053069,5.877472e-39,60.008,-28.28408,3.97014873348428,169.5553,1.01834496732026,5.877472e-39,60.007,-178.4652,1.449749259102,155.6937,1.02295362318841,5.877472e-39,60.008,178.3233,3.94437207623791,169.1075,1.03077884057971
0.567,5.877472e-39,60.007,25.76686,4.3070281555256,168.8067,1.00086209150327,5.877472e-39,60.007,49.8877,1.87237886199885,-171.3943,1.00825333333333,0.01,60.007,-21.47935,2.14522435702409,155.7371,1.02282347826087,-0.01,60.008,-0.4642705,3.07766902489552,169.6897,1.02146784313726,5.877472e-39,60.007,0.5568017,21.2207601759617,176.3353,1.00430993464052,0.02,60.007,177.6875,1.0244413687209,137.2148,1.0530354,5.877472e-39,60.008,-28.27918,3.95883174733448,169.6474,1.01837816993464,5.877472e-39,60.007,-178.1993,1.43888506567432,155.7747,1.02302985507246,-0.01,60.008,178.3886,3.94679756224654,169.2009,1.03077826086957
0.6,5.877472e-39,60.007,25.82917,4.30384678522403,168.8864,1.00079019607843,0.01,60.007,50.07105,1.86388814109405,-171.3083,1.00818849673203,5.877472e-39,60.007,-21.37055,2.1439025597708,155.8193,1.0226947826087,5.877472e-39,60.008,-0.4642705,3.07766902489552,169.7875,1.02140509803922,5.877472e-39,60.007,0.6492141,21.2212769333202,176.4229,1.00427607843137,5.877472e-39,60.007,177.8628,1.02246769682567,137.2967,1.05307,5.877472e-39,60.008,-28.27424,3.94751476118469,169.7455,1.01831424836601,5.877472e-39,60.007,-178.1666,1.44240049661514,155.8608,1.02290927536232,0.01,60.008,178.4687,3.95268888192112,169.3027,1.03076086956522
0.633,0.01,60.007,25.93382,4.30535863175218,168.9708,1.00088483660131,0.01,60.007,50.05387,1.86388814109405,-171.2224,1.00825333333333,5.877472e-39,60.007,-21.26939,2.14448039790097,155.9043,1.02278115942029,5.877472e-39,60.008,-0.2812078,3.08326590459306,169.8887,1.02136718954248,5.877472e-39,60.007,0.7376241,21.216016608415,176.5088,1.00430235294118,5.877472e-39,60.007,177.8628,1.02246769682567,137.3762,1.0530202,0.01,60.008,-28.18952,3.9420305080909,169.847,1.01827516339869,0.01,60.007,-177.9731,1.43941689187478,155.9419,1.02298956521739,0.01,60.008,178.5337,3.9551257215228,169.4045,1.03074666666667
0.667,5.877472e-39,60.007,25.97598,4.31004787352529,169.0494,1.00087816993464,5.877472e-39,60.007,50.27159,1.85964145562278,-171.1307,1.00825333333333,5.877472e-39,60.007,-21.16829,2.14506480916395,155.9896,1.02280115942029,0.01,60.008,-0.2420981,3.09098943957341,169.9887,1.02139346405229,5.877472e-39,60.007,0.8183023,21.2239402212444,176.5948,1.00433111111111,5.877472e-39,60.007,177.9727,1.02560270878737,137.4546,1.053038,-0.01,60.008,-28.26679,3.93053994446943,169.9473,1.01830013071895,5.877472e-39,60.007,-177.8011,1.44213159572726,156.0272,1.02301043478261,5.877472e-39,60.008,178.699,3.95553385331484,169.5051,1.03080057971014
0.7,5.877472e-39,60.007,26.08041,4.31157959533645,169.1315,1.00089450980392,0.01,60.007,50.32889,1.86388814109405,-171.0391,1.00818849673203,5.877472e-39,60.007,-21.0593,2.14376452398169,156.0753,1.0227547826087,5.877472e-39,60.008,-0.09881442,3.08889458474344,170.0886,1.02142287581699,5.877472e-39,60.007,0.9224626,21.2173151269055,176.6857,1.00433320261438,-0.01,60.007,178.0387,1.0205044172353,137.534,1.0529924,0.01,60.008,-28.1817,3.92505701639451,170.0475,1.01832823529412,5.877472e-39,60.007,-177.6611,1.44133564909915,156.1167,1.02297246376812,5.877472e-39,60.008,178.746,3.96022707014455,169.6069,1.03079275362319
0.733,5.877472e-39,60.007,26.01804,4.31474241537387,169.2113,1.00083045751634,5.877472e-39,60.007,50.43775,1.86813350154645,-170.9474,1.00825333333333,5.877472e-39,60.007,-20.99273,2.14028076358989,156.1614,1.02264231884058,0.01,60.008,0.03045372,3.09945366010086,170.1864,1.02137241830065,5.877472e-39,60.007,0.977514,21.2245894804897,176.7749,1.0042508496732,-0.01,60.006,178.5014,1.01975963538804,137.6124,1.0530142,5.877472e-39,60.008,-28.17906,3.91939786081018,170.1422,1.01825411764706,5.877472e-39,60.007,-177.855,1.44429236375072,156.2033,1.02279246376812,0.01,60.008,178.8464,3.95821150860055,169.7051,1.03076492753623
0.767,5.877472e-39,60.007,26.18479,4.31312589235517,169.2981,1.00081111111111,5.877472e-39,60.007,50.37472,1.86388814109405,-170.8557,1.00818849673203,5.877472e-39,60.007,-21.00075,2.14217203316794,156.2438,1.02252463768116,5.877472e-39,60.008,0.06857983,3.10718912025101,170.2762,1.02134052287582,5.877472e-39,60.007,1.089529,21.2297438038854,176.8625,1.00422862745098,5.877472e-39,60.006,178.5704,1.01467260216621,137.6872,1.0530174,5.877472e-39,60.008,-28.01078,3.91411633560317,170.231,1.01828183006536,5.877472e-39,60.007,-177.5755,1.44270286072462,156.2813,1.0227368115942,5.877472e-39,60.008,178.9757,3.96314912645946,169.7948,1.03075855072464
0.8,5.877472e-39,60.007,26.22659,4.31783103435469,169.3849,1.00079424836601,5.877472e-39,60.008,50.38045,1.86388814109405,-170.764,1.00818849673203,5.877472e-39,60.007,-20.89151,2.14088369913626,156.3329,1.02256115942029,5.877472e-39,60.008,0.1209674,3.10229052549679,170.3727,1.02135633986928,5.877472e-39,60.007,1.181887,21.2305785657721,176.9584,1.00420980392157,5.877472e-39,60.006,178.9283,1.01083351155123,137.762,1.053022,5.877472e-39,60.008,-27.84516,3.91452576643331,170.3291,1.0182354248366,5.877472e-39,60.007,-177.7469,1.43997142526133,156.3743,1.02278231884058,5.877472e-39,60.008,179.0403,3.9656248073005,169.8967,1.03076
0.833,0.01,60.007,26.33076,4.31939588163755,169.4704,1.00084065359477,5.877472e-39,60.008,50.61536,1.85964145562278,-170.6666,1.00818849673203,0.01,60.007,-20.89961,2.14277437115678,156.4225,1.02253188405797,5.877472e-39,60.008,0.2489378,3.11287742625044,170.4705,1.02131437908497,5.877472e-39,60.008,1.268275,21.2350836299226,177.0526,1.00425137254902,5.877472e-39,60.006,179.1083,1.00892912168831,137.8415,1.052984,5.877472e-39,60.008,-27.84516,3.91452576643331,170.4306,1.01821477124183,5.877472e-39,60.007,-177.7469,1.43997142526133,156.4643,1.02268550724638,5.877472e-39,60.008,179.1728,3.96488981154031,169.9949,1.03074115942029
0.867,5.877472e-39,60.007,26.37235,4.32410897375028,169.562,1.00078888888889,5.877472e-39,60.008,50.55233,1.85964145562278,-170.5692,1.00805908496732,5.877472e-39,60.007,-20.73977,2.14180035238515,156.5159,1.02251275362319,0.01,60.008,0.3388641,3.11573284191053,170.573,1.02123738562091,0.01,60.008,1.382312,21.2309893216211,177.1469,1.00415098039216,0.02,60.007,179.4703,1.0051497868262,137.9234,1.053035,5.877472e-39,60.008,-27.84204,3.90886926088672,170.5253,1.01815176470588,5.877472e-39,60.007,-177.5522,1.43702427153022,156.5535,1.02272811594203,5.877472e-39,60.008,179.2372,3.96738102887709,170.0944,1.03066057971014
0.9,5.877472e-39,60.007,26.4763,4.32569502133502,169.6488,1.00077882352941,5.877472e-39,60.008,50.72422,1.86388814109405,-170.4776,1.00818849673203,0.01,60.007,-20.63036,2.14053054263685,156.6051,1.02255710144928,-0.01,60.008,0.4286264,3.11859620768382,170.6581,1.02125411764706,5.877472e-39,60.008,1.46269,21.2392309389787,177.2411,1.00419803921569,5.877472e-39,60.007,179.835,1.00141115515806,137.9993,1.0529798,5.877472e-39,60.008,-27.67623,3.90931181718856,170.6175,1.01821294117647,5.877472e-39,60.008,-177.4116,1.43624386139786,156.6464,1.02278144927536,-0.01,60.008,179.3838,3.97015429336737,170.1828,1.03072956521739
0.933,5.877472e-39,60.007,26.4763,4.32569502133502,169.7356,1.00077111111111,5.877472e-39,60.008,50.60964,1.85964145562278,-170.3744,1.00812379084967,5.877472e-39,60.008,-20.51236,2.13738081690354,156.6985,1.0225431884058,5.877472e-39,60.008,0.5182385,3.12146752357032,170.756,1.02122078431373,5.877472e-39,60.008,1.548996,21.243908255582,177.3337,1.00416065359477,-0.01,60.006,-179.7976,0.9977132266839,138.0753,1.0529264,5.877472e-39,60.008,-27.59333,3.90954502050929,170.7122,1.0181554248366,5.877472e-39,60.008,-177.1852,1.43685396763457,156.736,1.02276086956522,5.877472e-39,60.008,179.4521,3.96696034837694,170.2775,1.03069565217391
0.967,5.877472e-39,60.007,26.58019,4.32729431910845,169.8259,1.0007877124183,5.877472e-39,60.008,50.72422,1.85964145562278,-170.2828,1.00812379084967,5.877472e-39,60.008,-20.53768,2.1430462598323,156.7915,1.02260057971014,5.877472e-39,60.008,0.6076729,3.12434546455116,170.8517,1.02110692810458,5.877472e-39,60.008,1.637515,21.2391646880353,177.4296,1.00415555555556,-0.01,60.006,-179.1589,0.987208338535995,138.1465,1.052919,5.877472e-39,60.008,-27.58984,3.90388983998156,170.8082,1.01804026143791,5.877472e-39,60.008,-177.3259,1.43762063394378,156.8289,1.02281913043478,5.877472e-39,60.008,179.5163,3.96947307778475,170.3748,1.03053536231884
1,5.877472e-39,60.007,26.72511,4.33364115948516,169.9197,1.00082875816993,5.877472e-39,60.008,50.9305,1.86388814109405,-170.1911,1.00818849673203,5.877472e-39,60.008,-20.36055,2.13833511627673,156.8849,1.02259217391304,-0.01,60.008,0.7137184,3.1146065758729,170.9295,1.02128941176471,5.877472e-39,60.008,1.739544,21.2425567363369,177.5204,1.00418091503268,0.02,60.006,-178.8866,0.98038319232877,138.226,1.052891,-0.01,60.008,-27.26581,3.91621649050861,170.8862,1.01822169934641,5.877472e-39,60.008,-177.0998,1.43823910598589,156.9228,1.02274347826087,-0.01,60.008,179.6626,3.97229593954991,170.4533,1.03069333333333
1.033,5.877472e-39,60.007,26.72511,4.33364115948516,170.0113,1.00078967320261,5.877472e-39,60.008,50.90757,1.86388814109405,-170.0994,1.00812379084967,5.877472e-39,60.008,-20.36055,2.13833511627673,156.9745,1.02257826086957,-0.01,60.007,0.7499731,3.12236588636268,171.0179,1.02133882352941,5.877472e-39,60.008,1.847584,21.2424109842614,177.6131,1.00415124183007,0.02,60.007,-179.0756,0.982175864914604,138.3115,1.0529736,5.877472e-39,60.008,-27.18308,3.91649076941425,170.975,1.01826993464052,5.877472e-39,60.008,-177.1549,1.44038373995608,157.0119,1.02279913043478,-0.01,60.007,179.7312,3.9691252993031,170.5381,1.03074811594203
1.067,5.877472e-39,60.008,26.82871,4.33527490774915,170.1016,1.0008137254902,5.877472e-39,60.008,51.19978,1.86813350154645,-170.0077,1.00812379084967,5.877472e-39,60.008,-20.17585,2.14340419679194,157.0598,1.02262666666667,5.877472e-39,60.007,0.7137184,3.1146065758729,171.1017,1.02142784313725,5.877472e-39,60.008,1.933781,21.2473003038836,177.7022,1.00423908496732,5.877472e-39,60.007,-178.9914,0.97714512334402,138.397,1.0530586,-0.01,60.007,-26.93941,3.92301516231925,171.0589,1.01835764705882,5.877472e-39,60.008,-177.0998,1.43823910598589,157.1015,1.02278869565217,5.877472e-39,60.007,179.8454,3.97071480232921,170.6237,1.03095884057971
1.1,5.877472e-39,60.008,26.93223,4.33692323122068,170.1919,1.00084039215686,5.877472e-39,60.008,51.26854,1.87237886199885,-169.9218,1.00818849673203,5.877472e-39,60.008,-20.10784,2.13995868008197,157.1561,1.0227715942029,-0.01,60.007,0.8031666,3.11750174209903,171.1922,1.02156562091503,5.877472e-39,60.008,2.01267,21.2405294574692,177.7931,1.00427189542484,5.877472e-39,60.007,-178.6105,0.973579696756639,138.486,1.053168,5.877472e-39,60.007,-26.77896,3.92928780163936,171.1497,1.01849450980392,5.877472e-39,60.008,-176.9293,1.44101894360899,157.1978,1.0229347826087,5.877472e-39,60.007,-179.9852,3.96568575816842,170.7134,1.03097797101449
1.133,5.877472e-39,60.008,26.97299,4.34166812378623,170.2834,1.00080875816993,5.877472e-39,60.008,51.33156,1.86813350154645,-169.8358,1.00812379084967,5.877472e-39,60.008,-20.04848,2.13840204271993,157.2496,1.02277391304348,-0.01,60.007,0.8031666,3.11750174209903,171.2725,1.02163568627451,5.877472e-39,60.008,2.114631,21.2441732593556,177.8775,1.00424666666667,0.01,60.008,-179.0121,0.968878910864897,138.5774,1.053149,-0.01,60.007,-26.69655,3.92960978122424,171.2282,1.01847947712418,5.877472e-39,60.008,-176.7039,1.44167685444799,157.2869,1.02299797101449,-0.01,60.007,-179.8658,3.9616169889561,170.7897,1.03105536231884
1.167,5.877472e-39,60.008,27.07632,4.34333632254078,170.3772,1.00086300653595,5.877472e-39,60.007,51.52637,1.87237886199885,-169.7499,1.00818849673203,5.877472e-39,60.008,-19.7547,2.14230230070918,157.3391,1.02277014492754,5.877472e-39,60.007,0.8031666,3.11750174209903,171.3568,1.02152666666667,5.877472e-39,60.008,2.203273,21.2397609465259,177.9651,1.00425424836601,-0.01,60.007,-178.7151,0.970332967517851,138.6628,1.0532412,0.01,60.007,-26.61902,3.93559091639344,171.3148,1.01845333333333,5.877472e-39,60.008,-176.6481,1.43954357407085,157.377,1.02292666666667,5.877472e-39,60.007,-179.7782,3.95627900755302,170.8771,1.03099043478261
1.2,5.877472e-39,60.008,27.17955,4.34501909650288,170.4688,1.00083660130719,5.877472e-39,60.007,51.4576,1.86813350154645,-169.6582,1.00812379084967,5.877472e-39,60.008,-19.72258,2.14641110627591,157.4369,1.02271826086957,0.01,60.007,0.945904,3.11554733926904,171.4532,1.0212260130719,5.877472e-39,60.008,2.291956,21.2354016344508,178.0594,1.00418,5.877472e-39,60.007,-178.8204,0.967089702380679,138.7577,1.0532496,-0.01,60.007,-26.87488,3.94593136363768,171.4115,1.01815137254902,0.01,60.008,-176.7331,1.43814170410873,157.4747,1.02287594202899,0.01,60.007,-179.7729,3.95058129651771,170.975,1.03063043478261
1.233,5.877472e-39,60.008,27.21997,4.34977723925711,170.5591,1.00087320261438,5.877472e-39,60.007,51.58366,1.86388814109405,-169.578,1.00812379084967,5.877472e-39,60.008,-19.73645,2.13853410293376,157.5265,1.02271942028986,-0.01,60.007,0.945904,3.11554733926904,171.5281,1.02119477124183,-0.01,60.007,2.374547,21.2346728740735,178.142,1.00421882352941,0.01,60.008,-179.0121,0.968878910864897,138.8526,1.053261,5.877472e-39,60.007,-26.71075,3.94656472265648,171.4866,1.01811908496732,5.877472e-39,60.008,-176.3942,1.44376890335566,157.5643,1.02287855072464,-0.01,60.007,-179.6528,3.94654300273935,171.0491,1.03062492753623
