Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m,P004.df,P004.f,P004.ip_a,P004.ip_m,P004.vp_a,P004.vp_m,P005.df,P005.f,P005.ip_a,P005.ip_m,P005.vp_a,P005.vp_m,P006.df,P006.f,P006.ip_a,P006.ip_m,P006.vp_a,P006.vp_m,P007.df,P007.f,P007.ip_a,P007.ip_m,P007.vp_a,P007.vp_m,P008.df,P008.f,P008.ip_a,P008.ip_m,P008.vp_a,P008.vp_m,P009.df,P009.f,P009.ip_a,P009.ip_m,P009.vp_a,P009.vp_m,P010.df,P010.f,P010.ip_a,P010.ip_m,P010.vp_a,P010.vp_m,P011.df,P011.f,P011.ip_a,P011.ip_m,P011.vp_a,P011.vp_m,P012.df,P012.f,P012.ip_a,P012.ip_m,P012.vp_a,P012.vp_m,P013.df,P013.f,P013.ip_a,P013.ip_m,P013.vp_a,P013.vp_m
311.567,0.03,59.974,147.0976,3.20445161062591,-38.73425,1.060482,0.05,59.974,-31.00844,6.85906236011357,-30.90404,1.0674482,0.02,59.974,-46.20619,1.90875203288084,-38.57541,1.0614834,0.04,59.974,-29.00905,4.00969588747114,-35.93701,1.0620828,0.03,59.973,124.2823,2.30413679700403,-37.96172,1.059625,0.03,59.974,-35.94746,6.45454449208207,-38.10306,1.0602066,0.04,59.974,-15.99347,2.03709526567089,-37.31775,1.0623674,-0.01,59.975,-156.9959,5.63836603829628,9.76921,1.0084477124183,0.02,59.973,-46.26825,1.5197403497041,-42.04738,1.0520488,-0.01,59.975,8.749667,15.2215914999662,9.535344,1.00764640522876,0.02,59.974,137.2045,7.35542828439424,-38.65442,1.0610586,0.02,59.973,132.1145,4.49572753060845,-36.79057,1.0540548,0.04,59.974,143.0096,3.97560652950198,-37.46361,1.063482
311.6,5.877472e-39,59.974,146.7871,3.20185526646537,-39.04785,1.0603856,5.877472e-39,59.974,-31.23793,6.86292136931283,-31.2202,1.0672662,5.877472e-39,59.974,-46.53023,1.90613577013601,-38.8887,1.061371,5.877472e-39,59.974,-29.29033,4.00656260756025,-36.25064,1.0619202,5.877472e-39,59.974,124.0263,2.29226185666734,-38.27339,1.05954,5.877472e-39,59.974,-36.21262,6.45344030969224,-38.41667,1.0600462,5.877472e-39,59.974,-16.32198,2.04125738376148,-37.632,1.0621912,0.01,59.975,-157.3167,5.64261139874868,9.488461,1.00851241830065,5.877472e-39,59.974,-46.67548,1.51714400554356,-42.35753,1.0519594,0.01,59.975,8.477634,15.2236452792113,9.250539,1.00772392156863,5.877472e-39,59.974,136.8772,7.35996192738305,-38.96783,1.0609542,0.01,59.974,131.8231,4.49655285281826,-37.10323,1.054006,5.877472e-39,59.974,142.7923,3.97325613655611,-37.77756,1.0633208
311.633,-0.04,59.973,146.4762,3.19935331907383,-39.3759,1.0604418,-0.05,59.973,-31.60808,6.85143094425542,-31.55504,1.067321,-0.02,59.973,-47.01791,1.90232612438476,-39.21298,1.0614346,-0.04,59.973,-29.66345,3.99978249467402,-36.58052,1.0619608,-0.03,59.973,123.611,2.29115247812509,-38.59962,1.0596036,-0.03,59.973,-36.52306,6.45026113043495,-38.74274,1.0601248,-0.03,59.973,-16.65549,2.03763999564987,-37.9623,1.0622252,5.877472e-39,59.975,-157.7865,5.65534880512475,9.190516,1.00857725490196,-0.03,59.973,-46.8318,1.51046954775659,-42.68184,1.0520368,5.877472e-39,59.975,8.131221,15.2374652260023,8.949697,1.00776405228758,-0.02,59.973,136.5504,7.36473545940871,-39.29224,1.061026,-0.02,59.973,131.5743,4.48118176792649,-37.4257,1.054063,-0.04,59.973,142.4267,3.96671418065592,-38.10403,1.063396
311.667,5.877472e-39,59.973,146.0754,3.19450184476183,-39.69563,1.0605158,5.877472e-39,59.973,-31.9821,6.85263298751588,-31.87677,1.0675422,5.877472e-39,59.973,-47.34412,1.8998631481364,-39.52893,1.061516,5.877472e-39,59.973,-30.01836,3.99822711304883,-36.90353,1.0620904,5.877472e-39,59.973,123.1952,2.29016434313937,-38.91751,1.0596866,5.877472e-39,59.973,-36.87915,6.44508836069815,-39.06044,1.0602226,5.877472e-39,59.973,-17.10471,2.03030995663224,-38.28218,1.062371,5.877472e-39,59.975,-157.9355,5.66384085104841,8.909767,1.00857725490196,5.877472e-39,59.973,-47.28886,1.51339324951977,-42.99561,1.0519902,5.877472e-39,59.975,7.916986,15.2414137822283,8.66959,1.00779163398693,5.877472e-39,59.973,136.224,7.36974888047122,-39.60831,1.0611154,5.877472e-39,59.973,131.1292,4.4855101628946,-37.74814,1.0541534,5.877472e-39,59.973,142.0102,3.95894679880937,-38.42355,1.0635566
311.7,5.877472e-39,59.973,145.7631,3.19221553769584,-40.01276,1.0604932,5.877472e-39,59.973,-32.29333,6.85179034479799,-32.20146,1.0676108,5.877472e-39,59.973,-47.67114,1.89746252571711,-39.85052,1.0615174,5.877472e-39,59.973,-30.34729,3.99360859957044,-37.22699,1.0621,5.877472e-39,59.973,122.925,2.28402941917896,-39.23749,1.0597132,5.877472e-39,59.973,-37.23581,6.44016673832844,-39.37894,1.0601996,5.877472e-39,59.973,-17.33504,2.02277120549229,-38.59926,1.0624216,5.877472e-39,59.975,-158.2621,5.65110344467235,8.606111,1.00857725490196,5.877472e-39,59.974,-47.65446,1.50556784397117,-43.31407,1.0520218,5.877472e-39,59.975,7.594874,15.2341526788328,8.368201,1.00779464052288,5.877472e-39,59.974,135.9395,7.37652293117962,-39.92874,1.0610604,5.877472e-39,59.973,130.7112,4.47920203385343,-38.0677,1.0541492,5.877472e-39,59.973,141.6721,3.9575559620109,-38.74583,1.0635072
311.733,5.877472e-39,59.974,145.3604,3.18764378958926,-40.32762,1.0605914,5.877472e-39,59.973,-32.68712,6.84604946239631,-32.52623,1.067868,5.877472e-39,59.974,-48.16322,1.89397677346688,-40.16512,1.0615988,5.877472e-39,59.973,-30.72334,3.98731172885953,-37.54641,1.0623234,5.877472e-39,59.973,122.2294,2.28278234259752,-39.55525,1.0598618,5.877472e-39,59.973,-37.59299,6.43549453127502,-39.69653,1.0603626,5.877472e-39,59.973,-17.77916,2.02347182004396,-38.9211,1.062544,5.877472e-39,59.975,-158.497,5.65534880512475,8.302441,1.0084477124183,5.877472e-39,59.974,-48.06776,1.50323303948257,-43.62531,1.0521244,5.877472e-39,59.975,7.271929,15.2485953844918,8.060407,1.00765464052288,5.877472e-39,59.974,135.6671,7.37813460445606,-40.24345,1.0611498,5.877472e-39,59.973,130.2921,4.47313206179831,-38.38167,1.0542928,5.877472e-39,59.973,141.3033,3.95151197071789,-39.06039,1.0636944
311.767,5.877472e-39,59.974,145.0049,3.1906038644194,-40.64015,1.0608096,0.01,59.973,-33.06047,6.83568400433841,-32.84753,1.0681908,5.877472e-39,59.974,-48.69006,1.89607342096944,-40.47964,1.0617126,0.01,59.973,-31.10056,3.98118633117856,-37.86568,1.06258,0.01,59.974,121.8117,2.28219431134835,-39.87163,1.059978,5.877472e-39,59.974,-37.92345,6.43830131960869,-40.01276,1.0604932,0.01,59.974,-18.2355,2.0164570142733,-39.2359,1.062749,-0.02,59.975,-158.9038,5.65110344467235,7.993033,1.00851241830065,5.877472e-39,59.974,-48.69006,1.49987892309371,-43.94007,1.0522392,-0.01,59.974,6.968751,15.25673100034,7.74869,1.00773712418301,0.01,59.974,135.4365,7.38138826189808,-40.55811,1.0612714,5.877472e-39,59.974,129.7897,4.4718243634386,-38.70039,1.054507,5.877472e-39,59.974,140.864,3.94776814289733,-39.3783,1.063889
311.8,0.01,59.974,144.6425,3.18128369902387,-40.9512,1.0607758,0.01,59.973,-33.41414,6.83305648326333,-33.16196,1.068301,5.877472e-39,59.974,-49.15265,1.88742788936346,-40.78813,1.0617504,0.01,59.974,-31.47891,3.97523500460375,-38.1758,1.062639,0.01,59.974,121.5331,2.28187128387273,-40.17839,1.0600438,0.01,59.974,-38.26288,6.42895517345105,-40.31935,1.0605728,0.01,59.974,-18.45811,2.0169151417119,-39.54668,1.0627922,5.877472e-39,59.975,-159.259,5.66384085104841,7.6951,1.00864196078431,0.01,59.974,-48.89812,1.498800721466,-44.24548,1.0522902,5.877472e-39,59.975,6.684957,15.2584800252455,7.452506,1.00781307189542,0.01,59.974,135.1645,7.38330737419286,-40.86197,1.0612746,0.02,59.974,129.4389,4.46718939547754,-39.00662,1.0545458,5.877472e-39,59.974,140.5435,3.94338085820175,-39.69221,1.0639228
311.833,5.877472e-39,59.974,144.3281,3.17943386876139,-41.26344,1.0608386,5.877472e-39,59.974,-33.7057,6.82816776985896,-33.48293,1.0682276,5.877472e-39,59.974,-49.31821,1.88639125695513,-41.10362,1.0617746,5.877472e-39,59.974,-31.73903,3.96969330804494,-38.49489,1.062589,5.877472e-39,59.974,121.1178,2.275937277806,-40.4944,1.0600056,5.877472e-39,59.974,-38.59335,6.43219584051201,-40.63521,1.0605492,5.877472e-39,59.974,-18.91824,2.01009259358089,-39.86312,1.0627542,5.877472e-39,59.975,-159.4481,5.66384085104841,7.385706,1.00851241830065,5.877472e-39,59.974,-49.10646,1.49774243842257,-44.55974,1.0521832,-0.01,59.975,6.375576,15.255578233925,7.141705,1.00772052287582,5.877472e-39,59.974,134.8815,7.39075692471622,-41.17641,1.061241,5.877472e-39,59.974,129.1578,4.46360231825507,-39.32201,1.0544772,5.877472e-39,59.974,140.1717,3.93784002766834,-40.00484,1.0639234
311.867,-0.01,59.974,144.0133,3.17768016731872,-41.58389,1.060955,-0.02,59.973,-34.03958,6.82102565835395,-33.81047,1.0684352,-0.02,59.974,-49.84573,1.88883864474622,-41.42029,1.0618962,-0.03,59.973,-32.09438,3.96076545215732,-38.81938,1.0628294,-0.01,59.974,120.7004,2.2701236492704,-40.81288,1.06013,-0.01,59.974,-38.88788,6.42529448406925,-40.95229,1.060623,-0.02,59.973,-18.93359,2.00226199187987,-40.18335,1.0629436,-0.01,59.975,-159.9008,5.65959549059601,7.070575,1.00857725490196,5.877472e-39,59.974,-49.48522,1.49022706996853,-44.87335,1.0523254,-0.01,59.975,6.034408,15.257473010906,6.829388,1.00780013071895,-0.01,59.974,134.5267,7.39022345306749,-41.49088,1.0614574,-0.01,59.974,128.8058,4.45926959315993,-39.64133,1.0546346,-0.02,59.973,139.8679,3.93023978872473,-40.32693,1.064039
311.9,0.02,59.974,143.7385,3.17094075762647,-41.89018,1.060972,0.01,59.973,-34.41623,6.81171675128868,-34.12799,1.0686138,0.01,59.974,-50.14867,1.88144538587412,-41.72746,1.0619626,0.02,59.973,-32.4989,3.9502804825937,-39.1328,1.0629596,0.03,59.974,120.1404,2.26441047968163,-41.11827,1.0602236,0.02,59.974,-39.22934,6.41659179478662,-41.26105,1.060708,0.01,59.974,-19.38148,2.00339994926044,-40.49274,1.063017,5.877472e-39,59.975,-160.1815,5.66808621150081,6.755457,1.00851241830065,0.02,59.974,-50.07904,1.48181103509456,-45.18132,1.0523836,5.877472e-39,59.975,5.706286,15.2624020810941,6.515594,1.00772836601307,0.02,59.974,134.2659,7.3873196698886,-41.80054,1.0614438,0.02,59.974,128.3929,4.44880281012979,-39.95094,1.0547422,0.02,59.974,139.461,3.9202787645304,-40.63722,1.0641918
311.933,5.877472e-39,59.974,143.4226,3.16936632344239,-42.20708,1.060956,5.877472e-39,59.973,-34.7117,6.79503103983396,-34.45905,1.0683978,5.877472e-39,59.974,-50.454,1.87410495455164,-42.04407,1.06193,5.877472e-39,59.974,-32.71277,3.93848348454335,-39.45963,1.0628066,5.877472e-39,59.974,119.8589,2.25331063208133,-41.43655,1.060194,-0.01,59.974,-39.52524,6.41005763311507,-41.57919,1.0606932,5.877472e-39,59.974,-19.62332,1.99619115379934,-40.81366,1.0629004,0.01,59.975,-160.4393,5.67233289697208,6.44605,1.00851241830065,5.877472e-39,59.974,-50.25422,1.47539465287792,-45.491,1.0523212,0.01,59.974,5.428325,15.2564394961891,6.20474,1.00772535947712,5.877472e-39,59.974,133.9737,7.40072487711378,-42.11375,1.0614398,5.877472e-39,59.974,128.0591,4.43384655140644,-40.26854,1.054681,5.877472e-39,59.974,139.1902,3.90594864217398,-40.95781,1.0640904
311.967,-0.01,59.974,143.1458,3.16278539639903,-42.52174,1.060841,5.877472e-39,59.973,-34.98594,6.78590140002726,-34.78036,1.0681514,5.877472e-39,59.974,-50.56575,1.8622412725452,-42.35601,1.0618848,5.877472e-39,59.973,-32.95247,3.93003627275484,-39.77826,1.0626712,5.877472e-39,59.974,119.5756,2.24781570089431,-41.75606,1.0600446,5.877472e-39,59.974,-39.83885,6.40890408727723,-41.895,1.0605798,-0.01,59.973,-19.7449,1.99260061247525,-41.13466,1.0628172,-0.01,59.974,-160.7888,5.66384085104841,6.119472,1.00864196078431,-0.01,59.974,-50.43091,1.46899212706774,-45.8089,1.0523228,-0.01,59.974,5.118739,15.2553397305288,5.876303,1.0078477124183,-0.01,59.974,133.651,7.40761930535331,-42.43294,1.0613602,5.877472e-39,59.974,127.8558,4.42604539456915,-40.58844,1.054564,5.877472e-39,59.973,138.8996,3.89520732909084,-41.27725,1.0639566
312,0.01,59.974,142.8288,3.16139196152435,-42.8351,1.0609102,0.01,59.973,-35.27716,6.79437286052708,-35.09644,1.0682136,0.01,59.974,-51.07182,1.85958430660639,-42.66907,1.0619374,0.02,59.973,-33.31433,3.92990550291887,-40.09601,1.062722,0.01,59.974,119.2927,2.2479256861206,-42.06728,1.060123,5.877472e-39,59.974,-40.089,6.40461119935067,-42.20961,1.0606512,0.01,59.974,-19.98936,1.98544551058919,-41.44629,1.0628986,5.877472e-39,59.974,-161.0524,5.66384085104841,5.798616,1.00851241830065,5.877472e-39,59.974,-50.85835,1.46718819615166,-46.11951,1.0523898,5.877472e-39,59.974,4.76473,15.2568105014721,5.558658,1.00773986928105,5.877472e-39,59.974,133.3487,7.40394649161586,-42.7415,1.0613748,0.01,59.974,127.5709,4.42306540115472,-40.89902,1.054613,0.01,59.974,138.607,3.89626734418507,-41.59207,1.0640306
312.033,0.03,59.974,142.473,3.16522412393609,-43.13911,1.060919,0.04,59.974,-35.63353,6.79337952938894,-35.40236,1.0683942,0.01,59.974,-51.40999,1.8578946910436,-42.97279,1.0619298,0.03,59.974,-33.70065,3.92497522029512,-40.39845,1.062833,0.02,59.974,118.8684,2.24819242194496,-42.37265,1.0601222,0.03,59.974,-40.44975,6.40194384110701,-42.51128,1.060685,0.03,59.974,-20.33818,1.98259715303614,-41.75201,1.062902,5.877472e-39,59.974,-161.3159,5.65534880512475,5.4663,1.00838287581699,0.03,59.975,-51.28683,1.46546567162353,-46.42012,1.0523188,5.877472e-39,59.973,4.446881,15.2448588312846,5.224676,1.00761934640523,0.03,59.975,133.088,7.40173552875999,-43.04538,1.0613746,0.03,59.974,127.0626,4.42362225548936,-41.2048,1.05465,0.03,59.974,138.2282,3.89159427110625,-41.89508,1.0641354
312.067,5.877472e-39,59.974,142.156,3.1640359370821,-43.4549,1.0609648,-0.01,59.974,-35.98997,6.79265033599896,-35.72014,1.068429,5.877472e-39,59.974,-51.74876,1.8562691613607,-43.28008,1.0619322,5.877472e-39,59.974,-33.99074,3.92346227391471,-40.71364,1.0628174,5.877472e-39,59.974,118.5856,2.24843923918504,-42.68623,1.0601762,-0.01,59.974,-40.76387,6.40135580985784,-42.82713,1.0606668,-0.01,59.974,-20.68799,1.97982154161701,-42.06241,1.06298,-0.02,59.973,-161.6254,5.65110344467235,5.133984,1.00851241830065,5.877472e-39,59.974,-51.50143,1.4646351532613,-46.73346,1.0523636,-0.02,59.973,4.137064,15.2451768358129,4.897578,1.00769725490196,-0.01,59.974,132.7338,7.40263359710372,-43.35747,1.0614306,5.877472e-39,59.974,126.7771,4.42094796904247,-41.51765,1.054673,5.877472e-39,59.974,137.9355,3.8928872470341,-42.20751,1.064141
312.1,5.877472e-39,59.974,141.7454,3.16088533666313,-43.76349,1.0610816,5.877472e-39,59.974,-36.28481,6.78932999460085,-36.02737,1.0687348,5.877472e-39,59.974,-52.08812,1.85470858358308,-43.58946,1.0620976,5.877472e-39,59.974,-34.35315,3.92378183728871,-41.02069,1.0630314,5.877472e-39,59.974,118.1705,2.26000587447798,-42.9962,1.0602822,5.877472e-39,59.974,-41.09413,6.40621161429686,-43.13696,1.060787,5.877472e-39,59.974,-21.03877,1.97712040838261,-42.3692,1.06311,-0.01,59.973,-162.0264,5.65534880512475,4.813129,1.00857725490196,5.877472e-39,59.974,-52.17629,1.46776496907058,-47.04311,1.0524554,-0.01,59.973,3.840661,15.2329866622292,4.572639,1.00775477124183,5.877472e-39,59.974,132.5148,7.40198407805088,-43.66949,1.061518,5.877472e-39,59.974,126.3243,4.43369066683375,-41.82692,1.0547492,5.877472e-39,59.974,137.5392,3.89204460431622,-42.51749,1.0642648
312.133,5.877472e-39,59.974,141.4277,3.15992058436332,-44.07712,1.0610584,5.877472e-39,59.974,-36.57991,6.78618978648673,-36.34055,1.0686446,5.877472e-39,59.974,-52.42804,1.85321295771074,-43.89922,1.0620762,5.877472e-39,59.974,-34.6924,3.92091269512597,-41.33342,1.0629484,5.877472e-39,59.974,117.8893,2.26038779168105,-43.30754,1.0602672,5.877472e-39,59.974,-41.39225,6.40075998438004,-43.44814,1.060786,5.877472e-39,59.974,-21.3905,1.97449375333293,-42.68434,1.0630772,0.01,59.973,-162.4447,5.67233289697208,4.497998,1.00870666666667,5.877472e-39,59.974,-52.39104,1.46702018722332,-47.35837,1.0524132,0.01,59.973,3.504001,15.2294753622295,4.258942,1.00790039215686,5.877472e-39,59.974,132.1517,7.40876678901332,-43.98301,1.0614854,5.877472e-39,59.974,126.0466,4.42578039079559,-42.14212,1.054748,5.877472e-39,59.974,137.263,3.89004321960807,-42.82874,1.0642676
312.167,5.877472e-39,59.974,141.2036,3.16105594366768,-44.38516,1.0609528,-0.01,59.974,-36.83218,6.78541122964872,-36.65617,1.0683418,-0.01,59.974,-52.59819,1.85248982649858,-44.21512,1.0619814,-0.01,59.974,-34.86221,3.91952965255613,-41.64972,1.0628756,-0.01,59.974,117.6023,2.25527824179873,-43.6214,1.0601978,5.877472e-39,59.974,-41.70645,6.40074959207519,-43.76186,1.060731,5.877472e-39,59.974,-21.49077,1.97883340663129,-42.99733,1.0629448,5.877472e-39,59.973,-162.6166,5.66384085104841,4.171406,1.00851241830065,5.877472e-39,59.974,-52.39104,1.46702018722332,-47.66997,1.0524174,5.877472e-39,59.973,3.175947,15.2229430192113,3.930136,1.00766196078431,5.877472e-39,59.974,131.8156,7.39954794859003,-44.2955,1.0614182,5.877472e-39,59.974,125.8322,4.42405786626746,-42.45506,1.054647,-0.01,59.974,136.9865,3.88813190154192,-43.14139,1.0641496
312.2,5.877472e-39,59.974,140.8858,3.16025660221998,-44.69882,1.0609926,5.877472e-39,59.974,-37.16408,6.79283306735916,-36.97093,1.0683792,5.877472e-39,59.974,-52.9389,1.85109292752228,-44.52847,1.0620042,5.877472e-39,59.974,-35.17578,3.92177872052975,-41.96135,1.0627908,5.877472e-39,59.974,117.314,2.25022584959305,-43.9317,1.0601796,5.877472e-39,59.974,-42.02065,6.40093232343539,-44.07201,1.0607266,0.01,59.974,-21.71648,1.97973580510203,-43.30894,1.062996,5.877472e-39,59.973,-162.9546,5.65110344467235,3.827642,1.00851241830065,0.01,59.974,-52.79395,1.46008505578982,-47.98079,1.0523854,5.877472e-39,59.973,2.842852,15.2110443497786,3.587916,1.00769071895425,5.877472e-39,59.974,131.4616,7.4014618647324,-44.60544,1.0614674,5.877472e-39,59.974,125.6176,4.422396829543,-42.76668,1.0547302,5.877472e-39,59.974,136.694,3.88985442607005,-43.45516,1.0641296
312.233,5.877472e-39,59.974,140.4735,3.15760916256062,-45.00427,1.0610334,0.03,59.974,-37.56383,6.79111314090724,-37.2729,1.068773,0.01,59.974,-53.33994,1.86629773553652,-44.83463,1.0620948,0.02,59.974,-35.58284,3.92934778255883,-42.2634,1.0630842,0.02,59.974,116.8983,2.25661018886975,-44.23586,1.0602962,0.01,59.974,-42.38216,6.39962635712648,-44.37957,1.0608386,0.02,59.974,-22.29419,1.97823411705187,-43.61444,1.0631836,0.01,59.973,-163.201,5.65110344467235,3.506774,1.00851241830065,0.01,59.974,-53.44305,1.4580905992849,-48.28426,1.0524124,0.01,59.973,2.536231,15.2042205026095,3.266132,1.00768078431373,0.01,59.974,131.2087,7.394917310756,-44.91077,1.061499,0.01,59.974,125.1034,4.42981866725343,-43.06999,1.0548184,0.02,59.974,136.282,3.89314792068064,-43.75926,1.0642656
312.267,5.877472e-39,59.974,140.1206,3.16224499654707,-45.31066,1.0611712,0.01,59.975,-37.93796,6.79695015212875,-37.57039,1.0690052,5.877472e-39,59.974,-53.69736,1.87055944654854,-45.14337,1.0621312,0.01,59.975,-35.93913,3.93862204860796,-42.56548,1.0631892,5.877472e-39,59.975,116.485,2.26311144157596,-44.54253,1.0603576,5.877472e-39,59.974,-42.71112,6.40552139205004,-44.68607,1.0609142,5.877472e-39,59.975,-22.93826,1.98913477880931,-43.91777,1.063269,-0.01,59.973,-163.5906,5.64261139874868,3.168734,1.0084477124183,5.877472e-39,59.974,-53.70764,1.46849935861299,-48.59506,1.0524416,-0.01,59.973,2.193725,15.1969063984593,2.933079,1.00765124183007,5.877472e-39,59.974,130.9554,7.38851565097122,-45.21968,1.061543,5.877472e-39,59.975,124.6625,4.43804417653858,-43.37576,1.0548504,5.877472e-39,59.975,135.9454,3.90578582939807,-44.06583,1.0643462
312.3,-0.01,59.974,139.8631,3.16888048319087,-45.62407,1.0610206,-0.01,59.975,-38.14648,6.79894374260826,-37.8806,1.0685732,-0.02,59.974,-53.88449,1.87547673879123,-45.46101,1.062013,-0.02,59.975,-36.2505,3.94127295236894,-42.87732,1.0629788,-0.01,59.974,116.3358,2.25791961928027,-44.8544,1.0602804,-0.01,59.974,-42.97754,6.40794279907903,-44.99683,1.0607848,-0.01,59.974,-23.03439,1.99356623080047,-44.23131,1.0630436,-0.01,59.973,-163.9573,5.64261139874868,2.842155,1.00851241830065,5.877472e-39,59.974,-53.70764,1.46849935861299,-48.90808,1.052353,-0.01,59.973,1.828856,15.19148707129,2.598031,1.00771032679739,-0.01,59.974,130.6012,7.39111719128419,-45.53389,1.06145,-0.02,59.974,124.5968,4.43206427112545,-43.68658,1.0547412,-0.01,59.974,135.707,3.90886974586094,-44.3765,1.0642208
312.333,-0.01,59.974,139.7347,3.17222247522407,-45.93846,1.0609686,5.877472e-39,59.974,-38.47618,6.80726538071322,-38.18484,1.0684416,5.877472e-39,59.974,-54.05313,1.87489303766908,-45.7751,1.0619444,5.877472e-39,59.974,-36.5549,3.95230178588614,-43.17968,1.0629256,5.877472e-39,59.974,116.2139,2.26935721678805,-45.16896,1.0601502,5.877472e-39,59.974,-43.24374,6.41050190414721,-45.30765,1.0606866,5.877472e-39,59.974,-23.22539,2.00244645529088,-44.54335,1.0630014,5.877472e-39,59.973,-164.4042,5.65534880512475,2.527024,1.00864196078431,-0.01,59.974,-54.18239,1.47836685206371,-49.22185,1.0523636,5.877472e-39,59.973,1.513083,15.1897247961958,2.282531,1.00786745098039,5.877472e-39,59.974,130.2201,7.38209147452595,-45.84816,1.0613888,5.877472e-39,59.974,124.3713,4.44182870755312,-44.00107,1.054644,5.877472e-39,59.974,135.3736,3.92173628528497,-44.68723,1.0641268
312.367,0.04,59.975,139.3845,3.17710772452682,-46.2339,1.0609636,0.09,59.976,-38.71811,6.81983314137294,-38.4603,1.0684782,0.05,59.975,-54.27267,1.890892857004,-46.07117,1.0619908,0.08,59.976,-36.8224,3.97655742539533,-43.45853,1.0628876,0.06,59.975,116.0932,2.28080434057527,-45.46193,1.0601558,0.04,59.975,-43.52379,6.41852129938625,-45.60408,1.0606882,0.07,59.975,-23.72922,2.0169835577188,-44.82835,1.0629838,0.01,59.973,-164.6334,5.65959549059601,2.200432,1.00864196078431,0.03,59.974,-54.18239,1.47836685206371,-49.52014,1.0523882,0.01,59.973,1.213839,15.1811651743099,1.961662,1.00784222222222,0.04,59.975,129.8806,7.37434227921289,-46.14436,1.061442,0.05,59.975,124.0754,4.45126405432735,-44.29396,1.0546908,0.06,59.975,135.1044,3.94737843146562,-44.97551,1.0641046
312.4,5.877472e-39,59.975,139.0354,3.18211161930989,-46.52933,1.0609866,5.877472e-39,59.976,-39.08957,6.82656215876035,-38.75351,1.0686324,5.877472e-39,59.975,-54.63898,1.90086860363019,-46.37355,1.061966,5.877472e-39,59.976,-37.19212,3.98976691087926,-43.75377,1.0629302,5.877472e-39,59.975,115.6761,2.28199945563249,-45.75851,1.060172,5.877472e-39,59.975,-43.85066,6.42514812577601,-45.9005,1.0607182,5.877472e-39,59.976,-24.26141,2.02392821543175,-45.12511,1.0630062,5.877472e-39,59.974,-164.9485,5.67233289697208,1.891038,1.00870666666667,5.877472e-39,59.975,-54.63083,1.48280869635972,-49.82146,1.0523612,5.877472e-39,59.974,0.9142664,15.173016308273,1.652132,1.00789529411765,5.877472e-39,59.975,129.5829,7.36777520857599,-46.4433,1.0614406,5.877472e-39,59.975,123.852,4.46118610737851,-44.59402,1.0547282,5.877472e-39,59.976,134.7899,3.95690557693266,-45.26834,1.0641586
312.433,-0.03,59.975,138.814,3.1837622637295,-46.83563,1.0609908,-0.01,59.975,-39.34038,6.82709216630746,-39.05437,1.068612,-0.01,59.975,-55.00143,1.91092056049192,-46.68405,1.062006,-0.02,59.975,-37.54764,3.9914703828485,-44.05614,1.0629628,-0.02,59.975,115.5372,2.28242467410575,-46.06593,1.060167,-0.01,59.975,-44.16335,6.42664288562294,-46.20775,1.060727,-0.01,59.975,-24.57159,2.02972625551009,-45.42902,1.0630222,0.01,59.974,-165.1089,5.65110344467235,1.564459,1.00851241830065,-0.02,59.975,-54.65082,1.48833393843586,-50.12646,1.0523514,0.01,59.974,0.6005695,15.1631184173306,1.322534,1.00768692810458,-0.02,59.975,129.2848,7.36140818980737,-46.75394,1.0614876,-0.01,59.975,123.4963,4.45940729119913,-44.89671,1.05471,-0.02,59.975,134.4903,3.96296948680995,-45.57553,1.0641716
