Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m,P004.df,P004.f,P004.ip_a,P004.ip_m,P004.vp_a,P004.vp_m,P005.df,P005.f,P005.ip_a,P005.ip_m,P005.vp_a,P005.vp_m,P006.df,P006.f,P006.ip_a,P006.ip_m,P006.vp_a,P006.vp_m,P007.df,P007.f,P007.ip_a,P007.ip_m,P007.vp_a,P007.vp_m,P008.df,P008.f,P008.ip_a,P008.ip_m,P008.vp_a,P008.vp_m
20.767,0.02273558,59.99576,23.31392,5.61788631284885,27.46214,1.0387284057971,0.03742218,59.99766,-130.3018,0.0110341754819684,7.076309,0.999553350475018,5.877472e-39,59.996,-24.80556,2.28676791274929,2.457848,1.02391986928105,0.03278095,59.99594,21.46637,9.23300478837949,18.58574,1.01880695652174,0.03509522,59.9953,-168.7644,1.82029229236373,15.45295,1.01618347826087,0.02504985,59.99581,12.9262,5.53759728818959,11.48808,1.03300608695652,5.877472e-39,59.996,-23.04704,2.13782254182099,2.560205,1.0233645751634,5.877472e-39,59.996,-86.53176,0.771702524059386,99.15813,1.0361715942029
20.8,0.01912435,59.99645,23.30246,5.61405776176304,27.42776,1.03893536231884,-0.001373291,59.99764,-128.2735,0.0121375930301652,7.04765,0.999680773012175,5.877472e-39,59.996,-24.80556,2.28676791274929,2.374711,1.02432666666667,0.02642313,59.99689,21.42686,9.22502141979724,18.55222,1.0189652173913,0.03522239,59.99654,-168.8217,1.81263339751952,15.4243,1.01639014492754,0.02944948,59.99663,12.89756,5.54015005395182,11.4537,1.03314376811594,5.877472e-39,59.996,-21.67435,2.14470336480143,2.480087,1.0236814379085,5.877472e-39,59.996,-86.53176,0.771702524059386,99.13644,1.03629449275362
20.833,0.01093548,59.99691,23.26235,5.61022801556217,27.39911,1.03914231884058,5.877472e-39,59.99739,-130.2903,0.0121375930301652,7.019003,0.99987190681791,5.877472e-39,59.996,-24.80556,2.28676791274929,2.416034,1.02393620915033,0.01195272,59.99746,21.38978,9.21344673046804,18.52932,1.01923333333333,0.02133689,59.99741,-168.8905,1.80242173691308,15.40138,1.01659710144928,0.0248464,59.99768,12.86317,5.54015005395182,11.43079,1.03335072463768,5.877472e-39,59.996,-23.04704,2.13782254182099,2.526382,1.02334810457516,5.877472e-39,59.996,-86.53176,0.771702524059386,99.09628,1.03617797101449
20.867,0.01157126,59.99721,23.20506,5.60639886691883,27.38765,1.03934898550725,0.06851196,59.99907,-136.421,0.013241010578362,7.019004,0.999935618086489,5.877472e-39,59.998,-24.80556,2.28676791274929,2.387128,1.02397647058824,0.01475017,59.9978,21.35509,9.19829267154246,18.53155,1.01938202898551,0.01513164,59.99787,-169.0223,1.79220947874911,15.40138,1.01673507246377,0.009841919,59.9981,12.85745,5.54015065150934,11.43079,1.03348869565217,5.877472e-39,59.997,-23.04704,2.13782254182099,2.477874,1.02316470588235,5.877472e-39,59.996,-86.53176,0.771702524059386,99.04449,1.0362147826087
20.9,0.01398723,59.99777,23.16496,5.59873937451709,27.37047,1.03948695652174,5.877472e-39,59.99979,-137.9049,0.0154478456747557,7.01328,1,5.877472e-39,59.998,-24.80556,2.28676791274929,2.325725,1.02377215686275,0.0117747,59.99838,21.3377,9.19071564207967,18.52318,1.01942173913043,0.01220703,59.99849,-169.0796,1.78454998634738,15.39565,1.01680376811594,0.02253216,59.99792,12.8288,5.54014945639429,11.41933,1.03341971014493,0.01,59.997,-23.04704,2.13782254182099,2.415105,1.02318901960784,5.877472e-39,59.996,-88.26429,0.770642457003629,99.00433,1.03609942028986
20.933,-0.001983661,59.99778,23.12485,5.60256852316043,27.33608,1.03955594202899,-0.06862641,59.99822,-138.9133,0.0165512632229525,6.978897,1.00006371126858,5.877472e-39,59.998,-24.80556,2.28676791274929,2.283911,1.02379019607843,-0.003280642,59.99828,21.30291,9.19191673271218,18.48455,1.01947739130435,-0.003636677,59.99839,-169.0796,1.78454998634738,15.36127,1.01687275362319,-0.003789256,59.99762,12.77723,5.53759728818959,11.38494,1.03355768115942,5.877472e-39,59.997,-23.04704,2.13782254182099,2.376378,1.02311830065359,5.877472e-39,59.996,-88.26429,0.770642457003629,98.96258,1.03616608695652
20.967,-0.001118984,59.99775,23.07902,5.6063982693613,27.29598,1.03955594202899,-0.04337311,59.99641,-136.8908,0.0143444281265589,6.933064,1.00006371126858,5.877472e-39,59.998,-24.80556,2.28676791274929,2.254992,1.02383176470588,-0.008544924,59.99812,21.25326,9.19830462269303,18.435,1.01952173913043,-0.009969072,59.9982,-169.1483,1.78454998634738,15.30971,1.01694173913043,-0.002314257,59.99693,12.73713,5.53504392486983,11.33911,1.03355768115942,5.877472e-39,59.997,-23.04704,2.13782254182099,2.345642,1.02301620915033,5.877472e-39,59.996,-88.26429,0.770642457003629,98.92082,1.03623333333333
21,-0.003534942,59.99768,23.07902,5.6063982693613,27.26161,1.03962492753623,0.001640324,59.99644,-134.2495,0.0132410079956976,6.898684,1.00006371126858,5.877472e-39,59.998,-24.80556,2.28676791274929,2.237943,1.02314941176471,-0.01078289,59.99779,21.21608,9.20310300964778,18.40152,1.01968173913043,-0.01569113,59.99771,-169.2056,1.7845505839049,15.2696,1.01707971014493,-0.00864666,59.99712,12.69702,5.53504452242736,11.30473,1.03362637681159,5.877472e-39,59.997,-23.04704,2.13782254182099,2.348264,1.02255490196078,5.877472e-39,59.996,-88.26429,0.770642457003629,98.80721,1.0362852173913
21.033,-0.003433242,59.99746,23.0962,5.61022801556217,27.23869,1.03976260869565,0.03475189,59.99763,-140.6666,0.0121375930301652,6.870039,1.00019113380574,5.877472e-39,59.998,-24.80556,2.28676791274929,1.975855,1.0233937254902,-0.006154384,59.9974,21.21364,9.20668835481945,18.379,1.01985333333333,-0.007705679,59.99723,-169.1827,1.7845505839049,15.24668,1.01728666666667,-0.01889548,59.99729,12.65118,5.53759728818959,11.27608,1.03376434782609,5.877472e-39,59.997,-23.04704,2.13782254182099,2.079838,1.0229660130719,5.877472e-39,59.996,-88.26429,0.770642457003629,98.67504,1.03610376811594
21.067,1.396984e-08,59.99746,23.10192,5.61405716420551,27.21576,1.03990057971015,0.01464844,59.99821,-139.8129,0.0143444281265589,6.852851,1.0003829382564,5.877472e-39,59.998,-24.80556,2.28676791274929,1.954955,1.02340496732026,5.877472e-39,59.9974,21.22359,9.20867822138972,18.35906,1.02007652173913,5.877472e-39,59.99723,-169.1712,1.78454998634738,15.22377,1.01749333333333,5.877472e-39,59.99797,12.62827,5.53504452242736,11.25316,1.03397130434783,5.877472e-39,59.997,-23.04704,2.13782254182099,2.060167,1.02274588235294,5.877472e-39,59.996,-88.26429,0.770642457003629,98.56142,1.03616405797101
21.1,0.01441956,59.99781,23.09048,5.61788631284885,27.19285,1.03996956521739,5.877472e-39,59.99848,-135.0974,0.0143444281265589,6.835666,1.00051036079356,5.877472e-39,59.999,-24.80556,2.28676791274929,1.929752,1.02373503267974,0.01233418,59.9977,21.19884,9.21188112974308,18.33141,1.02014550724638,0.01386006,59.99755,-169.1999,1.78454998634738,15.20085,1.01756231884058,0.006128931,59.99775,12.61681,5.5324911591076,11.23025,1.03404028985507,5.877472e-39,59.998,-23.04704,2.13782254182099,2.03368,1.02330575163399,5.877472e-39,59.996,-88.26429,0.770642457003629,98.4996,1.03618231884058
21.133,0.002746582,59.99801,23.07328,5.62171605904972,27.16993,1.03996956521739,-0.01823426,59.99817,-137.9909,0.013241010578362,6.807007,1.00051036079356,5.877472e-39,59.998,-24.80556,2.28676791274929,1.92176,1.02376823529412,0.0002034567,59.9978,21.17168,9.2186693832681,18.30118,1.02016289855072,0.002721157,59.99779,-169.2285,1.78454998634738,15.16646,1.01756231884058,0.008443203,59.99657,12.59389,5.52738443246809,11.20159,1.03404028985507,5.877472e-39,59.997,-23.04704,2.13782254182099,2.020156,1.02291006535948,5.877472e-39,59.997,-88.26429,0.770642457003629,98.45787,1.03625565217391
21.167,5.877472e-39,59.99801,23.05037,5.62171605904972,27.14701,1.03990057971015,-0.01808167,59.99754,-141.0849,0.0110341754819684,6.778364,1.00051036079356,5.877472e-39,59.999,-24.80556,2.28676791274929,1.887951,1.02375816993464,-0.001932783,59.99778,21.14456,9.22545763679313,18.27095,1.02018086956522,0.0004323386,59.9978,-169.2113,1.78710334966713,15.13782,1.01763130434783,5.877472e-39,59.99682,12.56524,5.52738443246809,11.16722,1.03404028985507,5.877472e-39,59.998,-23.04704,2.13782254182099,1.997999,1.02315189542484,5.877472e-39,59.996,-88.26429,0.770642457003629,98.43777,1.03620173913043
21.2,-0.0001271674,59.998,23.06182,5.62554580525059,27.11837,1.04003855072464,5.877472e-39,59.99736,-138.6727,0.0110341754819684,6.749716,1.0007014945993,5.877472e-39,59.999,-24.92039,2.33831777180067,1.840536,1.02335385620915,-0.003662109,59.99763,21.13222,9.2270590909698,18.24042,1.02029652173913,-0.002568578,59.99773,-169.1884,1.78710334966713,15.1149,1.01770028985507,-0.004196162,59.99738,12.53086,5.52993779578785,11.13858,1.03417797101449,0.01,59.998,-23.04704,2.13782254182099,1.953685,1.02265790849673,5.877472e-39,59.997,-88.26429,0.770642457003629,98.41615,1.03632985507246
21.233,5.877472e-39,59.99801,23.04464,5.62554580525059,27.09544,1.04003855072464,0.02285005,59.99784,-135.2178,0.013241010578362,6.726796,1.00076520586787,5.877472e-39,59.999,-24.80556,2.28676791274929,1.844115,1.02266156862745,5.877472e-39,59.99763,21.12227,9.22507519997482,18.22113,1.02032608695652,-1.396984e-08,59.99771,-169.2343,1.78965611542936,15.09199,1.01770028985507,-0.0008392241,59.99774,12.51367,5.52993779578785,11.11565,1.03431594202899,0.01,59.998,-23.04704,2.13782254182099,1.954272,1.02205359477124,5.877472e-39,59.997,-88.26429,0.770642457003629,98.3644,1.03637739130435
21.267,0.00185648,59.99804,22.99306,5.62171665660725,27.07826,1.03996956521739,0.01750946,59.99859,-134.2495,0.0121375930301652,6.709608,1.00063778333072,5.877472e-39,59.999,-24.92039,2.33831777180067,1.798721,1.02337816993464,0.009587612,59.99781,21.11231,9.22308533340454,18.20762,1.02026347826087,0.004806519,59.99779,-169.303,1.78965611542936,15.07479,1.01776898550725,5.877472e-39,59.99822,12.50795,5.52738443246809,11.10419,1.03417797101449,5.877472e-39,59.998,-21.67435,2.14470336480143,1.908756,1.02276875816993,5.877472e-39,59.997,-88.26429,0.770642457003629,98.34428,1.03632405797101
21.3,0.00338237,59.99815,22.9415,5.62171605904972,27.06108,1.0398315942029,-0.005836487,59.9985,-140.3515,0.0121375930301652,6.686689,1.00044664952498,5.877472e-39,59.999,-24.80556,2.28676791274929,1.799896,1.02314745098039,0.008239746,59.99813,21.06771,9.22232045976792,18.18863,1.02019594202899,0.008748374,59.9981,-169.3775,1.79220947874911,15.0576,1.01770028985507,0.007578526,59.99841,12.49075,5.52483166670587,11.08127,1.03390231884058,5.877472e-39,59.998,-23.04704,2.13782254182099,1.909971,1.02253803921569,5.877472e-39,59.997,-88.26429,0.770642457003629,98.32417,1.03627072463768
21.333,0.0008901022,59.99822,22.93578,5.62171605904972,27.03815,1.0398315942029,-0.01274109,59.99798,-147.4561,0.00993075793377152,6.663777,1.0003829382564,5.877472e-39,59.999,-24.80556,2.28676791274929,1.818433,1.0235968627451,0.001602173,59.99824,21.03542,9.21995413195462,18.16418,1.02012289855072,0.006128945,59.99833,-169.4176,1.79476224451134,15.03468,1.01770028985507,0.007349658,59.9984,12.47357,5.52738443246809,11.05836,1.03383333333333,5.877472e-39,59.998,-23.04704,2.13782254182099,1.905696,1.02285673202614,5.877472e-39,59.998,-88.26429,0.770642457003629,98.30405,1.03621768115942
21.367,5.877472e-39,59.99822,22.90139,5.62171605904972,27.00951,1.03976260869565,-0.002479563,59.99785,-151.0772,0.00993075793377152,6.635119,1.00031855634289,5.877472e-39,59.999,-24.80556,2.28676791274929,1.797341,1.02263124183007,-1.396984e-08,59.99824,21.00313,9.2175937797166,18.13714,1.01999855072464,-1.396984e-08,59.99839,-169.4291,1.79476224451134,15.0175,1.01756231884058,6.984919e-09,59.99822,12.44492,5.52738443246809,11.02972,1.03376434782609,5.877472e-39,59.998,-23.04704,2.13782254182099,1.912389,1.02207660130719,5.877472e-39,59.997,-88.26429,0.770642457003629,98.28247,1.03634637681159
21.4,-0.007146201,59.99805,22.84983,5.61788631284885,26.98086,1.03976260869565,-0.007019048,59.99762,-146.3675,0.0121375930301652,6.606475,1.00031855634289,5.877472e-39,60,-24.92039,2.33831777180067,1.759243,1.02294156862745,-0.009028127,59.99804,20.9908,9.21919523389328,18.1098,1.01997217391304,0.000279753,59.99839,-169.4062,1.79731501027357,14.99457,1.01749333333333,-0.001220698,59.99792,12.41054,5.52483166670587,11.00106,1.03383333333333,5.877472e-39,59.999,-23.04704,2.13782254182099,1.85518,1.02254013071895,5.877472e-39,59.997,-88.26429,0.770642457003629,98.25375,1.0360852173913
21.433,-0.003789263,59.99788,22.84983,5.61788631284885,26.95221,1.0398315942029,0.005722046,59.99771,-138.7701,0.0121375930301652,6.583563,1.0003829382564,5.877472e-39,59.999,-24.80556,2.28676791274929,1.750077,1.02320588235294,-0.005874638,59.99777,20.97847,9.22080863922053,18.07957,1.01999188405797,-0.000813799,59.99838,-169.3775,1.79986837359332,15.00031,1.01742434782609,-0.007044473,59.99775,12.38763,5.52227830338611,10.97241,1.03383333333333,5.877472e-39,59.998,-23.04704,2.13782254182099,1.842257,1.02251882352941,5.877472e-39,59.998,-88.26429,0.770642457003629,98.23216,1.03621449275362
21.467,-0.0006866455,59.99783,22.85556,5.62171605904972,26.92929,1.03990057971015,0.01117706,59.99815,-136.335,0.0121375930301652,6.560644,1.00051036079356,5.877472e-39,59.999,-24.92039,2.33831777180067,1.704041,1.02355058823529,5.877472e-39,59.99773,20.97082,9.21523342747859,18.05452,1.02011449275362,0.001932783,59.99841,-169.366,1.80242173691308,14.98313,1.01749333333333,-0.001220698,59.99774,12.37617,5.52227890094364,10.9495,1.03397130434783,5.877472e-39,59.998,-21.67435,2.14470336480143,1.797341,1.02263124183007,5.877472e-39,59.998,-88.26429,0.770642457003629,98.21205,1.03616173913043
21.5,5.877472e-39,59.99783,22.8441,5.61022801556217,26.90637,1.04003855072464,0.01075745,59.99846,-143.2506,0.0121375930301652,6.549182,1.00063778333072,5.877472e-39,59.999,-24.80556,2.28676791274929,1.713917,1.02365947712418,0.001220698,59.99775,20.95082,9.21126564548861,18.04041,1.02024753623188,0.00762939,59.99862,-169.3603,1.80497450267531,14.97739,1.01763130434783,5.877472e-39,59.99783,12.35325,5.52227830338611,10.9323,1.03417797101449,5.877472e-39,59.999,-21.67435,2.14470336480143,1.81775,1.0232231372549,5.877472e-39,59.998,-88.26429,0.770642457003629,98.19192,1.03610927536232
21.533,0.00750225,59.998,22.83838,5.60639767180377,26.88918,1.04010753623188,0.008125305,59.99887,-147.5134,0.013241010578362,6.531996,1.0007014945993,5.877472e-39,60,-24.92039,2.33831777180067,1.71247,1.02291254901961,0.01350404,59.99809,20.94081,9.20928175449362,18.02948,1.02023710144928,0.01032512,59.99897,-169.3775,1.80752726843754,14.97167,1.01770028985507,0.005009961,59.99825,12.3246,5.52227830338611,10.92085,1.03424695652174,5.877472e-39,59.999,-23.04704,2.13782254182099,1.798516,1.02240052287582,0.01,59.998,-88.26429,0.770642457003629,98.19048,1.03629130434783
21.567,5.877472e-39,59.99809,22.78681,5.61022801556217,26.86626,1.04003855072464,-0.01674652,59.9986,-143.5257,0.0143444281265589,6.509077,1.0007014945993,5.877472e-39,60,-24.80556,2.28676791274929,1.686187,1.02347529411765,0.002009079,59.99829,20.91847,9.20891126882588,18.00761,1.0202168115942,5.877472e-39,59.99902,-169.3832,1.81263339751952,14.94874,1.01763130434783,0.007273369,59.99771,12.31314,5.52227830338611,10.89794,1.03417797101449,5.877472e-39,59.999,-23.04704,2.13782254182099,1.776414,1.02264366013072,5.877472e-39,59.998,-88.26429,0.770642457003629,98.17178,1.03605710144928
21.6,-0.0009918096,59.99807,22.73524,5.61405776176304,26.83189,1.03990057971015,-0.02826691,59.99761,-142.5573,0.0143444281265589,6.480429,1.00063778333072,5.877472e-39,59.999,-24.80556,2.28676791274929,1.686911,1.02384888888889,5.877472e-39,59.99829,20.88379,9.21014821291011,17.9722,1.02013507246377,-0.003051753,59.99883,-169.366,1.8177395266015,14.9201,1.01749333333333,-6.984919e-09,59.99729,12.30168,5.51972553762388,10.86355,1.03404,5.877472e-39,59.998,-23.04704,2.13782254182099,1.78017,1.0229291503268,5.877472e-39,59.998,-88.26429,0.770642457003629,98.15022,1.03618695652174
21.633,-0.008621207,59.99783,22.69514,5.61405716420551,26.79751,1.03962463768116,-0.01487732,59.997,-137.4695,0.0143444281265589,6.440326,1.00044664952498,5.877472e-39,60,-24.80556,2.28676791274929,1.624606,1.02328444444444,-0.01113891,59.99802,20.86918,9.21535293898431,17.9342,1.02000231884058,-0.01706442,59.99837,-169.4004,1.82284505812596,14.87999,1.01735536231884,-0.005798342,59.99733,12.29021,5.51717277186165,10.82344,1.03383333333333,5.877472e-39,59.998,-23.04704,2.13782254182099,1.734558,1.02266888888889,5.877472e-39,59.998,-88.26429,0.770642457003629,98.13153,1.03595275362319
21.667,-0.01365663,59.99743,22.65503,5.61788631284885,26.76312,1.03948695652174,-0.004272466,59.99689,-134.1062,0.0143444281265589,6.40594,1.00031855634289,5.877472e-39,59.999,-24.80556,2.28676791274929,1.625754,1.02305346405229,-0.02194722,59.9974,20.84,9.22575641555743,17.89646,1.01977304347826,-0.02601624,59.99755,-169.4234,1.82539842144571,14.83988,1.01721768115942,-0.01502991,59.99745,12.25585,5.51717217430413,10.78906,1.03376434782609,5.877472e-39,59.998,-23.04704,2.13782254182099,1.735733,1.02243803921569,5.877472e-39,59.998,-88.26429,0.770642457003629,98.0999,1.0360568115942
21.7,-0.008443203,59.99707,22.61492,5.62171605904972,26.72302,1.03941797101449,-0.01270294,59.99669,-135.3725,0.0143444281265589,6.360108,1.00025484507431,5.877472e-39,60,-24.80556,2.28676791274929,1.601807,1.02315529411765,-0.01261393,59.99688,20.80314,9.23059663153918,17.85269,1.01973391304348,-0.01642864,59.99691,-169.4062,1.82795178476547,14.79978,1.01707971014493,-0.01627604,59.9964,12.21,5.51972613518141,10.74323,1.03362666666667,5.877472e-39,59.999,-23.04704,2.13782254182099,1.690818,1.02255202614379,5.877472e-39,59.998,-88.26429,0.770642457003629,98.07977,1.0360052173913
21.733,-0.004857369,59.9969,22.57481,5.62554580525059,26.67719,1.03921101449275,-0.0208664,59.99594,-139.429,0.0143444281265589,6.30854,1.00019113380574,5.877472e-39,59.999,-24.80556,2.28676791274929,1.53412,1.02314248366013,-0.007273355,59.99662,20.75405,9.23705622842347,17.80111,1.01954202898551,-0.00768024,59.99661,-169.4176,1.83305731628992,14.74821,1.01694173913043,-0.008265171,59.99549,12.16989,5.51972553762388,10.6974,1.03348869565217,5.877472e-39,59.998,-23.04704,2.13782254182099,1.644031,1.02252405228758,5.877472e-39,59.998,-88.21008,0.747311420856531,98.05962,1.03595362318841
21.767,-0.007400508,59.99669,22.56335,5.6332047000948,26.62562,1.03893536231884,-0.0180435,59.99533,-141.3713,0.0143444281265589,6.251246,1.00006371126858,5.877472e-39,59.999,-24.80556,2.28676791274929,1.509053,1.02347581699346,-0.01434325,59.99621,20.7028,9.24710714605471,17.73335,1.01923971014493,-0.01233419,59.99629,-169.4978,1.83816344537191,14.67946,1.01666608695652,-0.00750225,59.99531,12.12979,5.51972553762388,10.63437,1.03328173913043,5.877472e-39,59.998,-23.04704,2.13782254182099,1.599129,1.02263921568627,5.877472e-39,59.998,-88.21008,0.747311420856531,98.05962,1.03595362318841
21.8,-0.01258847,59.99631,22.50606,5.6332047000948,26.57405,1.03859072463768,-0.006713849,59.995,-140.0363,0.013241010578362,6.18822,0.99987190681791,5.877472e-39,59.999,-26.09951,2.28266300429687,1.489259,1.02325921568627,-0.01747132,59.99561,20.65167,9.25717599041181,17.67102,1.01894347826087,-0.02293906,59.99559,-169.6181,1.84326957445389,14.6107,1.01639014492754,-0.01673381,59.99511,12.07822,5.51972553762388,10.57134,1.03307507246377,5.877472e-39,59.998,-23.04704,2.13782254182099,1.604074,1.02269359477124,5.877472e-39,59.998,-88.21008,0.747311420856531,98.0395,1.03590202898551
21.833,-0.01118978,59.99592,22.42585,5.6332047000948,26.51676,1.03845275362319,-0.01293182,59.99466,-135.5386,0.0110341754819684,6.119466,0.999680773012175,5.877472e-39,59.998,-24.80556,2.28676791274929,1.444139,1.02398104575163,-0.01235965,59.99516,20.5806,9.26330095508008,17.61389,1.01875014492754,-0.02133686,59.99485,-169.6812,1.84582234021612,14.54194,1.01625246376812,-0.01696268,59.99454,12.00947,5.52227890094364,10.50831,1.03293710144928,5.877472e-39,59.997,-23.04704,2.13782254182099,1.550867,1.0234477124183,5.877472e-39,59.998,-88.21008,0.747311420856531,98.01794,1.03603275362319
21.867,-0.01091005,59.99554,22.40293,5.63703444629567,26.45947,1.03845246376812,5.877472e-39,59.99448,-127.7579,0.0121375930301652,6.05644,0.999744484280753,5.877472e-39,59.998,-26.09951,2.28266300429687,1.443319,1.02360758169935,-0.006586723,59.99488,20.53614,9.2626018127716,17.55052,1.01884579710145,-0.01238507,59.99434,-169.664,1.84326957445389,14.47318,1.01625246376812,-0.01327515,59.99442,11.92925,5.52738503002562,10.4453,1.03300608695652,5.877472e-39,59.997,-23.04704,2.13782254182099,1.53524,1.02291150326797,5.877472e-39,59.998,-88.21008,0.747311420856531,97.96618,1.03608695652174
21.9,-0.005696593,59.99532,22.36854,5.64086359493901,26.39644,1.03845275362319,5.877472e-39,59.9945,-126.6578,0.0121375930301652,5.987682,0.999744484280753,5.877472e-39,59.998,-26.09951,2.28266300429687,1.379771,1.02327869281046,-0.004781093,59.99474,20.48955,9.26549996678537,17.47931,1.01879014492754,-0.001144465,59.99422,-169.6869,1.84582234021612,14.39871,1.01618347826087,-0.003051739,59.99472,11.85478,5.52738443246809,10.38227,1.03300608695652,5.877472e-39,59.997,-23.04704,2.13782254182099,1.489573,1.02265503267974,5.877472e-39,59.998,-88.21008,0.747311420856531,97.94463,1.03621826086957
21.933,-0.01093548,59.99501,22.28833,5.64469334113988,26.31623,1.03824579710145,-0.02170564,59.99404,-124.5665,0.0110341754819684,5.913196,0.999617061743596,5.877472e-39,59.998,-26.09951,2.28266300429687,1.337957,1.0233091503268,-0.005416861,59.99459,20.41864,9.27166078490535,17.40284,1.01863449275362,-0.007095337,59.99407,-169.7958,1.84582234021612,14.31276,1.01604550724638,-0.00124611,59.99464,11.78029,5.52738443246809,10.30778,1.03279942028985,5.877472e-39,59.997,-23.04704,2.13782254182099,1.44168,1.02286078431373,5.877472e-39,59.998,-88.21008,0.747311420856531,97.9245,1.03616753623188
21.967,-0.01734417,59.99449,22.19092,5.64469334113988,26.23602,1.0381768115942,-0.02086638,59.99327,-118.0061,0.00993075793377152,5.82726,0.999489639206439,5.877472e-39,59.996,-24.80556,2.28676791274929,1.249219,1.02392222222222,-0.01637776,59.99413,20.33986,9.27227029358453,17.31801,1.01852347826087,-0.01716611,59.99358,-169.8817,1.84582234021612,14.22108,1.01597652173913,-0.009663915,59.99447,11.70008,5.52993779578785,10.22184,1.03273043478261,5.877472e-39,59.996,-23.04704,2.13782254182099,1.358871,1.0232939869281,5.877472e-39,59.997,-88.26429,0.770642457003629,97.88422,1.03606637681159
22,-0.01708989,59.99389,22.11072,5.64469334113988,26.1558,1.03810782608696,5.877472e-39,59.99321,-113.1131,0.00993075793377152,5.752767,0.999425257292928,5.877472e-39,59.996,-26.09951,2.28266300429687,1.249383,1.02331777777778,-0.01734417,59.99355,20.26312,9.26930640824262,17.23317,1.0184147826087,-0.01505532,59.99304,-169.9734,1.84582234021612,14.12941,1.01590753623188,-0.01424152,59.994,11.62558,5.52993839334538,10.14735,1.03266144927536,5.877472e-39,59.996,-23.04704,2.13782254182099,1.353065,1.02286666666667,5.877472e-39,59.997,-88.26429,0.770642457003629,97.77065,1.03615507246377
22.033,-0.00722249,59.99355,22.02477,5.64086359493901,26.08131,1.0381768115942,0.01819611,59.99374,-111.6463,0.00882734038557469,5.678291,0.999425927937861,5.877472e-39,59.996,-26.09951,2.28266300429687,0.9388688,1.02287869281046,-0.0005849451,59.99337,20.18836,9.26276315330433,17.15906,1.01841304347826,-0.0004577637,59.99287,-170.0937,1.84071621113413,14.04919,1.01583884057971,-0.009562187,59.99356,11.55111,5.52993779578785,10.07288,1.03273014492754,5.877472e-39,59.996,-24.4278,2.13217531140647,1.048439,1.02223986928105,5.877472e-39,59.997,-88.21008,0.747311420856531,97.66853,1.03609043478261
22.067,5.877472e-39,59.99355,21.95601,5.6332047000948,26.01256,1.03852173913043,0.02674101,59.9945,-111.3369,0.00993075793377152,5.620983,0.999744484280753,5.877472e-39,59.998,-26.09951,2.28266300429687,0.8981063,1.0238922875817,5.877472e-39,59.99337,20.13775,9.2529632098351,17.1008,1.01871623188406,-5.587935e-08,59.99287,-170.151,1.83305731628992,13.98618,1.01611449275362,-5.587935e-08,59.99443,11.47662,5.52993779578785,10.01557,1.03307507246377,5.877472e-39,59.996,-24.4278,2.13217531140647,1.007553,1.02325202614379,5.877472e-39,59.997,-88.21008,0.747311420856531,97.555,1.03618695652174
22.1,0.01047771,59.99372,21.893,5.62554580525059,25.95527,1.03893536231884,0.06103517,59.99632,-114.9866,0.0110341754819684,5.586617,1,5.877472e-39,59.996,-26.09951,2.28266300429687,0.876195,1.02353738562091,0.02471918,59.99396,20.08084,9.23401466060284,17.06448,1.01903420289855,0.02609259,59.9935,-170.1567,1.82284505812596,13.94034,1.01639014492754,0.008010864,59.99573,11.42505,5.5324911591076,9.981201,1.03335072463768,5.877472e-39,59.996,-24.4278,2.13217531140647,0.9856555,1.02289633986928,5.877472e-39,59.997,-88.21008,0.747311420856531,97.48311,1.03620086956522
22.133,0.01976014,59.99438,21.81851,5.61405716420551,25.9037,1.03921101449275,5.877472e-39,59.99686,-121.4381,0.0110341754819684,5.546508,1.00019113380574,5.877472e-39,59.996,-26.09951,2.28266300429687,0.8125649,1.02382418300654,0.0360616,59.99519,20.01155,9.21672134572483,17.02555,1.01930202898551,0.03832497,59.99475,-170.1911,1.81263339751952,13.90023,1.01659710144928,0.03522238,59.99684,11.36776,5.5324911591076,9.941094,1.03355768115942,5.877472e-39,59.996,-23.04704,2.13782254182099,0.9219573,1.02318104575163,5.877472e-39,59.997,-89.99999,0.746946910764078,97.44279,1.0361052173913
22.167,0.01950583,59.99504,21.72684,5.6063982693613,25.85213,1.03948695652174,5.877472e-39,59.99691,-128.2907,0.0121375930301652,5.517862,1.00025484507431,5.877472e-39,59.998,-26.09951,2.28266300429687,0.7777856,1.02405699346405,0.03102623,59.99631,19.95415,9.19779669879371,16.99759,1.01957739130435,0.03161109,59.99586,-170.2942,1.80242113935555,13.87158,1.01687275362319,0.03051759,59.99732,11.31046,5.5324911591076,9.906714,1.03376434782609,5.877472e-39,59.997,-24.4278,2.13217531140647,0.8921093,1.02346588235294,5.877472e-39,59.996,-89.99999,0.746946910764078,97.40115,1.03619275362319
