Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m,P004.df,P004.f,P004.ip_a,P004.ip_m,P004.vp_a,P004.vp_m,P005.df,P005.f,P005.ip_a,P005.ip_m,P005.vp_a,P005.vp_m,P006.df,P006.f,P006.ip_a,P006.ip_m,P006.vp_a,P006.vp_m,P007.df,P007.f,P007.ip_a,P007.ip_m,P007.vp_a,P007.vp_m,P008.df,P008.f,P008.ip_a,P008.ip_m,P008.vp_a,P008.vp_m
366.9,-0.005671196,59.98251,92.33159,5.61405776176304,96.53709,1.03921101449275,0.001907386,59.98273,-66.50294,0.0275854387049209,75.95647,0.999489639206439,5.877472e-39,59.984,45.96376,2.34746570206389,70.21737,1.02016980392157,-0.007858314,59.98276,90.47517,9.24219522316953,87.6347,1.01909275362319,-0.01230877,59.98358,-100.1298,1.8841174119947,84.61958,1.01673507246377,-0.009180754,59.98192,81.93813,5.5324911591076,80.37969,1.03238550724638,5.877472e-39,59.983,47.90524,2.22320940769913,70.32305,1.01966797385621,5.877472e-39,59.983,-41.98721,0.31403572263764,165.0417,1.03638724637681
366.933,-0.003458709,59.98239,92.11386,5.61788691040638,96.31937,1.03900434782609,-0.01922607,59.98241,-66.49148,0.0275854387049209,75.73872,0.999297834755771,5.877472e-39,59.984,45.06858,2.41052600001976,69.99178,1.0196645751634,-0.004603118,59.98262,90.25302,9.24782421508905,87.41815,1.01887362318841,-0.007731132,59.9833,-100.296,1.88922354107668,84.40758,1.01645913043478,-0.006129071,59.98137,81.73186,5.53249056155008,80.16196,1.03217884057971,5.877472e-39,59.983,47.90524,2.22320940769913,70.10314,1.01917359477124,5.877472e-39,59.983,-41.98721,0.31403572263764,164.8447,1.03658463768116
366.967,-0.004247054,59.98226,91.88468,5.61788631284885,96.10165,1.03886637681159,-0.02685539,59.98149,-64.65228,0.0286888562531177,75.51527,0.999170412218614,5.877472e-39,59.984,44.74488,2.36055291342105,69.77508,1.02067568627451,-0.007959902,59.98238,90.01167,9.24882811173711,87.19463,1.01860666666667,-0.01124069,59.98295,-100.4851,1.89688243592089,84.19559,1.01625246376812,-0.006510392,59.98115,81.49696,5.5324911591076,79.93852,1.03197188405797,5.877472e-39,59.983,47.61925,2.17262681242124,69.88723,1.02007516339869,5.877472e-39,59.983,-41.98721,0.31403572263764,164.6228,1.03653710144928
367,-0.007527731,59.98203,91.65549,5.62171665660725,95.8782,1.03865971014493,-0.01243595,59.98095,-62.34326,0.0286888562531177,75.28609,0.998978607767946,5.877472e-39,59.982,45.06858,2.41052600001976,69.53216,1.02015006535948,-0.0107066,59.98204,89.77824,9.24777641048676,86.97099,1.0183547826087,-0.01647949,59.98245,-100.6856,1.9045413307651,83.97215,1.0159768115942,-0.007781871,59.98112,81.27923,5.5324911591076,79.70933,1.03176492753623,5.877472e-39,59.982,46.60751,2.23462709528288,69.62127,1.01947163398693,5.877472e-39,59.983,-41.98721,0.31403572263764,164.3589,1.03652608695652
367.033,-0.005645826,59.98183,91.43777,5.62554580525059,95.66048,1.03845275362319,-0.0007629767,59.98086,-62.21148,0.0286888562531177,75.05691,0.99878747396221,5.877472e-39,59.982,44.74488,2.36055291342105,69.09304,1.0204431372549,-0.01213074,59.98163,89.54887,9.25606453340859,86.74899,1.0180568115942,-0.0127919,59.98199,-100.9205,1.90709469408486,83.74869,1.01563188405797,-0.01627609,59.98084,81.06723,5.53504392486983,79.48015,1.03155826086957,5.877472e-39,59.982,46.60751,2.23462709528288,69.2048,1.01981882352941,5.877472e-39,59.982,-45,0.33010703236964,164.0727,1.03646086956522
367.067,-0.005747415,59.98163,91.1914,5.62937495389393,95.43703,1.03824608695652,-0.0003814325,59.98084,-63.11102,0.0275854387049209,74.82774,0.998596340156475,5.877472e-39,59.984,45.06858,2.41052600001976,68.85189,1.02039464052288,-0.004933588,59.98141,89.30614,9.2632471749025,86.52165,1.0178052173913,-0.01098622,59.98161,-101.1382,1.90964745984709,83.51951,1.01535623188406,-0.01220707,59.98022,80.84952,5.5324911591076,79.25097,1.03135130434783,5.877472e-39,59.983,46.60751,2.23462709528288,68.96352,1.01976196078431,5.877472e-39,59.982,-45,0.33010703236964,163.7894,1.03659826086957
367.1,-0.004272424,59.98149,90.96222,5.62937555145146,95.20784,1.03810811594203,-0.004043542,59.98073,-60.802,0.0275854387049209,74.59282,0.998531958242964,5.877472e-39,59.982,44.74488,2.36055291342105,68.67718,1.0208585620915,-0.007654913,59.9812,89.05154,9.26365351402196,86.28558,1.01772463768116,-0.009002723,59.9813,-101.3158,1.91475358892907,83.29031,1.01528724637681,-0.004730187,59.9804,80.6146,5.5324911591076,79.01604,1.03128231884058,5.877472e-39,59.982,46.60751,2.23462709528288,68.78774,1.02032222222222,5.877472e-39,59.982,-45,0.33010703236964,163.548,1.03672869565217
367.133,-1.117587e-07,59.98142,90.74448,5.63320529765233,94.98438,1.03810782608696,0.008621179,59.98087,-60.11446,0.0264820211567241,74.36936,0.998531958242964,5.877472e-39,59.982,44.74488,2.36055291342105,68.47897,1.02064039215686,0.0007629767,59.98111,88.8184,9.26323522375193,86.05643,1.01772173913043,-0.001093671,59.98118,-101.5107,1.91730695224883,83.06113,1.01528724637681,5.877472e-39,59.98027,80.39115,5.5324911591076,78.7926,1.03128231884058,5.877472e-39,59.982,46.29304,2.18430950377854,68.58947,1.02009712418301,5.877472e-39,59.982,-45,0.33010703236964,163.3484,1.03684260869565
367.167,0.001474991,59.98147,90.49812,5.63703444629567,94.76665,1.03797014492754,0.008163415,59.9814,-61.62706,0.0264820211567241,74.14592,0.998404535705807,5.877472e-39,59.982,43.53999,2.37469616481585,68.21819,1.02016836601307,0.0003053248,59.98113,88.59912,9.26419729137299,85.83936,1.01760927536232,1.117587e-07,59.98118,-101.7799,1.91985971801105,82.84341,1.01514927536232,0.002136156,59.98054,80.17916,5.5324911591076,78.57487,1.03114434782609,5.877472e-39,59.982,45.3236,2.24717899901745,68.32369,1.0194985620915,5.877472e-39,59.982,-45,0.33010703236964,163.149,1.03696927536232
367.2,-0.006434061,59.98129,90.24602,5.63703444629567,94.53748,1.03783217391304,-0.0206757,59.98105,-62.24013,0.0264820211567241,73.911,0.99827711316865,5.877472e-39,59.981,43.53999,2.37469616481585,67.99841,1.02044836601307,-0.007960014,59.98093,88.35099,9.26856543690714,85.60824,1.01739188405797,-0.004781038,59.98103,-102.0435,1.91985971801105,82.6085,1.01494231884058,-0.001424029,59.98072,79.96143,5.5324911591076,78.33997,1.03086869565217,5.877472e-39,59.981,45.3236,2.24717899901745,68.10952,1.01978614379085,5.877472e-39,59.982,-45,0.33010703236964,162.9271,1.03704057971014
367.233,-0.005518533,59.98111,89.99392,5.63703444629567,94.30257,1.03769420289855,-0.02433781,59.98015,-61.8276,0.0264820211567241,73.67036,0.998085979362914,5.877472e-39,59.981,42.34988,2.38987823100299,67.79742,1.01984705882353,-0.003026202,59.98078,88.10405,9.26740617530164,85.36834,1.01719449275362,-0.005798377,59.98087,-102.2841,1.91985971801105,82.36213,1.01466666666667,-0.002466738,59.98052,79.73225,5.5324911591076,78.09931,1.03073072463768,5.877472e-39,59.981,44.98163,2.19714893660743,67.88534,1.01912117647059,5.877472e-39,59.982,-48.01278,0.31403572263764,162.7344,1.03696347826087
367.267,0.001703762,59.98108,89.77047,5.63703444629567,94.07338,1.03755652173913,5.877472e-39,59.98005,-59.89673,0.0264820211567241,73.43544,0.998021597449403,5.877472e-39,59.982,43.53999,2.37469616481585,67.53698,1.02089594771242,0.005137101,59.98083,87.85706,9.26642020537943,85.13725,1.01716492753623,-0.004755668,59.98063,-102.5305,1.9173063546913,82.12149,1.01459768115942,-0.005620234,59.98085,79.49161,5.53504392486983,77.86441,1.03066173913043,5.877472e-39,59.982,44.98163,2.19714893660743,67.64193,1.02020405228758,5.877472e-39,59.982,-48.01278,0.31403572263764,162.5127,1.03706376811594
367.3,1.117587e-07,59.98115,89.54128,5.6332047000948,93.85566,1.03769420289855,0.04341133,59.98117,-59.16908,0.0264820211567241,73.22345,0.998021597449403,5.877472e-39,59.981,43.17859,2.32510600866993,67.36019,1.02100692810458,0.003382377,59.98103,87.62466,9.26108401664893,84.92188,1.01720579710145,7.63312e-05,59.98067,-102.8055,1.91475358892907,81.90375,1.01466666666667,0.005442202,59.98175,79.25097,5.53504452242736,77.64667,1.03079971014493,5.877472e-39,59.981,44.98163,2.19714893660743,67.44695,1.02037150326797,5.877472e-39,59.982,-48.01278,0.31403572263764,162.2878,1.03700434782609
367.333,0.00381466,59.98121,89.30637,5.62554580525059,93.64365,1.03797014492754,0.03768917,59.98257,-62.41775,0.0275854387049209,73.01719,0.998149690631492,5.877472e-39,59.981,41.17529,2.40607658666172,67.1207,1.02004692810458,0.01029979,59.98121,87.41381,9.24909701262499,84.72253,1.01746782608696,0.008951873,59.98082,-103.0405,1.90709469408486,81.70896,1.01487333333333,5.877472e-39,59.98248,79.02751,5.53759728818959,77.44614,1.03093768115942,5.877472e-39,59.981,43.68615,2.21112656064375,67.22472,1.01944431372549,5.877472e-39,59.982,-48.01278,0.31403572263764,162.0951,1.03696637681159
367.367,0.02077751,59.98176,89.07719,5.62171605904972,93.44312,1.03817710144928,0.02021793,59.98335,-65.60339,0.0286888562531177,72.81665,0.99827711316865,5.877472e-39,59.982,41.96571,2.34060872942307,66.9649,1.02137503267974,0.02901703,59.98203,87.18834,9.23607025850126,84.52651,1.01761652173913,0.03389999,59.98175,-103.2983,1.90198856500288,81.51415,1.01508028985507,0.02133686,59.98278,78.82124,5.53759728818959,77.24561,1.03107565217391,5.877472e-39,59.982,44.98163,2.19714893660743,67.07452,1.02078013071895,5.877472e-39,59.982,-48.01278,0.31403572263764,161.8734,1.03711130434783
367.4,0.01818337,59.98247,88.86519,5.61788631284885,93.24259,1.0383147826087,5.877472e-39,59.98346,-69.00676,0.0297922738013146,72.62184,0.99827711316865,5.877472e-39,59.981,42.34988,2.38987823100299,66.67754,1.0205537254902,0.02433781,59.98296,86.94787,9.22773433097714,84.32668,1.0175947826087,0.02866119,59.98283,-103.5733,1.89432967015866,81.31361,1.01508028985507,0.03387451,59.98299,78.63217,5.53759728818959,77.05081,1.03107565217391,5.877472e-39,59.981,44.0546,2.26084789365758,66.78704,1.01994888888889,5.877472e-39,59.982,-48.01278,0.31403572263764,161.6582,1.03703942028985
367.433,0.01098633,59.9829,88.63029,5.61022801556217,93.04206,1.03845275362319,5.877472e-39,59.98343,-69.58545,0.0308956913495114,72.42702,0.998340824437228,5.877472e-39,59.981,41.17529,2.40607658666172,66.45455,1.02061816993464,0.009358786,59.9834,86.72816,9.22414301023018,84.13748,1.01767014492754,0.01380924,59.98343,-103.8025,1.88667017775693,81.1188,1.01514927536232,0.01645401,59.98369,78.44882,5.53759728818959,76.856,1.03114463768116,5.877472e-39,59.981,44.0546,2.26084789365758,66.56969,1.02001764705882,5.877472e-39,59.982,-48.01278,0.31403572263764,161.4526,1.03692376811594
367.467,0.01083378,59.98322,88.41256,5.60256852316043,92.86444,1.03872869565217,0.05546568,59.98476,-68.91508,0.0308956913495114,72.25514,0.998468246974385,5.877472e-39,59.982,41.17529,2.40607658666172,66.34469,1.02039869281046,0.01314797,59.98372,86.50822,9.20926382776776,83.96958,1.01792434782609,0.01294456,59.98377,-104.0145,1.87645851715049,80.95265,1.01535594202899,0.007044487,59.98466,78.25976,5.53759728818959,76.68411,1.03128231884058,5.877472e-39,59.982,43.68615,2.21112656064375,66.436,1.01985071895425,5.877472e-39,59.981,-48.01278,0.31403572263764,161.2373,1.03688057971014
367.5,0.01991272,59.98386,88.24066,5.60256852316043,92.68681,1.03893536231884,0.00869751,59.98582,-70.91471,0.0319991088977082,72.08327,0.998596340156475,5.877472e-39,59.984,41.17529,2.40607658666172,66.10558,1.02024692810458,0.0226593,59.98449,86.30904,9.19907547190494,83.80334,1.01812434782609,0.01762396,59.98444,-104.2036,1.86879962230628,80.78076,1.01556289855072,0.02120979,59.9845,78.07066,5.53759669063206,76.51221,1.03148927536232,5.877472e-39,59.983,42.40757,2.22621985056675,66.19097,1.01968104575163,5.877472e-39,59.982,-48.01278,0.31403572263764,161.0413,1.03673246376812
367.533,0.003738329,59.98413,88.0516,5.60256852316043,92.49775,1.03907333333333,-0.03700258,59.9852,-73.16071,0.0331025264459051,71.89418,0.99878747396221,5.877472e-39,59.984,41.96571,2.34060872942307,65.95058,1.02172705882353,0.002797432,59.98473,86.13854,9.20266679265189,83.61272,1.01829333333333,-0.002924558,59.98447,-104.3869,1.86369349322429,80.58595,1.01570057971014,0.01144409,59.98377,77.87012,5.53504392486983,76.32314,1.03162695652174,0.01,59.983,43.68615,2.21112656064375,66.04217,1.02106483660131,5.877472e-39,59.982,-48.01278,0.31403572263764,160.8226,1.03654376811594
367.567,0.0007120147,59.98415,87.85106,5.60639886691883,92.29149,1.03921130434783,-0.04043581,59.98376,-73.38416,0.0331025264459051,71.69938,0.998914896499367,5.877472e-39,59.984,40.76933,2.35714628991196,65.75344,1.02042928104575,5.877472e-39,59.98473,85.96159,9.21434306676096,83.40995,1.0184547826087,5.877472e-39,59.98447,-104.5817,1.86624625898652,80.37969,1.01590753623188,-0.0006359071,59.9834,77.65813,5.53504392486983,76.12261,1.03176492753623,0.01,59.983,43.68615,2.21112656064375,65.86758,1.01990692810458,5.877472e-39,59.982,-48.01278,0.31403572263764,160.6011,1.03677797101449
367.6,0.002848282,59.98426,87.69636,5.61022801556217,92.1024,1.03941797101449,5.877472e-39,59.98338,-74.47851,0.0319991088977082,71.49885,0.999106700950036,5.877472e-39,59.984,39.59011,2.37469616481585,65.51482,1.02021830065359,-0.01139319,59.98444,85.75603,9.21817341051936,83.20776,1.01878260869565,-0.00874836,59.98426,-104.7651,1.86624625898652,80.17916,1.01618347826087,-0.002187118,59.98351,77.44042,5.53759728818959,75.92207,1.03197188405797,0.01,59.983,42.40757,2.22621985056675,65.60046,1.01953359477124,5.877472e-39,59.982,-48.01278,0.31403572263764,160.4015,1.03649623188406
367.633,-0.006510504,59.98409,87.54166,5.61405716420551,91.91333,1.03962492753623,0.02052303,59.98376,-75.93382,0.0308956913495114,71.30976,0.999297834755771,5.877472e-39,59.985,40.76933,2.35714628991196,65.36233,1.02141725490196,-0.01541141,59.98389,85.57925,9.22432825306405,83.01942,1.01907739130435,-0.01454663,59.98374,-104.9484,1.86369349322429,79.99009,1.01645913043478,-0.01368206,59.98364,77.23988,5.53759728818959,75.733,1.03224753623188,0.01,59.984,41.99584,2.17693842381703,65.4472,1.02083163398693,5.877472e-39,59.982,-48.01278,0.31403572263764,160.2088,1.03657275362319
367.667,-0.00600189,59.98395,87.35259,5.62171605904972,91.72426,1.03976260869565,5.877472e-39,59.98415,-73.65918,0.0297922738013146,71.11497,0.99936154602435,5.877472e-39,59.985,40.76933,2.35714628991196,65.13702,1.02094418300654,-0.0073497,59.98364,85.38912,9.23518587335892,82.82349,1.01917565217391,-0.007273369,59.98352,-105.1375,1.86369349322429,79.78954,1.01666608695652,-0.00465408,59.98333,77.06226,5.53249056155008,75.53819,1.03231652173913,5.877472e-39,59.984,42.40757,2.22621985056675,65.25134,1.02029673202614,5.877472e-39,59.982,-48.01278,0.31403572263764,159.9804,1.03650434782609
367.7,-0.003280565,59.98374,87.14632,5.62937495389393,91.51798,1.03969362318841,-0.03379818,59.98355,-71.47048,0.0297922738013146,70.9087,0.99936154602435,5.877472e-39,59.985,39.59011,2.37469616481585,64.94378,1.02105660130719,-0.008366928,59.98336,85.1927,9.24845165049409,82.6133,1.01918,-0.006306991,59.98324,-105.3437,1.86624685654405,79.57756,1.01673507246377,-0.01088463,59.98332,76.86746,5.52993779578785,75.32619,1.03231652173913,5.877472e-39,59.984,42.40757,2.22621985056675,65.02898,1.0203568627451,5.877472e-39,59.982,-48.01278,0.31403572263764,159.7877,1.03660666666667
367.733,-0.001958236,59.98371,86.95724,5.63320529765233,91.31745,1.03969362318841,-0.03036495,59.98237,-71.96322,0.0297922738013146,70.69669,0.999489639206439,5.877472e-39,59.985,40.01689,2.4232726815279,64.74673,1.02075908496732,-0.008570328,59.98314,84.98824,9.25272418682366,82.39658,1.01929884057971,-0.007476769,59.98307,-105.55,1.8713523880685,79.36555,1.01680376811594,-0.004145242,59.98341,76.64973,5.52993779578785,75.1142,1.03238550724638,5.877472e-39,59.984,42.40757,2.22621985056675,64.85452,1.02019215686275,5.877472e-39,59.983,-48.01278,0.31403572263764,159.5664,1.03691304347826
367.767,-0.01205441,59.98338,86.79108,5.63703444629567,91.11119,1.03976260869565,5.877472e-39,59.98219,-70.9892,0.0286888562531177,70.4847,0.999617061743596,5.877472e-39,59.984,40.01689,2.4232726815279,64.52499,1.02075071895425,-0.01022335,59.98281,84.79059,9.25480368702322,82.18349,1.01945884057971,-0.01269031,59.9827,-105.7104,1.8713523880685,79.14782,1.01694173913043,-0.009638518,59.98331,76.43201,5.5324911591076,74.90221,1.03252347826087,5.877472e-39,59.983,42.40757,2.22621985056675,64.63263,1.02017633986928,5.877472e-39,59.982,-48.01278,0.31403572263764,159.3702,1.03686869565217
367.8,-0.007502139,59.98306,86.60775,5.63703444629567,90.90492,1.03990057971015,0.0176239,59.98261,-70.94336,0.0286888562531177,70.27845,0.999744484280753,5.877472e-39,59.984,40.01689,2.4232726815279,64.32641,1.02078875816993,-0.003509559,59.98257,84.62177,9.2591180523798,81.97766,1.01968405797101,-0.007222518,59.98235,-105.8422,1.8713523880685,78.94157,1.01714869565217,-0.01134239,59.98318,76.21429,5.53504452242736,74.69595,1.03266144927536,5.877472e-39,59.983,42.40757,2.22621985056675,64.43487,1.02000117647059,5.877472e-39,59.983,-50.71059,0.33175342287247,159.1681,1.03707333333333
367.833,-0.001729354,59.98297,86.37855,5.63703444629567,90.69866,1.04003855072464,0.007705651,59.98306,-72.35857,0.0264820211567241,70.07791,0.999872577462843,5.877472e-39,59.985,39.59011,2.37469616481585,64.17513,1.02069241830065,-0.001500361,59.98254,84.4165,9.25801854652715,81.7748,1.0197947826087,-0.001220629,59.98233,-106.0198,1.8713523880685,78.72958,1.01728666666667,5.877472e-39,59.98271,76.00229,5.53759728818959,74.49541,1.03279942028985,5.877472e-39,59.984,42.40757,2.22621985056675,64.28262,1.0201062745098,5.877472e-39,59.982,-50.71059,0.33175342287247,158.972,1.03705333333333
367.867,-0.00246685,59.9829,86.14938,5.63703444629567,90.48667,1.04010753623188,-0.01205441,59.98285,-74.553,0.0264820211567241,69.86591,0.99987190681791,5.877472e-39,59.985,39.59011,2.37469616481585,63.97079,1.02074483660131,-0.001042709,59.98249,84.18882,9.25261065089322,81.56116,1.01984173913043,-0.0005848333,59.98225,-106.2204,1.8713523880685,78.51184,1.01735536231884,-0.0005594641,59.98253,75.78457,5.53759728818959,74.28342,1.03286811594203,5.877472e-39,59.984,40.70995,2.19348790947573,64.06112,1.02002653594771,5.877472e-39,59.983,-50.71059,0.33175342287247,158.7721,1.03687449275362
367.9,-0.01012176,59.98263,85.92591,5.6332047000948,90.26321,1.04010753623188,-0.02540588,59.98203,-74.71915,0.0264820211567241,69.6482,0.99987190681791,5.877472e-39,59.984,39.59011,2.37469616481585,63.75717,1.02017620915033,-0.0005086139,59.98249,83.96249,9.25305881903968,81.33675,1.01982811594203,-0.001958236,59.98222,-106.461,1.87390575138826,78.2884,1.01735536231884,5.877472e-39,59.98219,75.56111,5.53504392486983,74.05996,1.03279913043478,5.877472e-39,59.983,41.14684,2.24240628105567,63.86443,1.01957633986928,5.877472e-39,59.983,-50.71059,0.33175342287247,158.5759,1.03687913043478
367.933,-0.01650486,59.98213,85.67381,5.63320529765233,90.03403,1.04003855072464,-0.01625061,59.98137,-71.05795,0.0264820211567241,69.41901,0.99987190681791,5.877472e-39,59.985,39.59011,2.37469616481585,63.57888,1.02111503267974,-0.01426689,59.98212,83.75066,9.25467819994222,81.10509,1.01978028985507,-0.01088474,59.98193,-106.7131,1.87645851715049,78.0592,1.01721768115942,-0.004272424,59.98132,75.34338,5.53504392486983,73.8365,1.03279913043478,5.877472e-39,59.984,42.40757,2.22621985056675,63.66851,1.02048928104575,5.877472e-39,59.983,-50.71059,0.33175342287247,158.3759,1.03672492753623
367.967,-0.0180563,59.98151,85.41026,5.62937495389393,89.79911,1.04010753623188,-0.002212599,59.98123,-69.42502,0.0253786036085272,69.19556,0.99987190681791,5.877472e-39,59.985,38.4287,2.3932384788517,63.35824,1.02087660130719,-0.02301537,59.9814,83.50803,9.24868469793025,80.86842,1.01978869565217,-0.01579273,59.98142,-106.9022,1.87645851715049,77.83002,1.01721739130435,-0.01706455,59.98068,75.12566,5.53504392486983,73.60732,1.03279942028985,5.877472e-39,59.984,41.14684,2.24240628105567,63.47103,1.02026980392157,5.877472e-39,59.983,-50.71059,0.33175342287247,158.1797,1.03675420289855
368,-0.01609806,59.98097,85.18107,5.62554580525059,89.55847,1.04017623188406,-0.008010864,59.98098,-72.14657,0.0253786036085272,68.96637,0.999936288731421,5.877472e-39,59.984,39.59011,2.37469616481585,63.15789,1.0216077124183,-0.01772549,59.98077,83.28588,9.2415199831622,80.62903,1.01994405797101,-0.01019798,59.98103,-107.097,1.87645851715049,77.60085,1.01728637681159,-0.015513,59.98059,74.89075,5.5324911591076,73.37814,1.03293710144928,5.877472e-39,59.983,41.14684,2.24240628105567,63.24725,1.02097019607843,5.877472e-39,59.983,-50.71059,0.33175342287247,157.9155,1.03669855072464
368.033,-0.01129143,59.98052,84.95189,5.61788691040638,89.31783,1.04031420289855,0.001449622,59.98101,-73.29249,0.0264820211567241,68.73718,1.00006371126858,5.877472e-39,59.985,37.96378,2.34518269455469,62.74068,1.02091320261438,-0.003890991,59.98053,83.07176,9.23784500436124,80.39604,1.02001188405797,-0.004272535,59.98085,-107.3376,1.87390515383073,77.37167,1.01735565217391,-0.008672029,59.98099,74.64438,5.5324911591076,73.14896,1.03300608695652,5.877472e-39,59.984,40.70995,2.19348790947573,62.82986,1.02026405228758,5.877472e-39,59.983,-50.71059,0.33175342287247,157.6326,1.03680492753623
368.067,-0.01045235,59.98018,84.71698,5.61405716420551,89.07719,1.0403831884058,5.877472e-39,59.98101,-73.02319,0.0253786036085272,68.50801,1.00006371126858,5.877472e-39,59.985,37.96378,2.34518269455469,62.54791,1.02116967320261,-0.003153607,59.98046,82.82827,9.23231759722158,80.16309,1.02009623188406,-0.001652911,59.98077,-107.5382,1.87390575138826,77.13675,1.01742434782609,-0.002441257,59.98103,74.40946,5.53504392486983,72.91977,1.03307507246377,5.877472e-39,59.984,40.70995,2.19348790947573,62.65432,1.02052954248366,5.877472e-39,59.983,-50.71059,0.33175342287247,157.3645,1.0366252173913
368.1,-0.004704818,59.97997,84.45341,5.61022801556217,88.83083,1.04045217391304,-0.02998352,59.98024,-73.38989,0.0253786061911916,68.26736,1.00012742253716,5.877472e-39,59.982,38.4287,2.3932384788517,62.27944,1.02148666666667,NaN,NaN,NaN,NaN,NaN,NaN,-0.00358589,59.98069,-107.6929,1.87390575138826,76.89611,1.01749333333333,-0.004272535,59.98059,74.16882,5.53504452242736,72.67341,1.03314376811594,5.877472e-39,59.982,41.14684,2.24240628105567,62.39151,1.02084196078431,5.877472e-39,59.983,-50.71059,0.33175342287247,157.1363,1.03676173913043
368.133,-0.009663999,59.97967,84.18986,5.61022801556217,88.57872,1.04052115942029,5.877472e-39,59.97986,-72.67369,0.0253786036085272,68.02673,1.00019113380574,5.877472e-39,59.984,37.96378,2.34518269455469,62.10494,1.02147124183007,-0.0004322827,59.98019,82.38186,9.21898011318298,79.68143,1.02028811594203,-0.008951761,59.98043,-107.8991,1.8713523880685,76.65546,1.01749333333333,-0.009078942,59.98044,73.92818,5.53504392486983,72.43848,1.03321304347826,5.877472e-39,59.983,40.70995,2.19348790947573,62.21666,1.02092405228758,5.877472e-39,59.983,-50.71059,0.33175342287247,156.9362,1.03669855072464
368.167,-0.001907274,59.97957,83.94348,5.6063982693613,88.33234,1.04059014492754,0.03166191,59.98056,-72.41586,0.0242751886429948,67.79755,1.00025484507431,5.877472e-39,59.984,37.96378,2.34518269455469,61.93066,1.02136169934641,0.001449622,59.98028,82.13749,9.21392477649093,79.44497,1.02040144927536,-0.008214377,59.98017,-108.1684,1.86879962230628,76.41483,1.01756231884058,-0.0006612763,59.98012,73.699,5.53504392486983,72.20358,1.03328173913043,5.877472e-39,59.983,38.96249,2.16273952162979,62.04229,1.02080849673203,5.877472e-39,59.983,-50.71059,0.33175342287247,156.7494,1.03674434782609
368.2,-0.008977242,59.97932,83.65701,5.60256912071796,88.08025,1.04045217391304,-0.004424974,59.98049,-74.34673,0.0242751860603304,67.55116,1.00012742253716,5.877472e-39,59.982,37.28558,2.41274805666104,61.60519,1.02118261437908,-0.007044375,59.98004,81.87218,9.2104529672497,79.19777,1.02024608695652,-0.006891936,59.97991,-108.4549,1.86879962230628,76.16272,1.01742434782609,-0.009104311,59.97942,73.46982,5.53249056155008,71.95721,1.03307507246377,5.877472e-39,59.982,39.44395,2.21112656064375,61.71084,1.02061503267974,5.877472e-39,59.983,-50.71059,0.33175342287247,156.5533,1.03687449275362
368.233,-0.008239746,59.97906,83.38772,5.60256912071796,87.81096,1.0402452173913,-0.06645195,59.97851,-77.56102,0.0242751860603304,67.28188,1,5.877472e-39,59.982,37.28558,2.41274805666104,61.40127,1.02139843137255,-0.01523338,59.97966,81.595,9.21192893434537,78.92852,1.01997536231884,-0.01164749,59.97963,-108.7299,1.8713523880685,75.89343,1.01721768115942,-0.009206235,59.97894,73.21772,5.52993779578785,71.68792,1.03286811594203,5.877472e-39,59.982,39.44395,2.21112656064375,61.48952,1.0207122875817,5.877472e-39,59.983,-50.71059,0.33175342287247,156.3572,1.03701652173913
368.267,-0.01223233,59.97863,83.15854,5.6063982693613,87.54739,1.04010753623188,-0.0117493,59.97739,-76.83337,0.0231717685121336,67.01259,0.999936288731421,5.877472e-39,59.982,36.16126,2.43320237292312,61.18063,1.02110235294118,-0.01973469,59.97898,81.35649,9.21878291919854,78.65789,1.01979275362319,-0.02441403,59.97889,-108.9419,1.87390515383073,75.62415,1.01707971014493,-0.02070107,59.97877,72.95415,5.5324911591076,71.41863,1.03279942028985,5.877472e-39,59.982,38.19859,2.22982655192487,61.26864,1.02051385620915,5.877472e-39,59.983,-50.71059,0.33175342287247,156.1613,1.03717072463768
368.3,-0.009180754,59.97834,82.92362,5.61022801556217,87.28382,1.03996956521739,0.02952576,59.97788,-72.5591,0.0209649308330755,66.74903,0.999808195549332,5.877472e-39,59.981,35.6589,2.38595087507885,60.95995,1.02071777777778,-0.018158,59.97841,81.10354,9.22487800599037,78.39452,1.01967623188406,-0.02283733,59.97813,-109.2055,1.87390515383073,75.35485,1.01694173913043,-0.01441967,59.97879,72.70778,5.5324911591076,71.16079,1.03273014492754,5.877472e-39,59.981,38.19859,2.22982655192487,61.05368,1.02012522875817,5.877472e-39,59.983,-50.71059,0.33175342287247,155.9653,1.03733739130435
368.333,-0.004501417,59.97808,82.64288,5.61405776176304,87.02028,1.0398315942029,0.006027259,59.97852,-70.26154,0.0209649334157399,66.4912,0.999808195549332,5.877472e-39,59.981,35.6589,2.38595087507885,60.72088,1.02148470588235,-0.008875653,59.978,80.85658,9.22876810550163,78.1323,1.01951565217391,-0.01266472,59.97759,-109.5263,1.8713523880685,75.08556,1.01680376811594,-0.0145977,59.97864,72.4557,5.5324911591076,70.90296,1.03266144927536,5.877472e-39,59.981,38.19859,2.22982655192487,60.83181,1.02088954248366,5.877472e-39,59.984,-50.71059,0.33175342287247,155.7653,1.03734811594203
