ID, Data Source, Description, Device/site, Event Tags, Sensor, Rate (Hz), Event Date, Time (UTC), Wave Start, Wave End, Duration (s)
1232, Provider 9,"Number of measuring PMUs: 9; Oscillation frequency: 0.75Hz", , Events::System Event/Condition::Oscillation, PMU, 30.0, 2016-04-01, 20:00:00.000000, 20:00:00.000000, 20:11:59.967000, 719.967
