Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m,P004.df,P004.f,P004.ip_a,P004.ip_m,P004.vp_a,P004.vp_m,P005.df,P005.f,P005.ip_a,P005.ip_m,P005.vp_a,P005.vp_m,P006.df,P006.f,P006.ip_a,P006.ip_m,P006.vp_a,P006.vp_m,P007.df,P007.f,P007.ip_a,P007.ip_m,P007.vp_a,P007.vp_m,P008.df,P008.f,P008.ip_a,P008.ip_m,P008.vp_a,P008.vp_m,P009.df,P009.f,P009.ip_a,P009.ip_m,P009.vp_a,P009.vp_m
52.867,0.01,60.002,75.80693,2.22930873801544,75.71302,1.0661308,0.01,60.002,70.26656,4.94597760213759,73.95403,1.0527616,0.01,60.002,-122.2797,1.66118642560985,71.9359,1.02444217391304,5.877472e-39,60.001,66.5252,2.58302122573393,71.42216,1.0434502,5.877472e-39,60.002,-144.3518,1.01503027065797,73.16725,1.0553698,0.01,60.002,88.83705,5.20172183207837,80.32479,1.0674844,0.01,60.002,63.07684,4.02702851990248,75.4957,1.0655516,5.877472e-39,60.002,-101.1922,8.7802474001013,73.68739,1.01303173913043,5.877472e-39,60.001,-96.78059,8.54628596073176,73.82465,1.0462702
52.9,5.877472e-39,60.002,75.80693,2.22930873801544,75.73664,1.0660876,5.877472e-39,60.002,70.35719,4.94533587731339,73.97787,1.0527048,5.877472e-39,60.002,-122.2004,1.66047294192069,71.95957,1.02444782608696,0.01,60.002,66.62399,2.58632857675098,71.44605,1.0433742,5.877472e-39,60.002,-144.3518,1.01503027065797,73.18842,1.0553572,5.877472e-39,60.002,88.75307,5.19985035118079,80.34328,1.0674676,5.877472e-39,60.002,63.11998,4.02237882950957,75.51669,1.065555,0.01,60.002,-101.1577,8.78240657463802,73.71215,1.01297304347826,0.01,60.002,-96.76575,8.54925036568891,73.85136,1.0462604
52.933,5.877472e-39,60.002,76.00863,2.22943257964818,75.76019,1.066142,0.01,60.002,70.30815,4.9417444699639,74.00181,1.0527458,5.877472e-39,60.002,-122.2004,1.66047294192069,71.98158,1.02442739130435,5.877472e-39,60.002,66.62399,2.58632857675098,71.47028,1.0433958,5.877472e-39,60.002,-144.3518,1.01503027065797,73.20959,1.055345,5.877472e-39,60.002,88.88939,5.19885095786482,80.36698,1.06746,5.877472e-39,60.002,63.11998,4.02237882950957,75.54026,1.065608,5.877472e-39,60.002,-101.1326,8.77904830132722,73.73419,1.01296434782609,5.877472e-39,60.002,-96.75092,8.55221477064607,73.87272,1.0462526
52.967,-0.01,60.002,75.80693,2.22930873801544,75.78116,1.0661474,-0.01,60.002,70.39886,4.94110794129211,74.02304,1.0527392,5.877472e-39,60.002,-122.2004,1.66047294192069,72.00211,1.02443608695652,-0.01,60.002,66.59859,2.57856379298065,71.49451,1.0434174,5.877472e-39,60.002,-144.1652,1.01908153749688,73.23077,1.0553328,5.877472e-39,60.002,88.80538,5.19697341478942,80.39069,1.0674526,5.877472e-39,60.002,63.11998,4.02237882950957,75.5639,1.0655634,5.877472e-39,60.002,-101.1091,8.77929130805552,73.75626,1.01295565217391,-0.01,60.002,-96.71622,8.55296648069655,73.89408,1.0462452
53,5.877472e-39,60.002,75.80693,2.22930873801544,75.80737,1.0661542,5.877472e-39,60.002,70.39886,4.94110794129211,74.04697,1.0527806,0.01,60.002,-122.1485,1.66126729506206,72.02727,1.02441260869565,5.877472e-39,60.002,66.62399,2.58632857675098,71.51621,1.043491,5.877472e-39,60.002,-144.1652,1.01908153749688,73.25723,1.055318,5.877472e-39,60.002,88.85776,5.19410080852507,80.41439,1.0674454,5.877472e-39,60.002,63.11998,4.02237882950957,75.58747,1.0656166,5.877472e-39,60.002,-101.0966,8.77761416325856,73.77831,1.01294739130435,5.877472e-39,60.002,-96.71117,8.54778851480732,73.91817,1.0462854
53.033,0.01,60.002,75.90939,2.22544280061295,75.83358,1.0661612,0.01,60.002,70.44784,4.94470714287024,74.07352,1.0527724,5.877472e-39,60.002,-122.0966,1.66206324169017,72.0526,1.02444565217391,0.02,60.002,66.62399,2.58632857675098,71.54295,1.0434616,0.01,60.002,-143.9364,1.01578457878467,73.28387,1.0554008,5.877472e-39,60.002,88.94178,5.1959861458291,80.4376,1.0675354,0.01,60.002,63.16323,4.01773173719286,75.61369,1.0656216,0.01,60.002,-101.0495,8.77810814414888,73.8087,1.0129847826087,0.01,60.002,-96.67647,8.54854455498483,73.94759,1.0463242
53.067,-0.02,60.002,76.01218,2.22158552346449,75.85189,1.066215,5.877472e-39,60.002,70.49674,4.94830894252458,74.10006,1.0527648,5.877472e-39,60.002,-122.0966,1.66206324169017,72.07941,1.02444913043478,5.877472e-39,60.002,66.72255,2.58964285597126,71.56718,1.0434838,5.877472e-39,60.002,-144.144,1.01540092953079,73.31033,1.0553862,-0.01,60.002,88.91019,5.19123253238773,80.45609,1.0675192,5.877472e-39,60.002,63.22942,4.02077062033474,75.63467,1.065626,5.877472e-39,60.002,-101.037,8.77643099935191,73.83075,1.01297652173913,5.877472e-39,60.002,-96.64687,8.55448029310237,73.96896,1.046317
53.1,5.877472e-39,60.002,76.01218,2.22158552346449,75.88076,1.0661744,5.877472e-39,60.002,70.49674,4.94830894252458,74.12399,1.0528068,5.877472e-39,60.002,-122.0448,1.66286038343333,72.10622,1.02445304347826,5.877472e-39,60.002,66.7961,2.58519668154823,71.59422,1.0435522,-0.01,60.002,-143.7289,1.01618208444501,73.33681,1.055372,0.01,60.002,89.02575,5.19788274146339,80.48501,1.0675218,5.877472e-39,60.002,63.27282,4.01612959019586,75.6609,1.0656314,5.877472e-39,60.002,-101.0025,8.77861009247291,73.85561,1.01301652173913,5.877472e-39,60.002,-96.62697,8.55227279434812,73.99839,1.0463564
53.133,5.877472e-39,60.002,76.01218,2.22158552346449,75.90173,1.0661802,5.877472e-39,60.002,70.54558,4.95191593833134,74.14523,1.052801,-0.01,60.002,-122.0205,1.66516177666186,72.12675,1.02446260869565,5.877472e-39,60.002,66.8699,2.58075483725222,71.61279,1.0434832,-0.01,60.002,-143.7516,1.01986009433488,73.35541,1.0554108,5.877472e-39,60.002,88.94178,5.1959861458291,80.50636,1.0674622,5.877472e-39,60.002,63.27282,4.01612959019586,75.68187,1.065636,-0.01,60.002,-100.979,8.77886106663493,73.87496,1.01305869565217,5.877472e-39,60.002,-96.60707,8.55006616161928,74.01712,1.0463992
53.167,5.877472e-39,60.002,76.01218,2.22158552346449,75.92793,1.0661882,5.877472e-39,60.002,70.58736,4.94769926064032,74.17176,1.0527938,5.877472e-39,60.002,-121.993,1.66365911866324,72.15671,1.02446434782609,5.877472e-39,60.002,66.7961,2.58519668154823,71.63983,1.043552,5.877472e-39,60.002,-143.7516,1.01986009433488,73.38717,1.0553942,5.877472e-39,60.002,88.99424,5.1931256639204,80.53242,1.0675092,5.877472e-39,60.002,63.29554,4.02381469962904,75.71069,1.0656912,5.877472e-39,60.002,-100.9446,8.78104414347279,73.90805,1.01304739130435,5.877472e-39,60.002,-96.57753,8.55600709588924,74.04382,1.046391
53.2,5.877472e-39,60.002,75.91261,2.21759574442926,75.95414,1.0661962,0.01,60.002,70.58736,4.94769926064032,74.201,1.0528348,5.877472e-39,60.002,-121.9688,1.66596130863514,72.18352,1.02446869565217,5.877472e-39,60.002,66.89447,2.58852481717498,71.66908,1.043472,5.877472e-39,60.002,-143.7516,1.01986009433488,73.41364,1.0553806,5.877472e-39,60.002,89.02575,5.19788274146339,80.55612,1.067503,5.877472e-39,60.002,63.27282,4.01612959019586,75.73432,1.065648,5.877472e-39,60.002,-100.9303,8.77576970235358,73.93011,1.01304,5.877472e-39,60.002,-96.54286,8.55677526042239,74.07316,1.0463334
53.233,5.877472e-39,60.002,76.01578,2.2137376012554,75.98035,1.0662044,-0.01,60.002,70.63612,4.95131231862491,74.22754,1.0528282,5.877472e-39,60.002,-121.9413,1.66445904900821,72.21033,1.02447347826087,5.877472e-39,60.002,66.89447,2.58852481717498,71.6933,1.0434952,5.877472e-39,60.002,-143.5451,1.02026972435087,73.44283,1.0554146,-0.01,60.002,89.07823,5.19502832173252,80.57982,1.067497,-0.01,60.002,63.31631,4.01149029210778,75.76054,1.0656544,5.877472e-39,60.002,-100.8833,8.77628758554504,73.95767,1.01303086956522,-0.02,60.002,-96.50821,8.55754602303176,74.09986,1.0463256
53.267,5.877472e-39,60.002,75.91584,2.20974782222016,76.00398,1.0661632,-0.01,60.002,70.63612,4.95131231862491,74.25408,1.0528216,5.877472e-39,60.002,-121.862,1.66375910995637,72.24029,1.02447565217391,5.877472e-39,60.002,66.7961,2.58519668154823,71.72004,1.0434672,0.01,60.002,-143.3627,1.02436775656158,73.4693,1.0554014,5.877472e-39,60.002,89.07823,5.19502832173252,80.60353,1.0674912,5.877472e-39,60.002,63.31631,4.01149029210778,75.7841,1.0657092,5.877472e-39,60.002,-100.8833,8.77628758554504,73.98254,1.01307173913043,5.877472e-39,60.002,-96.4883,8.55534545248075,74.12394,1.0463676
53.3,5.877472e-39,60.002,76.01939,2.2058896790463,76.0301,1.0662694,5.877472e-39,60.002,70.67799,4.94710170311171,74.27794,1.0527674,5.877472e-39,60.002,-121.9172,1.66676163735179,72.27024,1.02447826086957,5.877472e-39,60.002,66.96835,2.58408816903139,71.74708,1.0435368,5.877472e-39,60.002,-143.3866,1.02804316837524,73.49848,1.055436,5.877472e-39,60.002,89.18337,5.18933333867723,80.62724,1.0674856,5.877472e-39,60.002,63.3825,4.01454129960532,75.80775,1.0656664,5.877472e-39,60.002,-100.8363,8.7768054687365,74.0101,1.01306347826087,5.877472e-39,60.002,-96.47356,8.55832024974275,74.15064,1.0463602
53.333,0.01,60.002,76.12331,2.20203933010108,76.05898,1.0662304,NaN,NaN,NaN,NaN,NaN,NaN,0.01,60.003,-121.8103,1.66456262564651,72.30185,1.02450782608696,0.01,60.002,66.8699,2.58075483725222,71.77635,1.0434578,5.877472e-39,60.002,-143.1818,1.02847531505173,73.53024,1.0554208,0.01,60.002,89.18337,5.18933333867723,80.65328,1.0675336,0.01,60.002,63.35989,4.00685359209592,75.8392,1.065675,5.877472e-39,60.002,-100.8128,8.77706839404909,74.04037,1.01300565217391,NaN,NaN,NaN,NaN,NaN,NaN
53.367,5.877472e-39,60.002,76.12331,2.20203933010108,76.08785,1.0661916,5.877472e-39,60.003,70.7267,4.95072082327412,74.34164,1.0527532,5.877472e-39,60.003,-121.7587,1.66536693808002,72.33016,1.02448391304348,5.877472e-39,60.002,66.96835,2.58408816903139,71.80338,1.0435278,5.877472e-39,60.002,-143.0023,1.03259326584672,73.55672,1.0554084,5.877472e-39,60.002,89.18337,5.18933333867723,80.67986,1.0674846,5.877472e-39,60.002,63.42614,4.00990806369507,75.86809,1.065634,5.877472e-39,60.002,-100.7893,8.77733530307854,74.07076,1.0130452173913,5.877472e-39,60.002,-96.4043,8.55987909546956,74.2094,1.0463448
53.4,-0.01,60.002,76.22758,2.19819677538449,76.11138,1.066249,-0.01,60.002,70.76865,4.94651626993875,74.36555,1.052797,5.877472e-39,60.002,-121.838,1.66606289341501,72.35697,1.02449,-0.01,60.002,67.04248,2.57965671704022,71.8273,1.0434548,5.877472e-39,60.002,-143.0023,1.03259326584672,73.58319,1.0553964,-0.02,60.002,89.21474,5.19410080852507,80.70356,1.0674798,-0.01,60.002,63.35989,4.00685359209592,75.89165,1.0656896,-0.01,60.002,-100.764,8.77400093206889,74.0928,1.01303913043478,-0.01,60.002,-96.3791,8.55251008530876,74.23347,1.0463876
53.433,5.877472e-39,60.002,76.12732,2.19419227391739,76.14283,1.0662604,5.877472e-39,60.002,70.81729,4.95014231830439,74.39216,1.0528892,5.877472e-39,60.002,-121.7587,1.66536693808002,72.39008,1.02449086956522,0.01,60.002,66.96835,2.58408816903139,71.85969,1.0435198,5.877472e-39,60.002,-142.7986,1.03305052725992,73.61496,1.055382,5.877472e-39,60.002,89.23602,5.18649277535282,80.72961,1.0675284,5.877472e-39,60.002,63.35989,4.00685359209592,75.92311,1.065699,0.01,60.002,-100.7314,8.77980122381327,74.12869,1.01307782608696,5.877472e-39,60.002,-96.35914,8.55031557693557,74.26288,1.0464294
53.467,5.877472e-39,60.002,76.23198,2.19034971920079,76.1638,1.0662682,5.877472e-39,60.002,70.81729,4.95014231830439,74.42133,1.052835,5.877472e-39,60.002,-121.6557,1.66698074177895,72.41689,1.02449739130435,5.877472e-39,60.003,67.14074,2.58300390522585,71.88643,1.0434934,5.877472e-39,60.002,-142.8243,1.03672160894656,73.64414,1.0554178,5.877472e-39,60.002,89.34151,5.18082377305965,80.75852,1.0675334,5.877472e-39,60.002,63.40359,4.00221949016027,75.94934,1.0657068,5.877472e-39,60.003,-100.7079,8.78007211655958,74.15626,1.01307086956522,5.877472e-39,60.002,-96.3098,8.55408451949284,74.29222,1.046374
53.5,5.877472e-39,60.002,76.33701,2.18651409268743,76.19524,1.0662802,5.877472e-39,60.002,70.81729,4.95014231830439,74.4505,1.0527808,5.877472e-39,60.002,-121.7072,1.66617324237196,72.44684,1.02450173913043,5.877472e-39,60.002,67.04248,2.57965671704022,71.91599,1.043513,5.877472e-39,60.002,-142.7986,1.03305052725992,73.67332,1.0554542,5.877472e-39,60.002,89.32004,5.18842834213028,80.78223,1.067529,5.877472e-39,60.002,63.46988,4.00527742586103,75.97289,1.065763,5.877472e-39,60.002,-100.6827,8.77674172926679,74.18383,1.01306391304348,5.877472e-39,60.002,-96.2605,8.55785952422793,74.32163,1.0464162
53.533,5.877472e-39,60.002,76.2364,2.1825017969917,76.22412,1.066243,5.877472e-39,60.002,70.85932,4.94594296112144,74.47704,1.0527762,5.877472e-39,60.002,-121.6279,1.66548286424057,72.4768,1.02450608695652,5.877472e-39,60.002,67.23875,2.58635802161471,71.94555,1.043533,5.877472e-39,60.002,-142.6215,1.03719012869001,73.70238,1.055393,5.877472e-39,60.002,89.37278,5.18559903713611,80.8088,1.0674812,0.01,60.002,63.46988,4.00527742586103,76.00178,1.0657236,5.877472e-39,60.002,-100.6356,8.77728749847625,74.2114,1.01305695652174,5.877472e-39,60.002,-96.23519,8.55050004034657,74.34833,1.0464106
53.567,-0.01,60.002,76.33701,2.18651409268743,76.24764,1.066301,5.877472e-39,60.002,70.85932,4.94594296112144,74.50364,1.0528696,-0.01,60.002,-121.6042,1.66778943630101,72.50361,1.02451304347826,-0.01,60.002,67.14074,2.58300390522585,71.96976,1.0435584,-0.01,60.002,-142.5951,1.03352164507958,73.72626,1.0554322,5.877472e-39,60.002,89.36304,5.17321920398902,80.83485,1.0675306,5.877472e-39,60.002,63.51371,4.00064852007781,76.03056,1.0657818,5.877472e-39,60.002,-100.6013,8.77950244504897,74.24169,1.01300086956522,5.877472e-39,60.002,-96.24983,8.54751658283054,74.37504,1.046405
53.6,5.877472e-39,60.002,76.33701,2.18651409268743,76.27653,1.0662642,0.01,60.002,70.90791,4.94957593769032,74.53281,1.0528162,0.01,60.002,-121.5249,1.66710304188647,72.53356,1.02451826086957,0.01,60.002,67.14074,2.58300390522585,71.99932,1.0435788,0.01,60.002,-142.6215,1.03719012869001,73.75803,1.0554192,0.01,60.002,89.34151,5.18082377305965,80.86375,1.0675368,5.877472e-39,60.002,63.51371,4.00064852007781,76.05946,1.0657428,5.877472e-39,60.002,-100.5778,8.77978130522899,74.26933,1.01309217391304,0.01,60.002,-96.20053,8.55129851576886,74.40439,1.0463506
53.633,5.877472e-39,60.002,76.2364,2.1825017969917,76.30273,1.0662752,5.877472e-39,60.003,70.99855,4.9490225474573,74.56467,1.0528116,5.877472e-39,60.002,-121.5249,1.66710304188647,72.56188,1.02449652173913,5.877472e-39,60.002,67.14074,2.58300390522585,72.03141,1.0435484,5.877472e-39,60.003,-142.6215,1.03719012869001,73.7898,1.0554066,5.877472e-39,60.002,89.40398,5.19037516723799,80.89268,1.0675432,5.877472e-39,60.002,63.51371,4.00064852007781,76.08567,1.0657518,5.877472e-39,60.002,-100.5543,8.78006016540901,74.29962,1.01303652173913,0.01,60.003,-96.15126,8.55508824293582,74.43379,1.046394
53.667,-0.01,60.002,76.34182,2.17866703650374,76.32638,1.0662364,-0.01,60.002,70.99855,4.9490225474573,74.5859,1.0528088,-0.01,60.002,-121.5249,1.66710304188647,72.58705,1.02447739130435,-0.01,60.002,67.16447,2.59077908130103,72.05281,1.0435284,-0.01,60.002,-142.4189,1.03767250483992,73.81098,1.0553986,-0.01,60.002,89.47843,5.17995255150344,80.91404,1.0674864,-0.01,60.002,63.55764,3.99602307839619,76.10932,1.0657114,5.877472e-39,60.002,-100.529,8.77674172926679,74.3244,1.01298260869565,-0.01,60.002,-96.14587,8.54991807127523,74.4578,1.0463408
53.7,5.877472e-39,60.002,76.44759,2.17483920421902,76.35258,1.066248,5.877472e-39,60.002,70.95643,4.95321237836081,74.61244,1.0528052,5.877472e-39,60.002,-121.5764,1.66629235550599,72.61537,1.02445608695652,5.877472e-39,60.002,67.23875,2.58635802161471,72.07955,1.0435032,5.877472e-39,60.002,-142.6215,1.03719012869001,73.83746,1.0553886,5.877472e-39,60.002,89.45676,5.18755279044705,80.94009,1.0675368,5.877472e-39,60.002,63.55764,3.99602307839619,76.13554,1.065721,5.877472e-39,60.002,-100.4965,8.78256193959546,74.35477,1.0130252173913,5.877472e-39,60.002,-96.1058,8.54555503529096,74.48451,1.0463364
53.733,0.01,60.002,76.34182,2.17866703650374,76.38402,1.0662618,0.01,60.002,71.047,4.95266505030562,74.64162,1.052753,5.877472e-39,60.002,-121.5249,1.66710304188647,72.64217,1.0244647826087,0.01,60.002,67.31328,2.58194215808081,72.10911,1.043525,0.01,60.002,-142.6215,1.03719012869001,73.86922,1.0553768,0.01,60.002,89.47843,5.17995255150344,80.96666,1.0674902,0.01,60.002,63.6239,3.99909313845261,76.16443,1.065683,5.877472e-39,60.002,-100.4839,8.78090471338278,74.38234,1.01301956521739,0.01,60.002,-96.07658,8.5515358067295,74.51122,1.0463322
53.767,5.877472e-39,60.002,76.44239,2.1826853943773,76.41022,1.0662736,5.877472e-39,60.002,71.047,4.95266505030562,74.67084,1.0527986,5.877472e-39,60.002,-121.497,1.66560715620652,72.67213,1.02447086956522,5.877472e-39,60.002,67.31328,2.58194215808081,72.1384,1.0434492,5.877472e-39,60.002,-142.5951,1.03352164507958,73.89569,1.0553672,0.01,60.002,89.56245,5.18192016122084,80.99791,1.0675514,5.877472e-39,60.002,63.6239,3.99909313845261,76.19322,1.065743,5.877472e-39,60.002,-100.4477,8.77953431478383,74.40991,1.0130147826087,5.877472e-39,60.002,-96.04195,8.55234900458365,74.54327,1.0463272
53.8,-0.01,60.002,76.54816,2.17886535632121,76.43655,1.0661884,5.877472e-39,60.002,71.0892,4.94848041555453,74.69472,1.0527474,5.877472e-39,60.002,-121.4456,1.66642023281711,72.69403,1.02439869565217,5.877472e-39,60.002,67.31328,2.58194215808081,72.1598,1.0434298,-0.01,60.002,-142.6215,1.03719012869001,73.91948,1.0553102,5.877472e-39,60.002,89.56245,5.18192016122084,81.01928,1.0674952,5.877472e-39,60.002,63.6239,3.99909313845261,76.2143,1.0656536,5.877472e-39,60.002,-100.4261,8.7834184387198,74.4347,1.01296130434783,5.877472e-39,60.002,-96.00732,8.55316480051402,74.56464,1.0463242
53.833,5.877472e-39,60.002,76.44239,2.1826853943773,76.45751,1.0661982,5.877472e-39,60.002,71.1376,4.95212984660608,74.71862,1.052794,-0.01,60.002,-121.4735,1.6679153217537,72.71619,1.02443913043478,-0.01,60.002,67.31328,2.58194215808081,72.18401,1.043457,5.877472e-39,60.002,-142.4189,1.03767250483992,73.93806,1.0553526,5.877472e-39,60.002,89.64642,5.18389902926849,81.04244,1.0675898,5.877472e-39,60.002,63.6239,3.99909313845261,76.23784,1.0657116,-0.01,60.002,-100.3899,8.78205600755457,74.45403,1.01300695652174,5.877472e-39,60.002,-96.00732,8.55316480051402,74.58869,1.0463698
53.867,0.03,60.002,76.5426,2.18671068045409,76.48627,1.0662608,0.02,60.002,71.1376,4.95212984660608,74.74516,1.0527916,0.02,60.002,-121.4456,1.66642023281711,72.743,1.02444826086957,0.02,60.002,67.48595,2.58090379362167,72.21075,1.043433,0.02,60.002,-142.4189,1.03767250483992,73.96983,1.0553418,0.03,60.002,89.66839,5.1763057185281,81.0719,1.0675008,0.02,60.002,63.73419,3.99755247925928,76.26674,1.0656746,0.02,60.002,-100.343,8.78263763021575,74.48434,1.01295304347826,0.02,60.002,-95.97272,8.5539849265714,74.61805,1.0463172
53.9,5.877472e-39,60.002,76.5426,2.18671068045409,76.5126,1.066176,5.877472e-39,60.002,71.18593,4.95578274175924,74.76904,1.052741,5.877472e-39,60.002,-121.3942,1.66723450454277,72.76653,1.02440347826087,5.877472e-39,60.002,67.4111,2.58531013087613,72.23777,1.043507,5.877472e-39,60.002,-142.5951,1.03352164507958,73.99631,1.0553332,5.877472e-39,60.002,89.59352,5.18670668362755,81.09794,1.0675524,5.877472e-39,60.002,63.73419,3.99755247925928,76.29295,1.0656856,5.877472e-39,60.002,-100.3322,8.78458566775902,74.51196,1.01304652173913,5.877472e-39,60.002,-95.92355,8.55780323257669,74.64476,1.046314
53.933,5.877472e-39,60.002,76.43723,2.19053245056099,76.54136,1.066239,5.877472e-39,60.002,71.17988,4.94795127403282,74.79826,1.0527878,5.877472e-39,60.002,-121.3942,1.66723450454277,72.79335,1.02441304347826,5.877472e-39,60.002,67.38806,2.57752975864853,72.26452,1.0434834,5.877472e-39,60.002,-142.5951,1.03352164507958,74.02018,1.0553744,5.877472e-39,60.002,89.64642,5.18389902926849,81.12685,1.0675612,5.877472e-39,60.002,63.73419,3.99755247925928,76.32185,1.065649,-0.01,60.002,-100.3068,8.78127918276737,74.53675,1.01299391304348,5.877472e-39,60.002,-95.90349,8.5556329729148,74.67147,1.0463112
53.967,5.877472e-39,60.002,76.5426,2.18671068045409,76.56757,1.0662522,5.877472e-39,60.002,71.22821,4.9516076332876,74.82481,1.0527862,5.877472e-39,60.002,-121.3662,1.66574021234956,72.82016,1.02442304347826,-0.01,60.002,67.48595,2.58090379362167,72.28872,1.0435114,5.877472e-39,60.002,-142.5686,1.02985229544374,74.04665,1.055366,5.877472e-39,60.002,89.61539,5.17911077481096,81.15343,1.0675164,5.877472e-39,60.002,63.86629,4.00372724038826,76.34808,1.0656604,5.877472e-39,60.002,-100.2725,8.78352201535809,74.56158,1.01303913043478,-0.01,60.002,-95.88342,8.55346357927832,74.69553,1.0463576
54,-0.01,60.002,76.5426,2.18671068045409,76.59122,1.0662156,5.877472e-39,60.002,71.27058,4.94743425686676,74.84869,1.052736,-0.01,60.002,-121.3662,1.66574021234956,72.84219,1.02440826086957,5.877472e-39,60.002,67.4111,2.58531013087613,72.31548,1.0434884,5.877472e-39,60.002,-142.5686,1.02985229544374,74.06784,1.0553596,-0.01,60.002,89.69939,5.18109743708724,81.17482,1.0674614,5.877472e-39,60.002,63.80029,4.00063726174756,76.37429,1.065672,5.877472e-39,60.002,-100.2598,8.78187275657913,74.58638,1.01298739130435,5.877472e-39,60.002,-95.84882,8.55429409764055,74.71954,1.0463066
54.033,5.877472e-39,60.002,76.64243,2.19074289473411,76.61742,1.0662292,5.877472e-39,60.002,71.31885,4.95109754432477,74.87523,1.052735,5.877472e-39,60.002,-121.3381,1.66424671689971,72.86736,1.02439130434783,5.877472e-39,60.002,67.5836,2.58428475679805,72.34222,1.0434656,5.877472e-39,60.002,-142.7468,1.02571009593744,74.09431,1.0553518,5.877472e-39,60.002,89.7524,5.17829930900762,81.20084,1.067514,5.877472e-39,60.002,63.84457,3.99602654249781,76.39795,1.065634,5.877472e-39,60.002,-100.2364,8.78217153534343,74.60844,1.01298434782609,5.877472e-39,60.002,-95.81981,8.56029305561257,74.74626,1.0463044
54.067,0.01,60.002,76.74191,2.19478203721736,76.64631,1.0661958,0.01,60.002,71.31885,4.95109754432477,74.90178,1.052734,5.877472e-39,60.002,-121.2867,1.66506377722717,72.89266,1.02443086956522,5.877472e-39,60.002,67.5836,2.58428475679805,72.36643,1.043494,0.01,60.002,-142.7468,1.02571009593744,74.1208,1.0553442,0.01,60.002,89.78331,5.18309449166837,81.23264,1.0674804,5.877472e-39,60.002,63.9106,3.99911998524013,76.42673,1.0656958,5.877472e-39,60.002,-100.2129,8.78247429782459,74.63601,1.01298130434783,0.01,60.002,-95.78523,8.56112963615262,74.77296,1.0463022
54.1,5.877472e-39,60.002,76.74191,2.19478203721736,76.66997,1.0661598,5.877472e-39,60.002,71.36129,4.94693109610716,74.92832,1.0527332,5.877472e-39,60.002,-121.2867,1.66506377722717,72.91935,1.0243852173913,5.877472e-39,60.002,67.50867,2.58868503187468,72.39318,1.0434716,5.877472e-39,60.002,-142.5419,1.02618381183331,74.14728,1.055337,5.877472e-39,60.003,89.78331,5.18309449166837,81.25924,1.0674364,5.877472e-39,60.002,63.97655,4.00221949016027,76.45306,1.0656106,5.877472e-39,60.002,-100.1874,8.77917578026666,74.66358,1.01297826086957,5.877472e-39,60.002,-95.77963,8.55596466064445,74.79699,1.0462518
54.133,5.877472e-39,60.002,76.74191,2.19478203721736,76.70141,1.066177,5.877472e-39,60.002,71.36129,4.94693109610716,74.95487,1.0527328,5.877472e-39,60.002,-121.2586,1.6635710785207,72.94616,1.02439608695652,5.877472e-39,60.002,67.5836,2.58428475679805,72.41994,1.0434498,5.877472e-39,60.002,-142.7468,1.02571009593744,74.17375,1.0553298,-0.01,60.002,89.83635,5.18030329179197,81.28815,1.0674466,-0.01,60.002,63.97655,4.00221949016027,76.47929,1.065623,5.877472e-39,60.002,-100.1512,8.77783326768571,74.69116,1.01297565217391,5.877472e-39,60.002,-95.73058,8.55980808138645,74.82639,1.0462988
54.167,0.01,60.002,76.73571,2.20262649532484,76.73285,1.0661944,0.01,60.002,71.36129,4.94693109610716,74.98672,1.0527324,5.877472e-39,60.002,-121.2586,1.6635710785207,72.97449,1.02437782608696,0.01,60.002,67.68098,2.58767438022846,72.45204,1.0434236,5.877472e-39,60.002,-142.7468,1.02571009593744,74.20023,1.0553228,0.01,60.003,89.78331,5.18309449166837,81.32227,1.0674676,0.01,60.002,64.04238,4.00532332520743,76.51344,1.0655908,5.877472e-39,60.002,-100.115,8.77649473882163,74.71873,1.01297304347826,5.877472e-39,60.002,-95.67589,8.55849432084891,74.85844,1.0462972
54.2,5.877472e-39,60.003,76.83447,2.20667169998592,76.76445,1.0661148,0.01,60.002,71.45203,4.94643832765241,75.01593,1.0526838,5.877472e-39,60.002,-121.1789,1.66289902548685,73.00282,1.02436043478261,5.877472e-39,60.003,67.75623,2.58328363143127,72.48415,1.0433978,5.877472e-39,60.002,-142.9265,1.02157742271058,74.23201,1.0553148,5.877472e-39,60.003,89.86717,5.18510280457975,81.35696,1.0673922,5.877472e-39,60.003,64.04238,4.00532332520743,76.54234,1.0655564,5.877472e-39,60.002,-100.113,8.77289744249939,74.74631,1.01297086956522,5.877472e-39,60.003,-95.67589,8.55849432084891,74.88782,1.0462472
54.233,-0.02,60.002,76.83447,2.20667169998592,76.79065,1.06613,-0.01,60.002,71.45203,4.94643832765241,75.04247,1.052684,5.877472e-39,60.002,-121.1789,1.66289902548685,73.02811,1.02440086956522,-0.02,60.002,67.75623,2.58328363143127,72.50835,1.0434272,-0.01,60.002,-142.9519,1.02524937042263,74.2532,1.0553096,-0.02,60.003,89.95097,5.18712150979597,81.38298,1.0674462,-0.01,60.002,64.10812,4.00843322243243,76.57111,1.0656196,5.877472e-39,60.002,-100.0895,8.77320817241426,74.77389,1.01296869565217,-0.02,60.002,-95.63564,8.55417978228725,74.91185,1.0461976
