Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m,P004.df,P004.f,P004.ip_a,P004.ip_m,P004.vp_a,P004.vp_m,P005.df,P005.f,P005.ip_a,P005.ip_m,P005.vp_a,P005.vp_m,P006.df,P006.f,P006.ip_a,P006.ip_m,P006.vp_a,P006.vp_m,P007.df,P007.f,P007.ip_a,P007.ip_m,P007.vp_a,P007.vp_m,P008.df,P008.f,P008.ip_a,P008.ip_m,P008.vp_a,P008.vp_m,P009.df,P009.f,P009.ip_a,P009.ip_m,P009.vp_a,P009.vp_m
0.6,-0.01,59.991,-147.3467,2.27794645674278,-148.315,1.065024,5.877472e-39,59.991,-153.7286,4.94998729975712,-150.0939,1.0518726,-0.01,59.991,13.38512,1.66071037144539,-152.1332,1.02365826086957,-0.01,59.991,-157.4895,2.597363472446,-152.628,1.0425518,5.877472e-39,59.991,-9.778595,1.00621846217447,-150.8995,1.0546224,-0.01,59.991,-135.4743,5.20007811586199,-143.6811,1.0666984,-0.01,59.991,-160.4943,4.05269664684525,-148.5333,1.0644984,5.877472e-39,59.991,34.65567,8.77554661420956,-150.3786,1.01206826086957,5.877472e-39,59.991,39.12843,8.55921572001026,-150.2231,1.045464
0.633,5.877472e-39,59.991,-147.6257,2.27745975046586,-148.4228,1.065105,5.877472e-39,59.991,-153.7927,4.9503501644013,-150.2029,1.0519468,5.877472e-39,59.991,13.25574,1.66005704188078,-152.2423,1.02373304347826,0.01,59.991,-157.6108,2.59809266583599,-152.7379,1.0426454,5.877472e-39,59.991,-9.778595,1.00621846217447,-151.0081,1.0546556,5.877472e-39,59.991,-135.5488,5.2040626987448,-143.7895,1.0667542,5.877472e-39,59.991,-160.6631,4.04927931060192,-148.6411,1.064587,5.877472e-39,59.991,34.55598,8.77431962941748,-150.484,1.01215130434783,5.877472e-39,59.991,39.00224,8.55995530570509,-150.3289,1.0454732
0.667,5.877472e-39,59.991,-147.7706,2.28278234259752,-148.5341,1.065119,5.877472e-39,59.991,-153.9253,4.94556017789297,-150.3156,1.051956,5.877472e-39,59.991,13.19951,1.66054823416929,-152.3539,1.02373304347826,0.01,59.991,-157.8701,2.59408816436889,-152.8478,1.042674,5.877472e-39,59.991,-9.778595,1.00621846217447,-151.1168,1.0546928,5.877472e-39,59.991,-135.7264,5.19993262359415,-143.9016,1.0668068,5.877472e-39,59.991,-160.8174,4.05134737926616,-148.7525,1.0646088,5.877472e-39,59.991,34.45496,8.77566214199843,-150.5971,1.01223913043478,5.877472e-39,59.991,38.90054,8.5613071713604,-150.4423,1.0454874
0.7,-0.01,59.991,-147.9099,2.2825727644498,-148.6455,1.065137,-0.01,59.991,-154.049,4.95186830693414,-150.4283,1.0519696,-0.01,59.991,13.08714,1.66153500083487,-152.4675,1.02377869565217,-0.02,59.991,-157.7652,2.58783459492816,-152.9616,1.04271,-0.02,59.991,-9.940125,1.00858963973003,-151.2329,1.0547366,-0.01,59.991,-135.7857,5.19856690153238,-144.0133,1.0667946,-0.01,59.991,-160.8944,4.05239267192852,-148.8677,1.0646334,-0.02,59.991,34.32073,8.77664213634535,-150.7103,1.01226217391304,-0.02,59.991,38.80266,8.55902952454844,-150.5557,1.0455742
0.733,5.877472e-39,59.991,-148.0443,2.2768301499973,-148.7607,1.0652264,5.877472e-39,59.991,-154.1131,4.95226321451826,-150.541,1.051987,5.877472e-39,59.991,13.0481,1.66365911866324,-152.579,1.02378695652174,5.877472e-39,59.99,-157.8701,2.59408816436889,-153.0753,1.04275,5.877472e-39,59.991,-9.778595,1.00621846217447,-151.3454,1.0547142,5.877472e-39,59.991,-135.86,5.20258872350756,-144.1291,1.0668482,5.877472e-39,59.991,-161.0485,4.05450577391376,-148.9791,1.0646634,5.877472e-39,59.991,34.221,8.77550279332413,-150.8234,1.01228869565217,5.877472e-39,59.991,38.68023,8.55621840608776,-150.6691,1.0455964
0.767,5.877472e-39,59.99,-148.1839,2.27664741863711,-148.8758,1.0652514,5.877472e-39,59.991,-154.2411,4.9530720822454,-150.6537,1.0520776,5.877472e-39,59.991,12.91883,1.66302769954135,-152.6949,1.02380260869565,5.877472e-39,59.991,-157.9915,2.59485373082583,-153.1891,1.0427944,5.877472e-39,59.991,-9.805573,1.01142933702904,-151.4577,1.0547648,5.877472e-39,59.991,-136.0379,5.19854611692269,-144.2407,1.0668444,5.877472e-39,59.991,-161.1254,4.05557271721122,-149.0942,1.0646966,5.877472e-39,59.99,34.12005,8.7769369313928,-150.9366,1.01231956521739,5.877472e-39,59.991,38.55404,8.55710521610124,-150.7862,1.0456234
0.8,5.877472e-39,59.991,-148.3194,2.27093078494672,-148.9872,1.0653508,5.877472e-39,59.99,-154.3692,4.95390519868384,-150.7701,1.0521042,5.877472e-39,59.99,12.86279,1.66352845275032,-152.8086,1.02386043478261,5.877472e-39,59.99,-158.0955,2.60112548680004,-153.3066,1.0428466,5.877472e-39,59.991,-9.805573,1.01142933702904,-151.5702,1.0547504,5.877472e-39,59.99,-136.112,5.202598249787,-144.3565,1.0669066,5.877472e-39,59.99,-161.2945,4.05228701682926,-149.2094,1.0648028,5.877472e-39,59.99,34.00135,8.78076129957591,-151.0536,1.01235565217391,5.877472e-39,59.99,38.45238,8.55857572723686,-150.8996,1.045654
0.833,5.877472e-39,59.991,-148.3235,2.27647854368337,-149.1022,1.065384,0.01,59.991,-154.4381,4.94879824687772,-150.8828,1.052134,5.877472e-39,59.991,12.80679,1.66403079944604,-152.92,1.02388,0.01,59.991,-158.234,2.59642037078128,-153.4168,1.042826,5.877472e-39,59.991,-9.940125,1.00858963973003,-151.6826,1.0548092,5.877472e-39,59.99,-136.2307,5.1999447479498,-144.4685,1.0669796,5.877472e-39,59.99,-161.4484,4.05447546302462,-149.3208,1.0648452,5.877472e-39,59.99,33.90389,8.77461442446493,-151.1667,1.01239434782609,5.877472e-39,59.991,38.32983,8.55587546002786,-151.0092,1.0456872
0.867,5.877472e-39,59.99,-148.596,2.26508424744578,-149.2173,1.0654216,5.877472e-39,59.991,-154.5662,4.94966946843393,-150.9954,1.052237,5.877472e-39,59.991,12.69489,1.66504027329771,-153.0359,1.02394826086957,5.877472e-39,59.991,-158.3552,2.59722057825438,-153.5305,1.0428826,5.877472e-39,59.991,-9.940125,1.00858963973003,-151.7987,1.0548742,5.877472e-39,59.99,-136.3496,5.19731376277311,-144.5876,1.0669752,5.877472e-39,59.991,-161.5252,4.05558051143985,-149.4359,1.064891,5.877472e-39,59.99,33.78635,8.77596092076273,-151.2799,1.01243695652174,5.877472e-39,59.991,38.23174,8.55374417150915,-151.1263,1.045727
0.9,5.877472e-39,59.99,-148.7363,2.26495520966061,-149.3285,1.0653954,5.877472e-39,59.99,-154.7583,4.95102220011464,-151.1119,1.0522072,5.877472e-39,59.991,12.58312,1.66605572272466,-153.1475,1.02393608695652,5.877472e-39,59.99,-158.4583,2.60352264511772,-153.6444,1.0428746,5.877472e-39,59.991,-9.805573,1.01142933702904,-151.9113,1.0548034,5.877472e-39,59.991,-136.4234,5.20140140267897,-144.6993,1.0669882,5.877472e-39,59.991,-161.602,4.05669248805831,-149.5472,1.0648726,5.877472e-39,59.99,33.66992,8.77480165915723,-151.397,1.01241608695652,5.877472e-39,59.99,38.10906,8.55111491838326,-151.2398,1.045701
0.933,5.877472e-39,59.991,-148.7363,2.26495520966061,-149.4435,1.0653724,5.877472e-39,59.99,-154.8223,4.95148638973107,-151.2246,1.0521804,5.877472e-39,59.991,12.5097,1.6649426722347,-153.2612,1.02397,5.877472e-39,59.99,-158.5973,2.59885736626753,-153.7619,1.0429438,5.877472e-39,59.991,-9.832275,1.01664021188361,-152.0236,1.0548744,5.877472e-39,59.991,-136.5423,5.19880765659463,-144.8146,1.0669986,5.877472e-39,59.991,-161.7715,4.05350638059779,-149.6622,1.064858,5.877472e-39,59.99,33.56905,8.77637921103276,-151.5141,1.0124,5.877472e-39,59.99,37.98975,8.54486048291713,-151.3531,1.0457478
0.967,5.877472e-39,59.991,-149.0195,2.27028646204631,-149.5586,1.0654228,5.877472e-39,59.99,-154.9503,4.9524312234466,-151.341,1.0522282,5.877472e-39,59.991,12.45386,1.66545497822256,-153.375,1.02396826086957,5.877472e-39,59.99,-158.7368,2.59420680984921,-153.8758,1.0429438,5.877472e-39,59.991,-9.832275,1.01664021188361,-152.1398,1.0548832,5.877472e-39,59.99,-136.616,5.202917813161,-144.93,1.0670138,5.877472e-39,59.991,-161.9088,4.06121573874228,-149.7773,1.0649164,5.877472e-39,59.99,33.45361,8.77273809382509,-151.6272,1.0124547826087,5.877472e-39,59.99,37.88805,8.54648168247301,-151.4665,1.0457986
1,0.02,59.991,-149.1575,2.26464863666767,-149.6662,1.0654782,0.01,59.991,-155.0782,4.95340117189884,-151.4499,1.052277,0.01,59.991,12.28653,1.66700145710661,-153.482,1.02400304347826,0.01,59.991,-158.8391,2.60054005362708,-153.9822,1.0429386,0.01,59.991,-9.832275,1.01664021188361,-152.2485,1.0548908,0.02,59.991,-136.735,5.20035957411822,-145.038,1.067045,0.02,59.991,-162.0017,4.05693584119678,-149.8849,1.0649106,0.01,59.991,33.33903,8.76658325128039,-151.7403,1.01251347826087,0.01,59.991,37.74058,8.54346358394082,-151.5799,1.0457848
1.033,5.877472e-39,59.991,-149.1575,2.26464863666767,-149.7774,1.0654682,5.877472e-39,59.991,-155.1479,4.94836869827744,-151.5627,1.0522626,5.877472e-39,59.991,12.15723,1.66642023281711,-153.5913,1.02400434782609,5.877472e-39,59.991,-158.9599,2.60139828480223,-154.0961,1.0429466,5.877472e-39,59.991,-9.858704,1.02185195276358,-152.3573,1.0549022,5.877472e-39,59.991,-136.9413,5.20737697796508,-145.153,1.0669996,5.877472e-39,59.991,-162.0948,4.05266633595612,-150,1.0649772,5.877472e-39,59.991,33.22241,8.76555943604804,-151.8535,1.01250695652174,5.877472e-39,59.991,37.6668,8.54197488627172,-151.6895,1.0458418
1.067,-0.01,59.991,-149.4355,2.25341368910438,-149.8924,1.065531,5.877472e-39,59.991,-155.2759,4.94937675184745,-151.6753,1.052321,5.877472e-39,59.991,12.10155,1.66694249809712,-153.7006,1.02404913043478,5.877472e-39,59.991,-158.9599,2.60139828480223,-154.206,1.0430228,5.877472e-39,59.991,-9.858704,1.02185195276358,-152.4658,1.0549864,5.877472e-39,59.99,-136.9137,5.19656378477343,-145.2687,1.067096,5.877472e-39,59.991,-162.2481,4.05500720262255,-150.1113,1.0650484,5.877472e-39,59.991,33.10577,8.7645714742674,-151.9627,1.01257130434783,5.877472e-39,59.991,37.54053,8.54319511606565,-151.8028,1.0459048
1.1,0.02,59.991,-149.5777,2.25891554849462,-150,1.0655292,0.01,59.991,-155.3978,4.95593516223031,-151.7805,1.0523104,0.01,59.991,11.97218,1.6663732249582,-153.8056,1.02401260869565,0.01,59.991,-159.1,2.59678843157789,-154.3162,1.0430338,0.01,59.991,-9.858704,1.02185195276358,-152.5747,1.0549366,0.02,59.991,-137.1063,5.19823001765031,-145.3763,1.0670704,0.01,59.991,-162.3247,4.05618759524791,-150.219,1.0649852,5.877472e-39,59.991,32.98997,8.7610737708666,-152.0721,1.01250173913043,0.01,59.991,37.4175,8.54078669941773,-151.9086,1.0458984
1.133,5.877472e-39,59.991,-149.4355,2.25341368910438,-150.1076,1.065531,5.877472e-39,59.991,-155.5317,4.95146733717218,-151.8895,1.0523054,5.877472e-39,59.991,11.86096,1.66742970666878,-153.915,1.0240247826087,5.877472e-39,59.991,-159.2012,2.60315025419409,-154.4266,1.04298,5.877472e-39,59.991,-10.15105,1.02139642340119,-152.6834,1.0549594,5.877472e-39,59.991,-137.1063,5.19823001765031,-145.4843,1.0671174,5.877472e-39,59.991,-162.4778,4.05857176318453,-150.3303,1.064995,5.877472e-39,59.991,32.87408,8.75760793720065,-152.1854,1.01250695652174,5.877472e-39,59.991,37.29124,8.54208833559961,-152.0184,1.0458292
1.167,5.877472e-39,59.991,-149.7171,2.24778192590357,-150.2188,1.065537,5.877472e-39,59.991,-155.5956,4.95200513894793,-151.9985,1.0523044,5.877472e-39,59.991,11.8054,1.66796033775419,-154.0201,1.0239952173913,5.877472e-39,59.991,-159.3416,2.59856638173186,-154.533,1.0429932,5.877472e-39,59.991,-9.992035,1.01901398751538,-152.7885,1.0549138,5.877472e-39,59.991,-137.2256,5.19576357730033,-145.5916,1.0670304,5.877472e-39,59.991,-162.4778,4.05857176318453,-150.4379,1.0649394,5.877472e-39,59.991,32.75649,8.75928109828076,-152.2908,1.01251086956522,5.877472e-39,59.991,37.19586,8.53655183519322,-152.1281,1.0458326
1.2,5.877472e-39,59.991,-149.8585,2.24776114129388,-150.3301,1.0655468,5.877472e-39,59.991,-155.7234,4.95310066108372,-152.1075,1.052307,5.877472e-39,59.991,11.67602,1.66741058482787,-154.1294,1.0240147826087,5.877472e-39,59.991,-159.4623,2.59947311032962,-154.6431,1.0430158,5.877472e-39,59.991,-10.30931,1.02378578749023,-152.8972,1.054944,-0.01,59.991,-137.4181,5.19752420694623,-145.707,1.0670746,5.877472e-39,59.991,-162.6479,4.0555692531096,-150.5455,1.0649566,5.877472e-39,59.991,32.63972,8.75844053402385,-152.4001,1.01252086956522,5.877472e-39,59.991,37.06958,8.53792621750903,-152.2377,1.0458398
1.233,0.01,59.991,-149.8585,2.24776114129388,-150.434,1.0654908,0.01,59.991,-155.8511,4.95421956590541,-152.2128,1.052242,5.877472e-39,59.991,11.52802,1.66525499563632,-154.2367,1.0239952173913,5.877472e-39,59.991,-159.5829,2.60039109725763,-154.7498,1.0429676,0.01,59.991,-10.30931,1.02378578749023,-153.0023,1.0549058,0.01,59.991,-137.5508,5.20053710932599,-145.8109,1.0670694,5.877472e-39,59.991,-162.7417,4.05137422605367,-150.6569,1.0649784,5.877472e-39,59.991,32.52293,8.75763582321865,-152.5055,1.01253173913043,5.877472e-39,59.991,36.96497,8.54346271791542,-152.3399,1.0458452
1.267,5.877472e-39,59.991,-150,2.24775421309065,-150.5416,1.0654388,5.877472e-39,59.991,-155.9788,4.95536271943841,-152.3218,1.0522522,5.877472e-39,59.991,11.36155,1.66687995374246,-154.344,1.02397956521739,5.877472e-39,59.991,-159.7035,2.6013212085413,-154.8565,1.0429232,5.877472e-39,59.991,-10.60129,1.02337096132182,-153.1113,1.0548746,5.877472e-39,59.991,-137.6833,5.20357772451868,-145.9184,1.0669938,0.01,59.991,-162.8947,4.05383720230204,-150.7645,1.0649342,5.877472e-39,59.991,32.4228,8.75697452622032,-152.615,1.01248,5.877472e-39,59.991,36.86346,8.54535325137188,-152.4497,1.0457908
